dataset,method,batch_key,batch_label,n_obs,n_obs_total,n_valid_total,n_used,n_batches,batch_categories,batch_counts,max_samples,sample_size_requested,seed,knn_backend,embedding_scaled,bASW_raw,bASW,bASW_sample_size,bLISI_raw,bLISI,bLISI_neighbors,kBET_rejection_rate,kBET,kBET_neighbors,kBET_alpha,PCR_batch_R2,PCR_score,PCR_components,note,basw_batch_silhouette_mean,basw_score_abs_mean,blisi_mean,blisi_normalized,n_neighbors,kbet_rejection_rate,kbet_acceptance_rate,pcr_batch_r2,pcr_score,pcr_n_components
CRC Stereo-CITE-seq,spa_mo_model,section,section,612374,612374,612374,612374,2,"CRC_003,CRC_006","{'CRC_003': 166279, 'CRC_006': 446095}",0,0,0,hnswlib_l2_approx,True,0.003787418351070085,0.9962125816489299,10000,1.4636022891585276,0.46360228915852764,90,0.6896112506409482,0.3103887493590518,50,0.05,0.009912569572370711,0.9900874304276293,50,"Higher is better for bASW, bLISI, kBET and PCR_score; lower is better for PCR_batch_R2.",0.003787418351070085,0.9962125816489299,1.4636022891585276,0.46360228915852764,90,0.6896112506409482,0.3103887493590518,0.009912569572370711,0.9900874304276293,50
