dataset,method,batch_key,batch_label,n_obs,n_obs_total,n_valid_total,n_used,n_batches,batch_categories,batch_counts,max_samples,sample_size_requested,seed,knn_backend,embedding_scaled,bASW_raw,bASW,bASW_sample_size,bLISI_raw,bLISI,bLISI_neighbors,kBET_rejection_rate,kBET,kBET_neighbors,kBET_alpha,PCR_batch_R2,PCR_score,PCR_components,note,basw_batch_silhouette_mean,basw_score_abs_mean,blisi_mean,blisi_normalized,n_neighbors,kbet_rejection_rate,kbet_acceptance_rate,pcr_batch_r2,pcr_score,pcr_n_components
Mouse Spleen,spa_mo_model,section,section,5336,5336,5336,5336,2,"Mouse_Spleen1,Mouse_Spleen2","{'Mouse_Spleen1': 2568, 'Mouse_Spleen2': 2768}",50000,50000,0,sklearn_exact,True,7.857294816856011e-05,0.9999214270518314,5336,1.9818350625665917,0.9818350625665917,90,0.030547226386806597,0.9694527736131934,50,0.05,0.00022599043751202948,0.999774009562488,50,"Higher is better for bASW, bLISI, kBET and PCR_score; lower is better for PCR_batch_R2.",7.857294816856011e-05,0.9999214270518314,1.9818350625665917,0.9818350625665917,90,0.030547226386806597,0.9694527736131934,0.00022599043751202948,0.999774009562488,50
