section,cluster,count,fraction
Human_Lymph_Node_A1,0,207,0.05941446613088404
Human_Lymph_Node_A1,1,509,0.14609644087256027
Human_Lymph_Node_A1,2,482,0.1383467278989667
Human_Lymph_Node_A1,3,384,0.11021814006888633
Human_Lymph_Node_A1,4,238,0.06831228473019518
Human_Lymph_Node_A1,5,338,0.09701492537313433
Human_Lymph_Node_A1,6,202,0.05797933409873708
Human_Lymph_Node_A1,7,373,0.10706084959816303
Human_Lymph_Node_A1,8,378,0.10849598163030999
Human_Lymph_Node_A1,9,373,0.10706084959816303
Human_Lymph_Node_D1,0,173,0.051503423637987496
Human_Lymph_Node_D1,1,545,0.16225066984221495
Human_Lymph_Node_D1,2,457,0.13605239654659124
Human_Lymph_Node_D1,3,363,0.10806787734444775
Human_Lymph_Node_D1,4,211,0.06281631437927955
Human_Lymph_Node_D1,5,292,0.08693063411729682
Human_Lymph_Node_D1,6,185,0.055075915451027094
Human_Lymph_Node_D1,7,388,0.11551056862161357
Human_Lymph_Node_D1,8,371,0.11044953855314081
Human_Lymph_Node_D1,9,374,0.11134266150640071
