section,cluster,count,fraction
dataset1,0,176,0.08266791921089714
dataset1,1,92,0.04321277595115078
dataset1,2,186,0.08736496007515265
dataset1,3,206,0.0967590418036637
dataset1,4,148,0.06951620479098168
dataset1,5,105,0.04931892907468295
dataset1,6,168,0.07891028651949272
dataset1,7,82,0.03851573508689526
dataset1,8,69,0.032409581963363084
dataset1,9,121,0.05683419445749178
dataset1,10,171,0.08031939877876937
dataset1,11,39,0.018318459370596524
dataset1,12,53,0.02489431658055425
dataset1,13,246,0.11554720526068576
dataset1,14,207,0.09722874589008924
dataset1,15,60,0.028182245185533115
dataset2,0,108,0.055413032324268856
dataset2,1,425,0.2180605438686506
dataset2,2,191,0.09799897383273473
dataset2,3,177,0.09081580297588507
dataset2,4,89,0.045664443304258596
dataset2,5,56,0.028732683427398667
dataset2,6,57,0.029245767060030785
dataset2,7,115,0.05900461775269369
dataset2,8,58,0.029758850692662903
dataset2,9,85,0.04361210877373012
dataset2,10,35,0.017957927142124165
dataset2,11,53,0.02719343252950231
dataset2,12,196,0.10056439199589533
dataset2,13,110,0.05643919958953309
dataset2,14,148,0.07593637762955362
dataset2,15,46,0.023601847101077475
dataset3,0,48,0.027011817670230726
dataset3,1,146,0.08216094541361846
dataset3,2,174,0.09791783905458638
dataset3,3,65,0.03657850309510411
dataset3,4,124,0.06978052898142938
dataset3,5,38,0.021384355655599326
dataset3,6,129,0.07259425998874508
dataset3,7,49,0.027574563871693866
dataset3,8,78,0.04389420371412493
dataset3,9,150,0.08441193021947102
dataset3,10,139,0.07822172200337647
dataset3,11,78,0.04389420371412493
dataset3,12,77,0.04333145751266179
dataset3,13,148,0.08328643781654474
dataset3,14,181,0.10185706246482837
dataset3,15,153,0.08610016882386044
dataset4,0,48,0.03800475059382423
dataset4,1,38,0.030087094220110848
dataset4,2,120,0.09501187648456057
dataset4,3,111,0.08788598574821853
dataset4,4,113,0.0894695170229612
dataset4,5,81,0.06413301662707839
dataset4,6,79,0.0625494853523357
dataset4,7,49,0.038796516231195566
dataset4,8,57,0.04513064133016627
dataset4,9,104,0.08234362628661916
dataset4,10,68,0.053840063341250986
dataset4,11,45,0.035629453681710214
dataset4,12,72,0.057007125890736345
dataset4,13,98,0.07759303246239113
dataset4,14,153,0.12114014251781473
dataset4,15,27,0.021377672209026127
