row_index,selected_spot_index,cluster,x,y
0,0,5,59.0,19.0
1,1,3,14.0,94.0
2,2,5,43.0,9.0
3,3,1,47.0,13.0
4,4,1,42.0,28.0
5,5,0,52.0,42.0
6,6,6,37.0,19.0
7,7,6,35.0,79.0
8,8,3,4.0,108.0
9,9,3,14.0,118.0
10,10,3,8.0,110.0
11,11,5,23.0,113.0
12,12,0,45.0,67.0
13,13,7,45.0,19.0
14,14,7,0.0,92.0
15,15,5,10.0,48.0
16,16,5,29.0,15.0
17,17,1,55.0,55.0
18,18,6,24.0,62.0
19,19,2,24.0,26.0
20,20,0,10.0,106.0
21,21,1,51.0,27.0
22,22,2,10.0,52.0
23,23,3,37.0,15.0
24,24,1,14.0,88.0
25,25,6,47.0,69.0
26,26,6,44.0,56.0
27,27,2,21.0,111.0
28,28,0,13.0,69.0
29,29,2,49.0,17.0
30,30,2,33.0,51.0
31,31,1,34.0,58.0
32,32,3,14.0,86.0
33,33,6,26.0,94.0
34,34,6,55.0,31.0
35,35,5,15.0,119.0
36,36,6,6.0,90.0
37,37,2,47.0,33.0
38,38,2,28.0,42.0
39,39,6,61.0,37.0
40,40,7,29.0,25.0
41,41,3,9.0,65.0
42,42,2,45.0,21.0
43,43,3,59.0,31.0
44,44,0,15.0,67.0
45,45,6,29.0,31.0
46,46,3,27.0,99.0
47,47,4,17.0,113.0
48,48,7,36.0,24.0
49,49,6,6.0,92.0
50,50,5,15.0,39.0
51,51,5,56.0,14.0
52,52,4,40.0,96.0
53,53,6,8.0,70.0
54,54,7,24.0,70.0
55,55,1,12.0,64.0
56,56,5,54.0,68.0
57,57,5,16.0,92.0
58,58,2,15.0,53.0
59,59,6,24.0,76.0
60,60,2,20.0,104.0
61,61,3,23.0,65.0
62,62,0,47.0,39.0
63,63,0,48.0,42.0
64,64,4,24.0,40.0
65,65,7,9.0,83.0
66,66,0,36.0,74.0
67,67,3,55.0,61.0
68,68,0,38.0,44.0
69,69,3,12.0,92.0
70,70,1,35.0,93.0
71,71,6,53.0,41.0
72,72,1,9.0,111.0
73,73,6,16.0,66.0
74,74,6,20.0,66.0
75,75,6,3.0,89.0
76,76,7,29.0,27.0
77,77,5,22.0,124.0
78,78,5,20.0,126.0
79,79,5,60.0,54.0
80,80,7,1.0,95.0
81,81,6,36.0,68.0
82,82,1,27.0,27.0
83,83,0,35.0,77.0
84,84,7,39.0,29.0
85,85,6,36.0,80.0
86,86,0,59.0,39.0
87,87,7,26.0,90.0
88,88,5,53.0,69.0
89,89,5,65.0,23.0
90,90,5,19.0,125.0
91,91,4,12.0,126.0
92,92,7,9.0,97.0
93,93,6,57.0,35.0
94,94,6,50.0,68.0
95,95,0,35.0,73.0
96,96,2,28.0,48.0
97,97,1,27.0,87.0
98,98,1,24.0,38.0
99,99,6,30.0,46.0
100,100,5,63.0,21.0
101,101,7,26.0,92.0
102,102,7,60.0,26.0
103,103,1,25.0,81.0
104,104,6,19.0,47.0
105,105,3,33.0,31.0
106,106,5,21.0,125.0
107,107,3,41.0,25.0
108,108,5,62.0,48.0
109,109,6,49.0,27.0
110,110,7,18.0,104.0
111,111,2,46.0,34.0
112,112,0,36.0,30.0
113,113,6,52.0,38.0
114,114,5,5.0,71.0
115,115,5,23.0,19.0
116,116,0,52.0,46.0
117,117,2,7.0,111.0
118,118,3,19.0,111.0
119,119,5,57.0,57.0
120,120,5,27.0,101.0
121,121,6,36.0,22.0
122,122,3,13.0,47.0
123,123,6,39.0,79.0
124,124,5,8.0,60.0
125,125,4,52.0,16.0
126,126,5,26.0,110.0
127,127,5,38.0,10.0
128,128,6,32.0,92.0
