mode,section,cluster,count,section_fraction
joint,CRC_003,0,6663,0.04007120562428208
joint,CRC_003,1,15525,0.09336717204217009
joint,CRC_003,2,9788,0.05886491980346285
joint,CRC_003,3,17046,0.10251444860746095
joint,CRC_003,4,11068,0.0665628251312553
joint,CRC_003,5,6252,0.037599456335436224
joint,CRC_003,6,34562,0.2078554718274707
joint,CRC_003,7,16724,0.10057794429843817
joint,CRC_003,8,16219,0.09754088008708256
joint,CRC_003,9,13338,0.08021457911101221
joint,CRC_003,10,1824,0.010969515092104235
joint,CRC_003,11,2827,0.017001545595054096
joint,CRC_003,12,2199,0.013224760793605928
joint,CRC_003,13,10698,0.0643376493724403
joint,CRC_003,14,1546,0.009297626278724313
joint,CRC_006,0,26078,0.0584584001165671
joint,CRC_006,1,31059,0.06962418318967933
joint,CRC_006,2,26638,0.05971373810511214
joint,CRC_006,3,31188,0.06991335926204059
joint,CRC_006,4,20635,0.04625696320290521
joint,CRC_006,5,28044,0.06286553312635201
joint,CRC_006,6,18412,0.04127371972337731
joint,CRC_006,7,29825,0.06685795626492115
joint,CRC_006,8,46048,0.10322464945807508
joint,CRC_006,9,21011,0.047099832995214024
joint,CRC_006,10,38581,0.08648606238581467
joint,CRC_006,11,19800,0.04438516459498537
joint,CRC_006,12,35760,0.08016229726851903
joint,CRC_006,13,27585,0.061836604310740985
joint,CRC_006,14,45431,0.10184153599569598
