mode,section,cluster,count,section_fraction
independent,CRC_003,0,10786,0.06486688036372602
independent,CRC_003,1,10346,0.062220725407297374
independent,CRC_003,2,20793,0.12504886365686588
independent,CRC_003,3,9248,0.055617365993300416
independent,CRC_003,4,12719,0.07649192020640008
independent,CRC_003,5,8744,0.052586315770482145
independent,CRC_003,6,6806,0.04093120598512139
independent,CRC_003,7,11258,0.0677054829533495
independent,CRC_003,8,9066,0.05452282007950493
independent,CRC_003,9,8899,0.05351848399376951
independent,CRC_003,10,11646,0.07003891050583658
independent,CRC_003,11,16110,0.09688535533651273
independent,CRC_003,12,10275,0.06179373222114639
independent,CRC_003,13,8952,0.05383722538624841
independent,CRC_003,14,10631,0.06393471214043867
independent,CRC_006,0,32217,0.0722200428159921
independent,CRC_006,1,41769,0.09363252222060324
independent,CRC_006,2,33115,0.07423306694762326
independent,CRC_006,3,23503,0.05268608704423946
independent,CRC_006,4,29596,0.06634461269460541
independent,CRC_006,5,23469,0.05260987009493494
independent,CRC_006,6,39207,0.08788935092300967
independent,CRC_006,7,16979,0.03806139947768973
independent,CRC_006,8,34328,0.076952218697811
independent,CRC_006,9,34601,0.07756419596722672
independent,CRC_006,10,26818,0.060117239601430186
independent,CRC_006,11,34366,0.0770374023470337
independent,CRC_006,12,23808,0.053369797913000595
independent,CRC_006,13,24288,0.05444580190318206
independent,CRC_006,14,28031,0.06283639135161793
