mode,section,cluster,count,section_fraction
independent,Human_Lymph_Node_A1,0,221,0.06343283582089553
independent,Human_Lymph_Node_A1,1,190,0.05453501722158439
independent,Human_Lymph_Node_A1,2,252,0.07233065442020666
independent,Human_Lymph_Node_A1,3,325,0.09328358208955224
independent,Human_Lymph_Node_A1,4,402,0.11538461538461539
independent,Human_Lymph_Node_A1,5,385,0.11050516647531573
independent,Human_Lymph_Node_A1,6,336,0.09644087256027555
independent,Human_Lymph_Node_A1,7,257,0.07376578645235361
independent,Human_Lymph_Node_A1,8,210,0.06027554535017222
independent,Human_Lymph_Node_A1,9,219,0.06285878300803674
independent,Human_Lymph_Node_A1,10,320,0.09184845005740529
independent,Human_Lymph_Node_A1,11,367,0.10533869115958668
independent,Human_Lymph_Node_D1,0,349,0.10389997022923489
independent,Human_Lymph_Node_D1,1,314,0.09348020244120274
independent,Human_Lymph_Node_D1,2,183,0.054480500148853826
independent,Human_Lymph_Node_D1,3,271,0.08067877344447752
independent,Human_Lymph_Node_D1,4,376,0.11193807680857398
independent,Human_Lymph_Node_D1,5,290,0.08633521881512354
independent,Human_Lymph_Node_D1,6,198,0.05894611491515332
independent,Human_Lymph_Node_D1,7,210,0.06251860672819291
independent,Human_Lymph_Node_D1,8,175,0.05209883894016076
independent,Human_Lymph_Node_D1,9,367,0.10925870794879429
independent,Human_Lymph_Node_D1,10,289,0.08603751116403692
independent,Human_Lymph_Node_D1,11,337,0.1003274784161953
