section,cluster,count,fraction
Human_Lymph_Node_A1,0,324,0.09299655568312284
Human_Lymph_Node_A1,1,358,0.10275545350172216
Human_Lymph_Node_A1,2,410,0.11768082663605052
Human_Lymph_Node_A1,3,699,0.20063145809414465
Human_Lymph_Node_A1,4,566,0.1624569460390356
Human_Lymph_Node_A1,5,417,0.11969001148105626
Human_Lymph_Node_A1,6,447,0.128300803673938
Human_Lymph_Node_A1,7,263,0.07548794489092997
Human_Lymph_Node_D1,0,190,0.05656445370646026
Human_Lymph_Node_D1,1,593,0.17654063709437331
Human_Lymph_Node_D1,2,338,0.10062518606728194
Human_Lymph_Node_D1,3,452,0.13456385829115808
Human_Lymph_Node_D1,4,602,0.17922000595415302
Human_Lymph_Node_D1,5,220,0.06549568323905924
Human_Lymph_Node_D1,6,770,0.22923489133670735
Human_Lymph_Node_D1,7,194,0.05775528431080679
