section,cluster,count,fraction
dataset4,0,199,0.15756136183689629
dataset4,1,72,0.057007125890736345
dataset4,2,112,0.08867775138558986
dataset4,3,100,0.0791765637371338
dataset4,4,85,0.06730007917656373
dataset4,5,90,0.07125890736342043
dataset4,6,49,0.038796516231195566
dataset4,7,42,0.0332541567695962
dataset4,8,61,0.04829770387965162
dataset4,9,63,0.0498812351543943
dataset4,10,130,0.10292953285827396
dataset4,11,104,0.08234362628661916
dataset4,12,117,0.09263657957244656
dataset4,13,39,0.030878859857482184
dataset3,0,78,0.04389420371412493
dataset3,1,200,0.11254924029262803
dataset3,2,173,0.09735509285312324
dataset3,3,175,0.09848058525604952
dataset3,4,87,0.04895891952729319
dataset3,5,165,0.09285312324141812
dataset3,6,159,0.08947664603263927
dataset3,7,137,0.07709622960045019
dataset3,8,66,0.03714124929656725
dataset3,9,50,0.028137310073157007
dataset3,10,38,0.021384355655599326
dataset3,11,163,0.09172763083849184
dataset3,12,93,0.05233539673607203
dataset3,13,193,0.10861001688238604
dataset2,0,47,0.024114930733709596
dataset2,1,66,0.03386351975371986
dataset2,2,109,0.055926115956900974
dataset2,3,587,0.3011800923550539
dataset2,4,111,0.056952283222165216
dataset2,5,215,0.11031298101590559
dataset2,6,56,0.028732683427398667
dataset2,7,222,0.11390456644433043
dataset2,8,160,0.08209338122113904
dataset2,9,61,0.03129810159055926
dataset2,10,135,0.06926629040533606
dataset2,11,53,0.02719343252950231
dataset2,12,92,0.04720369420215495
dataset2,13,35,0.017957927142124165
dataset1,0,83,0.038985439173320806
dataset1,1,170,0.07984969469234382
dataset1,2,225,0.10568341944574917
dataset1,3,106,0.0497886331611085
dataset1,4,126,0.05918271488961954
dataset1,5,59,0.027712541099107563
dataset1,6,305,0.14325974635979333
dataset1,7,162,0.0760920620009394
dataset1,8,202,0.09488022545796149
dataset1,9,55,0.025833724753405354
dataset1,10,198,0.09300140911225928
dataset1,11,120,0.05636449037106623
dataset1,12,165,0.07750117426021606
dataset1,13,153,0.07186472522310944
