section,cluster,count,fraction
dataset1,0,183,0.085955847815876
dataset1,1,887,0.4166275246594645
dataset1,2,379,0.17801784875528417
dataset1,3,102,0.04790981681540629
dataset1,4,5,0.0023485204321277596
dataset1,5,8,0.0037576326914044154
dataset1,6,4,0.0018788163457022077
dataset1,7,307,0.14419915453264442
dataset1,8,215,0.10098637858149366
dataset1,9,39,0.018318459370596524
dataset2,0,247,0.1267316572601334
dataset2,1,63,0.0323242688558235
dataset2,2,144,0.07388404309902515
dataset2,3,158,0.08106721395587481
dataset2,4,1,0.000513083632632119
dataset2,5,319,0.16367367880964598
dataset2,7,120,0.06157003591585428
dataset2,8,109,0.055926115956900974
dataset2,9,788,0.4043099025141098
dataset3,0,514,0.289251547552054
dataset3,1,4,0.0022509848058525606
dataset3,2,66,0.03714124929656725
dataset3,3,100,0.056274620146314014
dataset3,4,23,0.012943162633652222
dataset3,5,637,0.3584693303320203
dataset3,7,41,0.023072594259988744
dataset3,8,230,0.12943162633652222
dataset3,9,162,0.0911648846370287
dataset4,0,3,0.0023752969121140144
dataset4,1,2,0.001583531274742676
dataset4,2,21,0.0166270783847981
dataset4,4,560,0.4433887569279493
dataset4,6,349,0.276326207442597
dataset4,8,328,0.2596991290577989
