mode,section,cluster,count,section_fraction
joint,Mouse_Spleen1,0,314,0.12227414330218069
joint,Mouse_Spleen1,1,370,0.1440809968847352
joint,Mouse_Spleen1,2,262,0.10202492211838006
joint,Mouse_Spleen1,3,316,0.12305295950155763
joint,Mouse_Spleen1,4,235,0.09151090342679127
joint,Mouse_Spleen1,5,357,0.13901869158878505
joint,Mouse_Spleen1,6,316,0.12305295950155763
joint,Mouse_Spleen1,7,398,0.15498442367601245
joint,Mouse_Spleen2,0,318,0.11488439306358382
joint,Mouse_Spleen2,1,425,0.15354046242774566
joint,Mouse_Spleen2,2,321,0.11596820809248555
joint,Mouse_Spleen2,3,338,0.12210982658959538
joint,Mouse_Spleen2,4,283,0.10223988439306358
joint,Mouse_Spleen2,5,327,0.11813583815028902
joint,Mouse_Spleen2,6,337,0.1217485549132948
joint,Mouse_Spleen2,7,419,0.1513728323699422
