row_index,selected_spot_index,cluster,x,y
0,0,7,59.0,19.0
1,1,1,14.0,94.0
2,2,3,43.0,9.0
3,3,0,47.0,13.0
4,4,5,62.0,0.0
5,5,1,42.0,28.0
6,6,7,52.0,42.0
7,7,6,37.0,19.0
8,8,7,58.0,4.0
9,9,0,35.0,79.0
10,10,5,14.0,118.0
11,11,3,8.0,110.0
12,12,3,23.0,113.0
13,13,2,45.0,67.0
14,14,5,64.0,12.0
15,15,7,45.0,19.0
16,16,7,64.0,2.0
17,17,1,66.0,22.0
18,18,5,62.0,54.0
19,19,4,55.0,55.0
20,20,0,24.0,62.0
21,21,5,10.0,106.0
22,22,6,51.0,27.0
23,23,3,37.0,15.0
24,24,5,44.0,94.0
25,25,7,42.0,96.0
26,26,4,14.0,88.0
27,27,3,31.0,115.0
28,28,2,47.0,69.0
29,29,1,36.0,106.0
30,30,3,53.0,79.0
31,31,5,57.0,5.0
32,32,7,44.0,56.0
33,33,1,71.0,3.0
34,34,0,21.0,111.0
35,35,2,13.0,69.0
36,36,2,49.0,17.0
37,37,4,33.0,51.0
38,38,5,34.0,58.0
39,39,2,14.0,86.0
40,40,0,26.0,94.0
41,41,3,35.0,115.0
42,42,6,55.0,31.0
43,43,5,15.0,119.0
44,44,0,6.0,90.0
45,45,6,47.0,33.0
46,46,1,28.0,42.0
47,47,7,61.0,37.0
48,48,6,51.0,93.0
49,49,7,45.0,21.0
50,50,6,59.0,31.0
51,51,1,15.0,67.0
52,52,3,29.0,31.0
53,53,2,27.0,99.0
54,54,5,17.0,113.0
55,55,4,67.0,23.0
56,56,3,64.0,52.0
57,57,3,36.0,24.0
58,58,6,6.0,92.0
59,59,6,65.0,11.0
60,60,4,56.0,14.0
61,61,3,67.0,43.0
62,62,1,40.0,96.0
63,63,4,24.0,70.0
64,64,7,46.0,92.0
65,65,5,12.0,64.0
66,66,1,54.0,68.0
67,67,4,16.0,92.0
68,68,5,58.0,8.0
69,69,7,53.0,73.0
70,70,3,15.0,53.0
71,71,4,24.0,76.0
72,72,1,20.0,104.0
73,73,2,23.0,65.0
74,74,7,50.0,92.0
75,75,7,47.0,39.0
76,76,7,48.0,42.0
77,77,3,24.0,40.0
78,78,1,9.0,83.0
79,79,0,36.0,74.0
80,80,3,75.0,127.0
81,81,6,55.0,61.0
82,82,6,38.0,44.0
83,83,2,12.0,92.0
84,84,0,35.0,93.0
85,85,5,53.0,41.0
86,86,3,9.0,111.0
87,87,2,16.0,66.0
88,88,7,20.0,66.0
89,89,3,3.0,89.0
90,90,3,29.0,27.0
91,91,4,75.0,7.0
92,92,2,62.0,6.0
93,93,1,60.0,54.0
94,94,1,36.0,68.0
95,95,0,35.0,77.0
96,96,6,39.0,29.0
97,97,2,36.0,80.0
98,98,7,59.0,39.0
99,99,3,59.0,73.0
100,100,7,53.0,69.0
101,101,3,74.0,30.0
102,102,1,65.0,23.0
103,103,6,9.0,97.0
104,104,4,57.0,35.0
105,105,7,50.0,68.0
106,106,5,77.0,3.0
107,107,0,35.0,73.0
108,108,3,57.0,81.0
109,109,0,28.0,48.0
110,110,3,39.0,109.0
111,111,4,27.0,87.0
112,112,5,24.0,38.0
113,113,7,30.0,46.0
114,114,1,63.0,21.0
115,115,0,26.0,92.0
116,116,7,60.0,26.0
117,117,7,59.0,1.0
118,118,7,25.0,81.0
119,119,7,44.0,92.0
120,120,5,19.0,47.0
121,121,5,33.0,31.0
122,122,0,45.0,101.0
123,123,6,41.0,25.0
124,124,6,62.0,48.0
125,125,1,44.0,104.0
126,126,2,49.0,27.0
127,127,5,69.0,37.0
128,128,5,52.0,80.0
129,129,6,18.0,104.0
130,130,6,46.0,34.0
131,131,1,36.0,30.0
132,132,7,52.0,38.0
133,133,1,67.0,37.0
134,134,2,52.0,46.0
135,135,4,48.0,86.0
136,136,3,7.0,111.0
137,137,3,19.0,111.0
138,138,2,57.0,57.0
139,139,3,46.0,2.0
140,140,4,27.0,101.0
141,141,5,36.0,22.0
142,142,2,69.0,33.0
143,143,0,39.0,79.0
144,144,2,52.0,16.0
145,145,5,26.0,110.0
146,146,4,32.0,92.0
147,147,7,51.0,15.0
148,148,2,4.0,94.0
149,149,6,48.0,30.0
150,150,0,44.0,78.0
151,151,5,23.0,47.0
152,152,6,23.0,93.0
153,153,1,25.0,101.0
154,154,7,25.0,59.0
155,155,1,19.0,97.0
156,156,5,65.0,9.0
157,157,2,55.0,27.0
158,158,4,66.0,32.0
159,159,6,40.0,50.0
160,160,0,58.0,66.0
161,161,5,59.0,5.0
162,162,2,51.0,63.0
163,163,0,23.0,91.0
164,164,2,63.0,9.0
165,165,1,49.0,63.0
166,166,7,45.0,83.0
167,167,2,67.0,9.0
168,168,4,13.0,91.0
169,169,5,11.0,67.0
170,170,2,64.0,16.0
171,171,5,46.0,4.0
172,172,4,50.0,82.0
173,173,0,44.0,84.0
174,174,3,7.0,103.0
175,175,6,32.0,72.0
176,176,5,30.0,26.0
177,177,1,49.0,75.0
178,178,3,29.0,37.0
179,179,5,4.0,106.0
180,180,0,44.0,76.0
181,181,7,77.0,21.0
182,182,0,42.0,20.0
183,183,1,36.0,32.0
184,184,7,57.0,31.0
185,185,3,8.0,112.0
186,186,7,28.0,82.0
187,187,0,24.0,56.0
188,188,2,44.0,90.0
189,189,0,14.0,64.0
190,190,6,60.0,16.0
191,191,3,31.0,117.0
192,192,2,24.0,50.0
193,193,1,65.0,17.0
194,194,5,25.0,43.0
195,195,3,41.0,111.0
196,196,7,31.0,71.0
197,197,0,27.0,71.0
198,198,4,52.0,48.0
199,199,0,52.0,24.0
200,200,1,10.0,80.0
201,201,1,53.0,87.0
202,202,1,51.0,39.0
203,203,3,46.0,14.0
204,204,3,19.0,119.0
205,205,0,59.0,9.0
206,206,1,21.0,63.0
207,207,1,55.0,57.0
208,208,1,42.0,102.0
209,209,4,42.0,62.0
210,210,0,41.0,37.0
211,211,6,45.0,81.0
212,212,3,9.0,75.0
213,213,4,75.0,17.0
214,214,3,40.0,104.0
215,215,7,51.0,61.0
216,216,5,73.0,27.0
217,217,5,17.0,115.0
218,218,6,20.0,110.0
219,219,4,53.0,49.0
220,220,5,7.0,81.0
221,221,5,30.0,54.0
222,222,5,41.0,107.0
223,223,3,23.0,121.0
224,224,7,48.0,76.0
225,225,5,9.0,103.0
226,226,6,48.0,94.0
227,227,6,38.0,56.0
228,228,5,44.0,12.0
229,229,2,42.0,42.0
230,230,2,30.0,86.0
231,231,3,37.0,37.0
232,232,1,61.0,29.0
233,233,7,69.0,35.0
234,234,7,57.0,65.0
235,235,7,38.0,100.0
236,236,6,42.0,48.0
237,237,1,73.0,9.0
238,238,7,58.0,54.0
239,239,1,56.0,40.0
240,240,4,48.0,84.0
241,241,3,21.0,115.0
242,242,5,13.0,65.0
243,243,3,6.0,80.0
244,244,1,57.0,11.0
245,245,0,28.0,66.0
246,246,0,36.0,92.0
247,247,0,51.0,79.0
248,248,0,44.0,106.0
249,249,0,46.0,98.0
250,250,2,59.0,15.0
251,251,3,4.0,100.0
252,252,2,63.0,5.0
253,253,1,61.0,39.0
254,254,6,50.0,30.0
255,255,5,32.0,30.0
256,256,5,34.0,112.0
257,257,0,65.0,15.0
258,258,2,46.0,18.0
259,259,5,32.0,24.0
260,260,1,64.0,34.0
261,261,1,9.0,81.0
262,262,7,50.0,18.0
263,263,1,57.0,13.0
264,264,7,28.0,104.0
265,265,0,22.0,80.0
266,266,4,25.0,63.0
267,267,7,36.0,102.0
268,268,0,37.0,43.0
269,269,3,10.0,70.0
270,270,5,63.0,47.0
271,271,5,25.0,109.0
272,272,0,33.0,61.0
273,273,0,17.0,73.0
274,274,6,43.0,71.0
275,275,7,49.0,59.0
276,276,7,41.0,31.0
277,277,2,34.0,62.0
278,278,2,28.0,100.0
279,279,6,39.0,13.0
