mode,scope,label,n_obs_labeled,n_label_classes,k,ari_raw,nmi_raw,homogeneity_raw,completeness_raw,v_measure_raw,label_asw_raw,label_asw_scaled_raw,ari_standardized,nmi_standardized,homogeneity_standardized,completeness_standardized,v_measure_standardized,label_asw_standardized,label_asw_scaled_standardized,ari_delta_standardized_minus_raw,nmi_delta_standardized_minus_raw,homogeneity_delta_standardized_minus_raw,completeness_delta_standardized_minus_raw,v_measure_delta_standardized_minus_raw,label_asw_delta_standardized_minus_raw,label_asw_scaled_delta_standardized_minus_raw
joint,combined,Y,7118,14,4,0.2035716788009493,0.285620058825788,0.2238380893546756,0.3945093113106115,0.285620058825788,-0.0092484056949615,0.4953757971525192,0.2069053042886036,0.2896621494149347,0.2274900641077933,0.3985970637801245,0.2896621494149347,-0.0090166302397847,0.4954916848801076,0.003333625487654285,0.004042090589146674,0.0036519747531176816,0.004087752469512984,0.004042090589146674,0.00023177545517679907,0.00011588772758835963
joint,combined,Combined_Clusters_annotation,7118,16,4,0.258214583221117,0.3598941645968846,0.2860680459823937,0.4850795585183063,0.3598941645968846,0.0060568726621568,0.5030284363310784,0.2203158084498898,0.3265935435727436,0.2601659422994665,0.438573575898633,0.3265935435727436,0.0076382127590477,0.5038191063795239,-0.03789877477122722,-0.033300621024141,-0.025902103682927224,-0.046505982619673314,-0.033300621024141,0.0015813400968908995,0.0007906700484454632
joint,combined,Combined_Clusters,7118,16,4,0.258214583221117,0.3598941645968846,0.2860680459823937,0.4850795585183063,0.3598941645968846,0.0060568726621568,0.5030284363310784,0.2203158084498898,0.3265935435727436,0.2601659422994665,0.438573575898633,0.3265935435727436,0.0076382127590477,0.5038191063795239,-0.03789877477122722,-0.033300621024141,-0.025902103682927224,-0.046505982619673314,-0.033300621024141,0.0015813400968908995,0.0007906700484454632
joint,combined,RNA_Clusters,7118,13,4,0.239198748461542,0.3567410327999328,0.2811206682846791,0.4880152277429608,0.3567410327999328,0.0287821721285581,0.5143910860642791,0.2043607565079292,0.3205300645451197,0.2531295449431185,0.4368494866641205,0.3205300645451197,0.0280051548033952,0.5140025774016976,-0.034837991953612785,-0.036210968254813125,-0.027991123341560564,-0.05116574107884031,-0.036210968254813125,-0.0007770173251629015,-0.0003885086625814438
joint,combined,ATAC_Clusters,7118,13,4,0.2499563810650055,0.3481201041584121,0.2834524150927506,0.4510163303347975,0.3481201041584121,0.02574940957129,0.512874704785645,0.2189737714286717,0.3128641123157904,0.2553249883899922,0.40388136968775,0.3128641123157903,0.0270990096032619,0.513549504801631,-0.030982609636333813,-0.03525599184262168,-0.028127426702758418,-0.047134960647047475,-0.03525599184262179,0.0013496000319719002,0.0006748000159859657
joint,combined,Y,7118,14,5,0.2270252611605351,0.3135502736648916,0.2610704328087095,0.392437189456812,0.3135502736648916,-0.0092484056949615,0.4953757971525192,0.2298442597093871,0.316583038476289,0.2631698026009301,0.3971989866310621,0.316583038476289,-0.0090166302397847,0.4954916848801076,0.0028189985488520086,0.003032764811397415,0.0020993697922205845,0.004761797174250126,0.003032764811397415,0.00023177545517679907,0.00011588772758835963
joint,combined,Combined_Clusters_annotation,7118,16,5,0.2910148132166547,0.3877763258110029,0.3279541073218331,0.4742921079829271,0.3877763258110029,0.0060568726621568,0.5030284363310784,0.2970987768252451,0.3953107386292996,0.3337735648259602,0.484668026749301,0.3953107386292996,0.0076382127590477,0.5038191063795239,0.006083963608590426,0.0075344128182966985,0.005819457504127101,0.010375918766373893,0.0075344128182966985,0.0015813400968908995,0.0007906700484454632
joint,combined,Combined_Clusters,7118,16,5,0.2910148132166547,0.3877763258110028,0.327954107321833,0.4742921079829271,0.3877763258110028,0.0060568726621568,0.5030284363310784,0.2970987768252451,0.3953107386292996,0.3337735648259602,0.484668026749301,0.3953107386292996,0.0076382127590477,0.5038191063795239,0.006083963608590426,0.0075344128182968095,0.005819457504127212,0.010375918766373893,0.0075344128182968095,0.0015813400968908995,0.0007906700484454632
joint,combined,RNA_Clusters,7118,13,5,0.2698169706065347,0.3780319798545742,0.3166800782935414,0.4688679428562527,0.3780319798545742,0.0287821721285581,0.5143910860642791,0.2709627774214131,0.3826242435472127,0.3200045756603561,0.4757136296485572,0.3826242435472127,0.0280051548033952,0.5140025774016976,0.001145806814878414,0.0045922636926384874,0.003324497366814727,0.006845686792304462,0.0045922636926384874,-0.0007770173251629015,-0.0003885086625814438
joint,combined,ATAC_Clusters,7118,13,5,0.2883635901552758,0.3740595000062389,0.32484884326593,0.4408416606614266,0.3740595000062389,0.02574940957129,0.512874704785645,0.2939197211884238,0.381447114060464,0.3306962838546844,0.4505990058516634,0.3814471140604641,0.0270990096032619,0.513549504801631,0.005556131033148004,0.007387614054225111,0.005847440588754416,0.0097573451902368,0.007387614054225222,0.0013496000319719002,0.0006748000159859657
