mode,section,cluster,count,section_fraction
independent,CRC_003,0,10792,0.06490296429495006
independent,CRC_003,1,14037,0.08441835709861137
independent,CRC_003,2,11097,0.0667372307988381
independent,CRC_003,3,14724,0.08854996722376247
independent,CRC_003,4,10576,0.06360394277088507
independent,CRC_003,5,18114,0.10893738836533777
independent,CRC_003,6,7204,0.043324773422981855
independent,CRC_003,7,2323,0.01397049537223582
independent,CRC_003,8,10221,0.06146897684013014
independent,CRC_003,9,16608,0.09988032162810698
independent,CRC_003,10,10666,0.06414520173924548
independent,CRC_003,11,7756,0.04664449509559235
independent,CRC_003,12,8084,0.04861708333583916
independent,CRC_003,13,11238,0.06758520318260273
independent,CRC_003,14,12839,0.07721359883088062
independent,CRC_006,0,39255,0.08799695132202782
independent,CRC_006,1,36800,0.08249363924724554
independent,CRC_006,2,28774,0.06450195586141966
independent,CRC_006,3,41108,0.09215077505912418
independent,CRC_006,4,18611,0.041719813044306706
independent,CRC_006,5,21386,0.04794046111254329
independent,CRC_006,6,36523,0.08187269527791166
independent,CRC_006,7,17074,0.038274358600746475
independent,CRC_006,8,26772,0.06001412255237113
independent,CRC_006,9,24188,0.054221634405227585
independent,CRC_006,10,26522,0.05945370380748495
independent,CRC_006,11,35571,0.07973862069738509
independent,CRC_006,12,38665,0.08667436308409644
independent,CRC_006,13,30464,0.06829038657685023
independent,CRC_006,14,24382,0.05465651935125926
