mode,section,cluster,count,section_fraction
independent,CRC_003,0,29774,0.17906049471069707
independent,CRC_003,1,41219,0.24789059352052875
independent,CRC_003,2,26384,0.15867307356912178
independent,CRC_003,3,34158,0.2054258204583862
independent,CRC_003,4,34744,0.20895001774126618
independent,CRC_006,0,106304,0.23829901702552148
independent,CRC_006,1,129848,0.2910770127439223
independent,CRC_006,2,101668,0.22790661182035216
independent,CRC_006,3,41599,0.09325143747408063
independent,CRC_006,4,66676,0.14946592093612346
