mode,k,mean_spatial_neighbor_agreement
independent,5,0.5821381228744515
independent,10,0.414313893955941
independent,15,0.3084635443431035
independent,20,0.2503475653744847
independent,25,0.2206038643906327
joint,5,0.5655339500334364
joint,10,0.42919867130959166
joint,15,0.3347903797934665
joint,20,0.2703889786721914
joint,25,0.23120431144058534
