section,obs_name,cluster,x,y
Mouse_Thymus4,42_81,1,14386.0,15900.0
Mouse_Thymus4,48_23,4,14986.0,10100.0
Mouse_Thymus4,5_39,8,10686.0,11700.0
Mouse_Thymus4,28_72,2,12986.0,15000.0
Mouse_Thymus4,13_51,8,11486.0,12900.0
Mouse_Thymus4,24_69,1,12586.0,14700.0
Mouse_Thymus4,33_16,6,13486.0,9400.0
Mouse_Thymus4,9_46,4,11086.0,12400.0
Mouse_Thymus4,54_8,1,15586.0,8600.0
Mouse_Thymus4,17_39,1,11886.0,11700.0
Mouse_Thymus4,45_103,4,14686.0,18100.0
Mouse_Thymus4,46_79,1,14786.0,15700.0
Mouse_Thymus4,24_62,2,12586.0,14000.0
Mouse_Thymus4,64_27,8,16586.0,10500.0
Mouse_Thymus4,35_60,5,13686.0,13800.0
Mouse_Thymus4,46_113,8,14786.0,19100.0
Mouse_Thymus4,52_106,1,15386.0,18400.0
Mouse_Thymus4,52_4,4,15386.0,8200.0
Mouse_Thymus4,21_59,4,12286.0,13700.0
Mouse_Thymus4,63_29,5,16486.0,10700.0
Mouse_Thymus4,59_109,8,16086.0,18700.0
Mouse_Thymus4,49_110,9,15086.0,18800.0
Mouse_Thymus4,33_62,4,13486.0,14000.0
Mouse_Thymus4,53_31,8,15486.0,10900.0
Mouse_Thymus4,45_38,4,14686.0,11600.0
Mouse_Thymus4,35_90,2,13686.0,16800.0
Mouse_Thymus4,55_23,8,15686.0,10100.0
Mouse_Thymus4,29_46,8,13086.0,12400.0
Mouse_Thymus4,38_58,2,13986.0,13600.0
Mouse_Thymus4,17_65,1,11886.0,14300.0
Mouse_Thymus4,12_31,0,11386.0,10900.0
Mouse_Thymus4,26_21,0,12786.0,9900.0
Mouse_Thymus4,34_96,6,13586.0,17400.0
Mouse_Thymus4,26_60,1,12786.0,13800.0
Mouse_Thymus4,56_100,2,15786.0,17800.0
Mouse_Thymus4,56_103,8,15786.0,18100.0
Mouse_Thymus4,48_111,3,14986.0,18900.0
Mouse_Thymus4,30_90,8,13186.0,16800.0
Mouse_Thymus4,46_81,1,14786.0,15900.0
Mouse_Thymus4,43_26,1,14486.0,10400.0
Mouse_Thymus4,48_25,5,14986.0,10300.0
Mouse_Thymus4,12_32,0,11386.0,11000.0
Mouse_Thymus4,37_14,4,13886.0,9200.0
Mouse_Thymus4,25_32,1,12686.0,11000.0
Mouse_Thymus4,36_87,8,13786.0,16500.0
Mouse_Thymus4,37_55,2,13886.0,13300.0
Mouse_Thymus4,57_97,8,15886.0,17500.0
Mouse_Thymus4,28_43,9,12986.0,12100.0
Mouse_Thymus4,65_7,3,16686.0,8500.0
Mouse_Thymus4,24_23,0,12586.0,10100.0
Mouse_Thymus4,63_26,8,16486.0,10400.0
Mouse_Thymus4,24_35,9,12586.0,11300.0
Mouse_Thymus4,26_80,6,12786.0,15800.0
Mouse_Thymus4,37_18,4,13886.0,9600.0
Mouse_Thymus4,46_33,5,14786.0,11100.0
Mouse_Thymus4,22_30,4,12386.0,10800.0
Mouse_Thymus4,35_79,4,13686.0,15700.0
Mouse_Thymus4,30_39,4,13186.0,11700.0
Mouse_Thymus4,49_104,6,15086.0,18200.0
Mouse_Thymus4,54_87,8,15586.0,16500.0
Mouse_Thymus4,47_75,2,14886.0,15300.0
Mouse_Thymus4,42_26,1,14386.0,10400.0
Mouse_Thymus4,13_42,4,11486.0,12000.0
Mouse_Thymus4,42_39,4,14386.0,11700.0
Mouse_Thymus4,20_37,1,12186.0,11500.0
Mouse_Thymus4,43_86,2,14486.0,16400.0
Mouse_Thymus4,26_59,1,12786.0,13700.0
Mouse_Thymus4,24_80,6,12586.0,15800.0
Mouse_Thymus4,59_84,8,16086.0,16200.0
Mouse_Thymus4,42_54,1,14386.0,13200.0
Mouse_Thymus4,13_39,4,11486.0,11700.0
Mouse_Thymus4,29_58,1,13086.0,13600.0
Mouse_Thymus4,39_87,3,14086.0,16500.0
Mouse_Thymus4,58_106,8,15986.0,18400.0
Mouse_Thymus4,24_25,8,12586.0,10300.0
Mouse_Thymus4,25_72,4,12686.0,15000.0
Mouse_Thymus4,32_64,8,13386.0,14200.0
Mouse_Thymus4,37_72,2,13886.0,15000.0
Mouse_Thymus4,39_85,4,14086.0,16300.0
Mouse_Thymus4,41_83,8,14286.0,16100.0
Mouse_Thymus4,55_89,8,15686.0,16700.0
Mouse_Thymus4,62_11,4,16386.0,8900.0
Mouse_Thymus4,26_34,9,12786.0,11200.0
Mouse_Thymus4,52_116,0,15386.0,19400.0
Mouse_Thymus4,59_29,4,16086.0,10700.0
Mouse_Thymus4,49_48,3,15086.0,12600.0
Mouse_Thymus4,3_59,8,10486.0,13700.0
Mouse_Thymus4,36_60,6,13786.0,13800.0
Mouse_Thymus4,31_88,2,13286.0,16600.0
Mouse_Thymus4,22_55,5,12386.0,13300.0
Mouse_Thymus4,13_53,3,11486.0,13100.0
Mouse_Thymus4,48_4,2,14986.0,8200.0
Mouse_Thymus4,36_24,1,13786.0,10200.0
Mouse_Thymus4,39_88,4,14086.0,16600.0
Mouse_Thymus4,56_16,4,15786.0,9400.0
Mouse_Thymus4,7_56,4,10886.0,13400.0
Mouse_Thymus4,9_56,4,11086.0,13400.0
Mouse_Thymus4,24_56,2,12586.0,13400.0
Mouse_Thymus4,39_38,8,14086.0,11600.0
Mouse_Thymus4,10_63,8,11186.0,14100.0
Mouse_Thymus4,50_108,1,15186.0,18600.0
Mouse_Thymus4,48_40,7,14986.0,11800.0
Mouse_Thymus4,56_108,2,15786.0,18600.0
Mouse_Thymus4,64_23,3,16586.0,10100.0
Mouse_Thymus4,32_39,4,13386.0,11700.0
Mouse_Thymus4,10_46,4,11186.0,12400.0
Mouse_Thymus4,33_25,9,13486.0,10300.0
Mouse_Thymus4,46_111,6,14786.0,18900.0
Mouse_Thymus4,42_56,9,14386.0,13400.0
Mouse_Thymus4,27_87,8,12886.0,16500.0
Mouse_Thymus4,57_92,8,15886.0,17000.0
Mouse_Thymus4,39_59,6,14086.0,13700.0
Mouse_Thymus4,21_44,1,12286.0,12200.0
Mouse_Thymus4,29_20,0,13086.0,9800.0
Mouse_Thymus4,57_29,8,15886.0,10700.0
Mouse_Thymus4,33_71,2,13486.0,14900.0
Mouse_Thymus4,23_80,4,12486.0,15800.0
Mouse_Thymus4,36_76,8,13786.0,15400.0
Mouse_Thymus4,63_2,8,16486.0,8000.0
Mouse_Thymus4,40_26,9,14186.0,10400.0
Mouse_Thymus4,6_61,6,10786.0,13900.0
Mouse_Thymus4,12_36,8,11386.0,11400.0
Mouse_Thymus4,36_59,6,13786.0,13700.0
Mouse_Thymus4,4_58,6,10586.0,13600.0
Mouse_Thymus4,15_69,4,11686.0,14700.0
Mouse_Thymus4,22_31,4,12386.0,10900.0
Mouse_Thymus4,53_80,0,15486.0,15800.0
Mouse_Thymus4,47_10,2,14886.0,8800.0
Mouse_Thymus4,39_40,2,14086.0,11800.0
Mouse_Thymus4,1_56,8,10286.0,13400.0
Mouse_Thymus4,46_15,1,14786.0,9300.0
Mouse_Thymus4,21_61,6,12286.0,13900.0
Mouse_Thymus4,34_33,9,13586.0,11100.0
Mouse_Thymus4,42_63,4,14386.0,14100.0
Mouse_Thymus4,31_47,1,13286.0,12500.0
Mouse_Thymus4,54_80,4,15586.0,15800.0
Mouse_Thymus4,44_71,3,14586.0,14900.0
Mouse_Thymus4,53_105,1,15486.0,18300.0
Mouse_Thymus4,26_58,1,12786.0,13600.0
Mouse_Thymus4,18_43,1,11986.0,12100.0
Mouse_Thymus4,37_40,8,13886.0,11800.0
Mouse_Thymus4,51_107,1,15286.0,18500.0
Mouse_Thymus4,21_42,1,12286.0,12000.0
Mouse_Thymus4,32_38,4,13386.0,11600.0
Mouse_Thymus4,43_32,8,14486.0,11000.0
Mouse_Thymus4,45_52,9,14686.0,13000.0
Mouse_Thymus4,43_28,6,14486.0,10600.0
Mouse_Thymus4,10_57,4,11186.0,13500.0
Mouse_Thymus4,49_74,2,15086.0,15200.0
Mouse_Thymus4,29_48,2,13086.0,12600.0
Mouse_Thymus4,39_29,5,14086.0,10700.0
Mouse_Thymus4,20_83,8,12186.0,16100.0
Mouse_Thymus4,30_63,4,13186.0,14100.0
Mouse_Thymus4,34_71,2,13586.0,14900.0
Mouse_Thymus4,40_66,1,14186.0,14400.0
Mouse_Thymus4,27_36,2,12886.0,11400.0
Mouse_Thymus4,54_16,8,15586.0,9400.0
Mouse_Thymus4,39_25,1,14086.0,10300.0
Mouse_Thymus4,36_66,9,13786.0,14400.0
Mouse_Thymus4,29_45,2,13086.0,12300.0
Mouse_Thymus4,17_45,1,11886.0,12300.0
Mouse_Thymus4,47_32,0,14886.0,11000.0
Mouse_Thymus4,30_85,3,13186.0,16300.0
Mouse_Thymus4,57_102,4,15886.0,18000.0
Mouse_Thymus4,61_32,4,16286.0,11000.0
Mouse_Thymus4,47_98,2,14886.0,17600.0
Mouse_Thymus4,42_33,5,14386.0,11100.0
Mouse_Thymus4,59_14,8,16086.0,9200.0
Mouse_Thymus4,26_64,1,12786.0,14200.0
Mouse_Thymus4,22_58,3,12386.0,13600.0
Mouse_Thymus4,42_30,4,14386.0,10800.0
Mouse_Thymus4,30_57,9,13186.0,13500.0
Mouse_Thymus4,31_45,1,13286.0,12300.0
Mouse_Thymus4,28_87,4,12986.0,16500.0
Mouse_Thymus4,35_78,4,13686.0,15600.0
Mouse_Thymus4,49_3,8,15086.0,8100.0
Mouse_Thymus4,29_59,1,13086.0,13700.0
Mouse_Thymus4,51_83,1,15286.0,16100.0
Mouse_Thymus4,21_43,1,12286.0,12100.0
Mouse_Thymus4,33_56,2,13486.0,13400.0
Mouse_Thymus4,27_86,4,12886.0,16400.0
Mouse_Thymus4,59_90,8,16086.0,16800.0
Mouse_Thymus4,35_31,4,13686.0,10900.0
Mouse_Thymus4,33_80,9,13486.0,15800.0
Mouse_Thymus4,35_88,4,13686.0,16600.0
Mouse_Thymus4,46_35,4,14786.0,11300.0
Mouse_Thymus4,50_86,1,15186.0,16400.0
Mouse_Thymus4,48_93,1,14986.0,17100.0
Mouse_Thymus4,38_30,1,13986.0,10800.0
Mouse_Thymus4,35_71,2,13686.0,14900.0
Mouse_Thymus4,59_98,7,16086.0,17600.0
Mouse_Thymus4,41_66,6,14286.0,14400.0
Mouse_Thymus4,33_76,2,13486.0,15400.0
Mouse_Thymus4,64_29,8,16586.0,10700.0
Mouse_Thymus4,44_18,1,14586.0,9600.0
Mouse_Thymus4,58_88,8,15986.0,16600.0
Mouse_Thymus4,53_20,4,15486.0,9800.0
Mouse_Thymus4,21_57,4,12286.0,13500.0
Mouse_Thymus4,53_5,3,15486.0,8300.0
Mouse_Thymus4,33_37,4,13486.0,11500.0
Mouse_Thymus4,40_36,5,14186.0,11400.0
Mouse_Thymus4,62_5,2,16386.0,8300.0
Mouse_Thymus4,31_77,2,13286.0,15500.0
Mouse_Thymus4,42_15,9,14386.0,9300.0
Mouse_Thymus4,25_68,1,12686.0,14600.0
Mouse_Thymus4,18_34,4,11986.0,11200.0
Mouse_Thymus4,46_77,9,14786.0,15500.0
Mouse_Thymus4,37_54,6,13886.0,13200.0
Mouse_Thymus4,60_22,0,16186.0,10000.0
Mouse_Thymus4,36_90,2,13786.0,16800.0
Mouse_Thymus4,36_80,8,13786.0,15800.0
Mouse_Thymus4,29_49,9,13086.0,12700.0
Mouse_Thymus4,50_112,9,15186.0,19000.0
Mouse_Thymus4,57_4,8,15886.0,8200.0
Mouse_Thymus4,41_48,2,14286.0,12600.0
Mouse_Thymus4,17_72,4,11886.0,15000.0
Mouse_Thymus4,48_18,7,14986.0,9600.0
Mouse_Thymus4,14_66,8,11586.0,14400.0
Mouse_Thymus4,35_21,6,13686.0,9900.0
Mouse_Thymus4,16_32,4,11786.0,11000.0
Mouse_Thymus4,28_39,1,12986.0,11700.0
Mouse_Thymus4,53_14,4,15486.0,9200.0
Mouse_Thymus4,37_61,8,13886.0,13900.0
Mouse_Thymus4,32_42,2,13386.0,12000.0
Mouse_Thymus4,33_30,4,13486.0,10800.0
Mouse_Thymus4,22_74,1,12386.0,15200.0
Mouse_Thymus4,50_85,1,15186.0,16300.0
Mouse_Thymus4,50_43,5,15186.0,12100.0
Mouse_Thymus4,12_30,0,11386.0,10800.0
Mouse_Thymus4,49_91,1,15086.0,16900.0
Mouse_Thymus4,40_16,2,14186.0,9400.0
Mouse_Thymus4,13_48,4,11486.0,12600.0
Mouse_Thymus4,50_20,4,15186.0,9800.0
Mouse_Thymus4,34_74,7,13586.0,15200.0
Mouse_Thymus4,30_69,1,13186.0,14700.0
Mouse_Thymus4,14_63,2,11586.0,14100.0
Mouse_Thymus4,47_26,8,14886.0,10400.0
Mouse_Thymus4,40_19,1,14186.0,9700.0
Mouse_Thymus4,27_30,9,12886.0,10800.0
Mouse_Thymus4,58_17,4,15986.0,9500.0
Mouse_Thymus4,11_41,4,11286.0,11900.0
Mouse_Thymus4,22_49,9,12386.0,12700.0
Mouse_Thymus4,35_67,8,13686.0,14500.0
Mouse_Thymus4,46_85,1,14786.0,16300.0
Mouse_Thymus4,42_44,4,14386.0,12200.0
Mouse_Thymus4,47_18,1,14886.0,9600.0
Mouse_Thymus4,37_46,8,13886.0,12400.0
Mouse_Thymus4,32_17,6,13386.0,9500.0
Mouse_Thymus4,5_54,4,10686.0,13200.0
Mouse_Thymus4,7_39,4,10886.0,11700.0
Mouse_Thymus4,53_12,3,15486.0,9000.0
Mouse_Thymus4,8_44,6,10986.0,12200.0
Mouse_Thymus4,14_29,7,11586.0,10700.0
Mouse_Thymus4,23_28,8,12486.0,10600.0
Mouse_Thymus4,19_34,4,12086.0,11200.0
Mouse_Thymus4,53_79,8,15486.0,15700.0
Mouse_Thymus4,67_3,1,16886.0,8100.0
Mouse_Thymus4,19_60,4,12086.0,13800.0
Mouse_Thymus4,17_29,0,11886.0,10700.0
Mouse_Thymus4,13_67,6,11486.0,14500.0
Mouse_Thymus4,27_57,1,12886.0,13500.0
Mouse_Thymus4,42_77,1,14386.0,15500.0
Mouse_Thymus4,46_99,2,14786.0,17700.0
Mouse_Thymus4,36_86,2,13786.0,16400.0
Mouse_Thymus4,43_40,8,14486.0,11800.0
Mouse_Thymus4,20_39,1,12186.0,11700.0
Mouse_Thymus4,44_17,1,14586.0,9500.0
Mouse_Thymus4,62_98,4,16386.0,17600.0
Mouse_Thymus4,38_55,2,13986.0,13300.0
Mouse_Thymus4,54_113,4,15586.0,19100.0
Mouse_Thymus4,30_49,4,13186.0,12700.0
Mouse_Thymus4,55_82,8,15686.0,16000.0
Mouse_Thymus4,21_63,9,12286.0,14100.0
Mouse_Thymus4,37_91,2,13886.0,16900.0
Mouse_Thymus4,19_52,4,12086.0,13000.0
Mouse_Thymus4,44_51,1,14586.0,12900.0
Mouse_Thymus4,15_41,9,11686.0,11900.0
Mouse_Thymus4,12_60,4,11386.0,13800.0
Mouse_Thymus4,61_7,2,16286.0,8500.0
Mouse_Thymus4,45_32,5,14686.0,11000.0
Mouse_Thymus4,22_77,4,12386.0,15500.0
Mouse_Thymus4,63_9,2,16486.0,8700.0
Mouse_Thymus4,42_24,1,14386.0,10200.0
Mouse_Thymus4,39_98,4,14086.0,17600.0
Mouse_Thymus4,19_68,0,12086.0,14600.0
Mouse_Thymus4,54_30,4,15586.0,10800.0
Mouse_Thymus4,25_77,4,12686.0,15500.0
Mouse_Thymus4,41_101,4,14286.0,17900.0
Mouse_Thymus4,11_33,8,11286.0,11100.0
Mouse_Thymus4,54_14,4,15586.0,9200.0
Mouse_Thymus4,55_20,0,15686.0,9800.0
Mouse_Thymus4,30_46,1,13186.0,12400.0
Mouse_Thymus4,50_98,9,15186.0,17600.0
Mouse_Thymus4,13_37,6,11486.0,11500.0
Mouse_Thymus4,44_67,2,14586.0,14500.0
Mouse_Thymus4,24_41,9,12586.0,11900.0
Mouse_Thymus4,21_33,4,12286.0,11100.0
Mouse_Thymus4,35_87,2,13686.0,16500.0
Mouse_Thymus4,48_43,8,14986.0,12100.0
Mouse_Thymus4,55_87,8,15686.0,16500.0
Mouse_Thymus4,41_39,5,14286.0,11700.0
Mouse_Thymus4,11_32,3,11286.0,11000.0
Mouse_Thymus4,31_85,1,13286.0,16300.0
Mouse_Thymus4,58_93,4,15986.0,17100.0
Mouse_Thymus4,60_108,8,16186.0,18600.0
Mouse_Thymus4,42_9,6,14386.0,8700.0
Mouse_Thymus4,30_42,6,13186.0,12000.0
Mouse_Thymus4,30_22,6,13186.0,10000.0
Mouse_Thymus4,39_77,2,14086.0,15500.0
Mouse_Thymus4,27_22,6,12886.0,10000.0
Mouse_Thymus4,56_37,8,15786.0,11500.0
Mouse_Thymus4,54_35,6,15586.0,11300.0
Mouse_Thymus4,5_55,4,10686.0,13300.0
Mouse_Thymus4,49_109,3,15086.0,18700.0
Mouse_Thymus4,48_91,9,14986.0,16900.0
Mouse_Thymus4,45_78,1,14686.0,15600.0
Mouse_Thymus4,8_52,6,10986.0,13000.0
Mouse_Thymus4,44_16,1,14586.0,9400.0
Mouse_Thymus4,42_16,9,14386.0,9400.0
Mouse_Thymus4,51_77,3,15286.0,15500.0
