mode,section,cluster,count,section_fraction
independent,CRC_003,0,12559,0.07552968204042602
independent,CRC_003,1,13261,0.0797515019936372
independent,CRC_003,2,13842,0.08324562933383049
independent,CRC_003,3,8892,0.05347638607400814
independent,CRC_003,4,11245,0.0676273011023641
independent,CRC_003,5,9400,0.05653149225097577
independent,CRC_003,6,13829,0.0831674474828451
independent,CRC_003,7,10429,0.06271988645589642
independent,CRC_003,8,11722,0.07049597363467425
independent,CRC_003,9,14222,0.08553094497801887
independent,CRC_003,10,13306,0.08002213147781741
independent,CRC_003,11,2058,0.01237678840984129
independent,CRC_003,12,11968,0.07197541481485936
independent,CRC_003,13,8229,0.04948911167375315
independent,CRC_003,14,11317,0.06806030827705242
independent,CRC_006,0,29078,0.06518342505520125
independent,CRC_006,1,33812,0.07579551440836593
independent,CRC_006,2,40412,0.09059056927336105
independent,CRC_006,3,35894,0.08046268171577803
independent,CRC_006,4,24775,0.055537497618220334
independent,CRC_006,5,16913,0.03791344892903978
independent,CRC_006,6,33284,0.07461191001916632
independent,CRC_006,7,32797,0.07352021430412804
independent,CRC_006,8,24997,0.05603514946367926
independent,CRC_006,9,29971,0.06718524081193468
independent,CRC_006,10,24936,0.05589840728992703
independent,CRC_006,11,21440,0.04806151156143871
independent,CRC_006,12,28879,0.06473733173427185
independent,CRC_006,13,35031,0.07852811620843093
independent,CRC_006,14,33876,0.0759389816070568
