mode,section,cluster,count,section_fraction
joint,CRC_003,0,1252,0.007529513648746986
joint,CRC_003,1,7996,0.04808785234455343
joint,CRC_003,2,2603,0.015654412162690416
joint,CRC_003,3,5836,0.03509763710390368
joint,CRC_003,4,1956,0.01176336157903283
joint,CRC_003,5,4079,0.02453105924380108
joint,CRC_003,6,11347,0.06824072793317255
joint,CRC_003,7,4848,0.029155816429013888
joint,CRC_003,8,6544,0.03935554098833888
joint,CRC_003,9,2319,0.01394643941808647
joint,CRC_003,10,11236,0.06757317520552805
joint,CRC_003,11,8796,0.05289904317442371
joint,CRC_003,12,8228,0.04948309768521581
joint,CRC_003,13,632,0.0038008407555975197
joint,CRC_003,14,8060,0.04847274761094306
joint,CRC_003,15,26174,0.15741013597628084
joint,CRC_003,16,10660,0.06410911780802146
joint,CRC_003,17,5424,0.032619873826520485
joint,CRC_003,18,8377,0.05037918197727915
joint,CRC_003,19,9578,0.057601982210621905
joint,CRC_003,20,8121,0.04883960091172066
joint,CRC_003,21,5092,0.03062322963212432
joint,CRC_003,22,443,0.0026641969220406667
joint,CRC_003,23,6032,0.036276378857221896
joint,CRC_003,24,646,0.0038850365951202497
joint,CRC_006,0,26423,0.05923177798451003
joint,CRC_006,1,15043,0.03372151671729116
joint,CRC_006,2,19623,0.043988388123605955
joint,CRC_006,3,15447,0.03462715340902722
joint,CRC_006,4,23555,0.05280265414317578
joint,CRC_006,5,15443,0.034618186709109044
joint,CRC_006,6,18602,0.041699637969490805
joint,CRC_006,7,22134,0.049617233997242736
joint,CRC_006,8,15830,0.03548571492619285
joint,CRC_006,9,20644,0.04627713827772111
joint,CRC_006,10,17105,0.03834385052511236
joint,CRC_006,11,12841,0.028785348412333697
joint,CRC_006,12,15913,0.03567177394949506
joint,CRC_006,13,24455,0.05482016162476602
joint,CRC_006,14,17415,0.03903876976877123
joint,CRC_006,15,6072,0.013611450475795515
joint,CRC_006,16,15296,0.03428866048711597
joint,CRC_006,17,22017,0.049354958024636006
joint,CRC_006,18,17283,0.03874286867147132
joint,CRC_006,19,14923,0.03345251571974579
joint,CRC_006,20,12921,0.028964682410697273
joint,CRC_006,21,22986,0.05152714107981484
joint,CRC_006,22,15723,0.03524585570338157
joint,CRC_006,23,15103,0.03385601721606384
joint,CRC_006,24,23298,0.05222654367343279
