mode,scope,label,n_obs_labeled,n_label_classes,k,ari,nmi,homogeneity,completeness,v_measure,label_asw,label_asw_scaled,label_rows_in_full_order
joint,combined,Y,7866,12,8,0.2514218087265196,0.4506768967870649,0.4394301096298126,0.4625145066817844,0.4506768967870649,0.0024914017412811,0.5012457008706406,"0,1,2,3,4"
joint,combined,RegionLoupe,7866,9,9,0.3921889777664017,0.5929793818158636,0.6765754639847729,0.5277694257505964,0.5929793818158636,0.1138655170798301,0.5569327585399151,"0,1,2,3,4"
joint,combined,annotations,7866,11,9,0.3830020126445447,0.585543965037044,0.6198520542747953,0.5548345205617978,0.585543965037044,0.0999627262353897,0.5499813631176949,"0,1,2,3,4"
joint,combined,celltype,5046,11,9,0.3883583510058508,0.584720680930246,0.6105522201287892,0.5609862047305171,0.5847206809302459,0.0976425483822822,0.5488212741911411,"0,1,2,3,4"
joint,combined,Y.l1,7866,9,9,0.3921889777664017,0.5929793818158636,0.6765754639847729,0.5277694257505964,0.5929793818158636,0.1138655170798301,0.5569327585399151,"0,1,2,3,4"
joint,combined,Y,7866,12,9,0.2468678903245167,0.445757337273707,0.4523096416732574,0.4393921597139906,0.445757337273707,0.0024914017412811,0.5012457008706406,"0,1,2,3,4"
joint,combined,RegionLoupe,7866,9,10,0.3872994841853378,0.5889345054376819,0.6847193810358059,0.5166594116642358,0.5889345054376818,0.1138655170798301,0.5569327585399151,"0,1,2,3,4"
joint,combined,annotations,7866,11,10,0.3665619954246653,0.5750876439064267,0.6196407596040681,0.5365116387850182,0.5750876439064269,0.0999627262353897,0.5499813631176949,"0,1,2,3,4"
joint,combined,celltype,5046,11,10,0.3732548682112597,0.5762237827294808,0.6126257365730183,0.5439051746759406,0.5762237827294807,0.0976425483822822,0.5488212741911411,"0,1,2,3,4"
joint,combined,Y.l1,7866,9,10,0.3872994841853378,0.5889345054376819,0.6847193810358059,0.5166594116642358,0.5889345054376818,0.1138655170798301,0.5569327585399151,"0,1,2,3,4"
joint,combined,Y,7866,12,10,0.2408142014581498,0.4410794706083942,0.4552362554213418,0.4277766164636137,0.4410794706083943,0.0024914017412811,0.5012457008706406,"0,1,2,3,4"
joint,combined,RegionLoupe,7866,9,11,0.3896825016826999,0.5955896559114146,0.7046997126735018,0.5157370618482147,0.5955896559114147,0.1138655170798301,0.5569327585399151,"0,1,2,3,4"
joint,combined,annotations,7866,11,11,0.3675302523846809,0.5822374025672183,0.637774454275426,0.5355978351379258,0.5822374025672183,0.0999627262353897,0.5499813631176949,"0,1,2,3,4"
joint,combined,celltype,5046,11,11,0.380095970641967,0.5881317822417915,0.6359411038374805,0.547008324804774,0.5881317822417915,0.0976425483822822,0.5488212741911411,"0,1,2,3,4"
joint,combined,Y.l1,7866,9,11,0.3896825016826999,0.5955896559114146,0.7046997126735018,0.5157370618482147,0.5955896559114147,0.1138655170798301,0.5569327585399151,"0,1,2,3,4"
joint,combined,Y,7866,12,11,0.2338911484484924,0.4398642543150959,0.4612424790420839,0.4203799744143798,0.4398642543150958,0.0024914017412811,0.5012457008706406,"0,1,2,3,4"
joint,combined,RegionLoupe,7866,9,12,0.314637635833935,0.5637564307508041,0.6914814496356326,0.47585941878734,0.5637564307508041,0.1138655170798301,0.5569327585399151,"0,1,2,3,4"
