section,cluster,count,fraction
CRC_003_bin20,0,19590,0.11781403544644845
CRC_003_bin20,1,12713,0.07645583627517606
CRC_003_bin20,2,14239,0.08563318278315361
CRC_003_bin20,3,16867,0.10143794465927748
CRC_003_bin20,4,20483,0.12318452721029113
CRC_003_bin20,5,17998,0.10823976569500658
CRC_003_bin20,6,14136,0.08501374196380782
CRC_003_bin20,7,28063,0.16877056032331203
CRC_003_bin20,8,11054,0.06647862929173257
CRC_003_bin20,9,11136,0.06697177635179427
CRC_006_bin20,0,68231,0.1529517255293155
CRC_006_bin20,1,53362,0.11962026025846513
CRC_006_bin20,2,56198,0.12597765050045395
CRC_006_bin20,3,28456,0.06378910321792443
CRC_006_bin20,4,47161,0.10571963371030835
CRC_006_bin20,5,61143,0.13706273327430255
CRC_006_bin20,6,44774,0.1003687555341351
CRC_006_bin20,7,40812,0.09148723926517895
CRC_006_bin20,8,27999,0.0627646577522725
CRC_006_bin20,9,17959,0.04025824095764355
