section,cluster,count,fraction
CRC_003_bin20,0,12896,0.07755639617750888
CRC_003_bin20,1,12139,0.07300380685474414
CRC_003_bin20,2,11915,0.07165667342238045
CRC_003_bin20,3,13026,0.07833821468736281
CRC_003_bin20,4,14331,0.08618646972858869
CRC_003_bin20,5,16186,0.09734241846535041
CRC_003_bin20,6,9099,0.05472128170123708
CRC_003_bin20,7,2166,0.013026299171873779
CRC_003_bin20,8,14342,0.08625262360249941
CRC_003_bin20,9,7357,0.044244913669194544
CRC_003_bin20,10,16527,0.0993931885565826
CRC_003_bin20,11,9839,0.059171633218867085
CRC_003_bin20,12,9533,0.0573313527264417
CRC_003_bin20,13,5143,0.030929943047528552
CRC_003_bin20,14,11780,0.07084478496983984
CRC_006_bin20,0,25123,0.05631760051110189
CRC_006_bin20,1,36352,0.0814893688564095
CRC_006_bin20,2,33338,0.07473296046806173
CRC_006_bin20,3,36129,0.08098947533597103
CRC_006_bin20,4,20830,0.04669408982391643
CRC_006_bin20,5,32033,0.07180757461975588
CRC_006_bin20,6,32357,0.07253387731312837
CRC_006_bin20,7,41101,0.09213508333426737
CRC_006_bin20,8,35751,0.08014212219370313
CRC_006_bin20,9,17059,0.03824073347605331
CRC_006_bin20,10,29937,0.06710902386263015
CRC_006_bin20,11,26599,0.05962631278090989
CRC_006_bin20,12,24292,0.05445476860310024
CRC_006_bin20,13,30016,0.06728611618601418
CRC_006_bin20,14,25178,0.056440892634976855
