mode,section,cluster,count,section_fraction
joint,CRC_003,0,19089,0.11480102718924218
joint,CRC_003,1,20912,0.12576452829280907
joint,CRC_003,2,2359,0.014186998959579982
joint,CRC_003,3,15563,0.09359570360658892
joint,CRC_003,4,8675,0.05217135056140583
joint,CRC_003,5,49375,0.2969406840310562
joint,CRC_003,6,3377,0.020309239290589913
joint,CRC_003,7,17127,0.10300158167898532
joint,CRC_003,8,28353,0.17051461699914
joint,CRC_003,9,1449,0.008714269390602542
joint,CRC_006,0,60413,0.13542631053923493
joint,CRC_006,1,42385,0.09501339400800278
joint,CRC_006,2,58996,0.13224985709322004
joint,CRC_006,3,49257,0.11041818446743407
joint,CRC_006,4,30698,0.06881493852206369
joint,CRC_006,5,24543,0.05501742902296596
joint,CRC_006,6,64506,0.14460148623051144
joint,CRC_006,7,32178,0.07213261749178987
joint,CRC_006,8,64792,0.14524260527466124
joint,CRC_006,9,18327,0.041083177350116004
