mode,section,cluster,count,section_fraction
independent,Mouse_Spleen1,0,347,0.1351246105919003
independent,Mouse_Spleen1,1,682,0.26557632398753894
independent,Mouse_Spleen1,2,540,0.2102803738317757
independent,Mouse_Spleen1,3,409,0.15926791277258567
independent,Mouse_Spleen1,4,590,0.22975077881619937
independent,Mouse_Spleen2,0,495,0.17882947976878613
independent,Mouse_Spleen2,1,729,0.2633670520231214
independent,Mouse_Spleen2,2,596,0.2153179190751445
independent,Mouse_Spleen2,3,620,0.2239884393063584
independent,Mouse_Spleen2,4,328,0.11849710982658959
