mode,section,cluster,count,section_fraction
joint,CRC_003,0,33822,0.20340512030984068
joint,CRC_003,1,31150,0.18733574293807395
joint,CRC_003,2,15004,0.09023388401421707
joint,CRC_003,3,3215,0.019334973147541182
joint,CRC_003,4,16384,0.0985331881957433
joint,CRC_003,5,44163,0.26559577577445137
joint,CRC_003,6,17672,0.10627920543183444
joint,CRC_003,7,4869,0.02928211018829798
joint,CRC_006,0,29308,0.06569901030049653
joint,CRC_006,1,63327,0.1419585514296282
joint,CRC_006,2,56167,0.12590815857608806
joint,CRC_006,3,70463,0.15795514408365932
joint,CRC_006,4,66983,0.1501541151548437
joint,CRC_006,5,39029,0.08749033277665072
joint,CRC_006,6,49499,0.11096066981248388
joint,CRC_006,7,71319,0.15987401786614958
