sample_order,section,obs_name,section_n_total,section_n_sampled,sampling_seed
5611,Mouse_Thymus3,21_51,4646,2607,0
5612,Mouse_Thymus3,21_52,4646,2607,0
5613,Mouse_Thymus3,21_53,4646,2607,0
5614,Mouse_Thymus3,21_54,4646,2607,0
5615,Mouse_Thymus3,21_56,4646,2607,0
5616,Mouse_Thymus3,21_57,4646,2607,0
5617,Mouse_Thymus3,21_58,4646,2607,0
5618,Mouse_Thymus3,21_59,4646,2607,0
5619,Mouse_Thymus3,21_60,4646,2607,0
5620,Mouse_Thymus3,22_36,4646,2607,0
5621,Mouse_Thymus3,22_37,4646,2607,0
5622,Mouse_Thymus3,22_38,4646,2607,0
5623,Mouse_Thymus3,22_42,4646,2607,0
5624,Mouse_Thymus3,22_43,4646,2607,0
5625,Mouse_Thymus3,22_44,4646,2607,0
5626,Mouse_Thymus3,22_46,4646,2607,0
5627,Mouse_Thymus3,22_47,4646,2607,0
5628,Mouse_Thymus3,22_48,4646,2607,0
5629,Mouse_Thymus3,22_49,4646,2607,0
5630,Mouse_Thymus3,22_51,4646,2607,0
5631,Mouse_Thymus3,22_52,4646,2607,0
5632,Mouse_Thymus3,22_53,4646,2607,0
5633,Mouse_Thymus3,22_56,4646,2607,0
5634,Mouse_Thymus3,22_60,4646,2607,0
5635,Mouse_Thymus3,23_42,4646,2607,0
5636,Mouse_Thymus3,23_43,4646,2607,0
5637,Mouse_Thymus3,23_44,4646,2607,0
5638,Mouse_Thymus3,23_49,4646,2607,0
5639,Mouse_Thymus3,23_53,4646,2607,0
5640,Mouse_Thymus3,23_55,4646,2607,0
5641,Mouse_Thymus3,23_56,4646,2607,0
5642,Mouse_Thymus3,23_58,4646,2607,0
5643,Mouse_Thymus3,24_36,4646,2607,0
5644,Mouse_Thymus3,24_37,4646,2607,0
5645,Mouse_Thymus3,24_38,4646,2607,0
5646,Mouse_Thymus3,24_39,4646,2607,0
5647,Mouse_Thymus3,24_40,4646,2607,0
5648,Mouse_Thymus3,24_43,4646,2607,0
5649,Mouse_Thymus3,24_44,4646,2607,0
5650,Mouse_Thymus3,24_49,4646,2607,0
5651,Mouse_Thymus3,24_50,4646,2607,0
5652,Mouse_Thymus3,24_51,4646,2607,0
5653,Mouse_Thymus3,24_52,4646,2607,0
5654,Mouse_Thymus3,24_54,4646,2607,0
5655,Mouse_Thymus3,24_55,4646,2607,0
5656,Mouse_Thymus3,24_57,4646,2607,0
5657,Mouse_Thymus3,24_58,4646,2607,0
5658,Mouse_Thymus3,24_59,4646,2607,0
5659,Mouse_Thymus3,25_34,4646,2607,0
5660,Mouse_Thymus3,25_35,4646,2607,0
5661,Mouse_Thymus3,25_39,4646,2607,0
5662,Mouse_Thymus3,25_43,4646,2607,0
5663,Mouse_Thymus3,25_44,4646,2607,0
5664,Mouse_Thymus3,25_45,4646,2607,0
5665,Mouse_Thymus3,25_46,4646,2607,0
5666,Mouse_Thymus3,25_47,4646,2607,0
5667,Mouse_Thymus3,25_50,4646,2607,0
5668,Mouse_Thymus3,25_51,4646,2607,0
5669,Mouse_Thymus3,25_52,4646,2607,0
5670,Mouse_Thymus3,25_53,4646,2607,0
5671,Mouse_Thymus3,25_55,4646,2607,0
5672,Mouse_Thymus3,25_56,4646,2607,0
5673,Mouse_Thymus3,25_57,4646,2607,0
5674,Mouse_Thymus3,25_58,4646,2607,0
5675,Mouse_Thymus3,25_60,4646,2607,0
5676,Mouse_Thymus3,26_30,4646,2607,0
5677,Mouse_Thymus3,26_31,4646,2607,0
5678,Mouse_Thymus3,26_32,4646,2607,0
5679,Mouse_Thymus3,26_33,4646,2607,0
5680,Mouse_Thymus3,26_35,4646,2607,0
5681,Mouse_Thymus3,26_36,4646,2607,0
5682,Mouse_Thymus3,26_38,4646,2607,0
5683,Mouse_Thymus3,26_39,4646,2607,0
5684,Mouse_Thymus3,26_40,4646,2607,0
5685,Mouse_Thymus3,26_42,4646,2607,0
5686,Mouse_Thymus3,26_44,4646,2607,0
5687,Mouse_Thymus3,26_46,4646,2607,0
5688,Mouse_Thymus3,26_47,4646,2607,0
5689,Mouse_Thymus3,26_53,4646,2607,0
5690,Mouse_Thymus3,26_54,4646,2607,0
5691,Mouse_Thymus3,26_56,4646,2607,0
5692,Mouse_Thymus3,26_57,4646,2607,0
5693,Mouse_Thymus3,26_60,4646,2607,0
5694,Mouse_Thymus3,27_29,4646,2607,0
5695,Mouse_Thymus3,27_32,4646,2607,0
5696,Mouse_Thymus3,27_33,4646,2607,0
5697,Mouse_Thymus3,27_38,4646,2607,0
5698,Mouse_Thymus3,27_41,4646,2607,0
5699,Mouse_Thymus3,27_44,4646,2607,0
5700,Mouse_Thymus3,27_45,4646,2607,0
5701,Mouse_Thymus3,27_46,4646,2607,0
5702,Mouse_Thymus3,27_47,4646,2607,0
5703,Mouse_Thymus3,27_49,4646,2607,0
5704,Mouse_Thymus3,27_52,4646,2607,0
5705,Mouse_Thymus3,27_57,4646,2607,0
5706,Mouse_Thymus3,27_58,4646,2607,0
5707,Mouse_Thymus3,27_59,4646,2607,0
5708,Mouse_Thymus3,27_60,4646,2607,0
5709,Mouse_Thymus3,28_29,4646,2607,0
5710,Mouse_Thymus3,28_30,4646,2607,0
5711,Mouse_Thymus3,28_33,4646,2607,0
5712,Mouse_Thymus3,28_34,4646,2607,0
5713,Mouse_Thymus3,28_36,4646,2607,0
5714,Mouse_Thymus3,28_37,4646,2607,0
5715,Mouse_Thymus3,28_39,4646,2607,0
5716,Mouse_Thymus3,28_40,4646,2607,0
5717,Mouse_Thymus3,28_46,4646,2607,0
5718,Mouse_Thymus3,28_48,4646,2607,0
5719,Mouse_Thymus3,28_51,4646,2607,0
5720,Mouse_Thymus3,28_52,4646,2607,0
5721,Mouse_Thymus3,28_53,4646,2607,0
5722,Mouse_Thymus3,28_54,4646,2607,0
5723,Mouse_Thymus3,28_55,4646,2607,0
5724,Mouse_Thymus3,28_56,4646,2607,0
5725,Mouse_Thymus3,28_57,4646,2607,0
5726,Mouse_Thymus3,28_58,4646,2607,0
5727,Mouse_Thymus3,28_60,4646,2607,0
5728,Mouse_Thymus3,29_27,4646,2607,0
5729,Mouse_Thymus3,29_28,4646,2607,0
5730,Mouse_Thymus3,29_30,4646,2607,0
5731,Mouse_Thymus3,29_31,4646,2607,0
5732,Mouse_Thymus3,29_32,4646,2607,0
5733,Mouse_Thymus3,29_33,4646,2607,0
5734,Mouse_Thymus3,29_34,4646,2607,0
5735,Mouse_Thymus3,29_35,4646,2607,0
5736,Mouse_Thymus3,29_36,4646,2607,0
5737,Mouse_Thymus3,29_38,4646,2607,0
5738,Mouse_Thymus3,29_39,4646,2607,0
5739,Mouse_Thymus3,29_40,4646,2607,0
5740,Mouse_Thymus3,29_48,4646,2607,0
5741,Mouse_Thymus3,29_49,4646,2607,0
5742,Mouse_Thymus3,29_50,4646,2607,0
5743,Mouse_Thymus3,29_54,4646,2607,0
5744,Mouse_Thymus3,29_55,4646,2607,0
5745,Mouse_Thymus3,29_56,4646,2607,0
5746,Mouse_Thymus3,29_58,4646,2607,0
5747,Mouse_Thymus3,2_46,4646,2607,0
5748,Mouse_Thymus3,2_47,4646,2607,0
5749,Mouse_Thymus3,2_48,4646,2607,0
5750,Mouse_Thymus3,2_49,4646,2607,0
5751,Mouse_Thymus3,2_50,4646,2607,0
5752,Mouse_Thymus3,2_51,4646,2607,0
5753,Mouse_Thymus3,30_26,4646,2607,0
5754,Mouse_Thymus3,30_27,4646,2607,0
5755,Mouse_Thymus3,30_29,4646,2607,0
5756,Mouse_Thymus3,30_32,4646,2607,0
5757,Mouse_Thymus3,30_33,4646,2607,0
5758,Mouse_Thymus3,30_35,4646,2607,0
5759,Mouse_Thymus3,30_36,4646,2607,0
5760,Mouse_Thymus3,30_38,4646,2607,0
5761,Mouse_Thymus3,30_39,4646,2607,0
5762,Mouse_Thymus3,30_41,4646,2607,0
5763,Mouse_Thymus3,30_42,4646,2607,0
5764,Mouse_Thymus3,30_43,4646,2607,0
5765,Mouse_Thymus3,30_44,4646,2607,0
5766,Mouse_Thymus3,30_47,4646,2607,0
5767,Mouse_Thymus3,30_53,4646,2607,0
5768,Mouse_Thymus3,30_54,4646,2607,0
5769,Mouse_Thymus3,30_59,4646,2607,0
5770,Mouse_Thymus3,30_60,4646,2607,0
5771,Mouse_Thymus3,31_25,4646,2607,0
5772,Mouse_Thymus3,31_27,4646,2607,0
5773,Mouse_Thymus3,31_28,4646,2607,0
5774,Mouse_Thymus3,31_29,4646,2607,0
5775,Mouse_Thymus3,31_32,4646,2607,0
5776,Mouse_Thymus3,31_34,4646,2607,0
5777,Mouse_Thymus3,31_37,4646,2607,0
5778,Mouse_Thymus3,31_38,4646,2607,0
5779,Mouse_Thymus3,31_39,4646,2607,0
5780,Mouse_Thymus3,31_40,4646,2607,0
5781,Mouse_Thymus3,31_41,4646,2607,0
5782,Mouse_Thymus3,31_42,4646,2607,0
5783,Mouse_Thymus3,31_43,4646,2607,0
5784,Mouse_Thymus3,31_45,4646,2607,0
5785,Mouse_Thymus3,31_46,4646,2607,0
5786,Mouse_Thymus3,31_47,4646,2607,0
5787,Mouse_Thymus3,31_48,4646,2607,0
5788,Mouse_Thymus3,31_50,4646,2607,0
5789,Mouse_Thymus3,31_51,4646,2607,0
5790,Mouse_Thymus3,31_52,4646,2607,0
5791,Mouse_Thymus3,31_53,4646,2607,0
5792,Mouse_Thymus3,31_57,4646,2607,0
5793,Mouse_Thymus3,31_58,4646,2607,0
5794,Mouse_Thymus3,31_59,4646,2607,0
5795,Mouse_Thymus3,32_24,4646,2607,0
5796,Mouse_Thymus3,32_26,4646,2607,0
5797,Mouse_Thymus3,32_28,4646,2607,0
5798,Mouse_Thymus3,32_30,4646,2607,0
5799,Mouse_Thymus3,32_33,4646,2607,0
5800,Mouse_Thymus3,32_36,4646,2607,0
5801,Mouse_Thymus3,32_39,4646,2607,0
5802,Mouse_Thymus3,32_48,4646,2607,0
5803,Mouse_Thymus3,32_51,4646,2607,0
5804,Mouse_Thymus3,32_56,4646,2607,0
5805,Mouse_Thymus3,32_57,4646,2607,0
5806,Mouse_Thymus3,32_58,4646,2607,0
5807,Mouse_Thymus3,32_60,4646,2607,0
5808,Mouse_Thymus3,33_24,4646,2607,0
5809,Mouse_Thymus3,33_26,4646,2607,0
5810,Mouse_Thymus3,33_28,4646,2607,0
5811,Mouse_Thymus3,33_30,4646,2607,0
5812,Mouse_Thymus3,33_31,4646,2607,0
5813,Mouse_Thymus3,33_34,4646,2607,0
5814,Mouse_Thymus3,33_35,4646,2607,0
5815,Mouse_Thymus3,33_36,4646,2607,0
5816,Mouse_Thymus3,33_37,4646,2607,0
5817,Mouse_Thymus3,33_39,4646,2607,0
5818,Mouse_Thymus3,33_40,4646,2607,0
5819,Mouse_Thymus3,33_42,4646,2607,0
5820,Mouse_Thymus3,33_43,4646,2607,0
5821,Mouse_Thymus3,33_46,4646,2607,0
5822,Mouse_Thymus3,33_49,4646,2607,0
5823,Mouse_Thymus3,33_50,4646,2607,0
5824,Mouse_Thymus3,33_53,4646,2607,0
5825,Mouse_Thymus3,33_54,4646,2607,0
5826,Mouse_Thymus3,33_55,4646,2607,0
5827,Mouse_Thymus3,33_56,4646,2607,0
5828,Mouse_Thymus3,33_59,4646,2607,0
5829,Mouse_Thymus3,33_60,4646,2607,0
5830,Mouse_Thymus3,34_24,4646,2607,0
5831,Mouse_Thymus3,34_27,4646,2607,0
5832,Mouse_Thymus3,34_28,4646,2607,0
5833,Mouse_Thymus3,34_29,4646,2607,0
5834,Mouse_Thymus3,34_31,4646,2607,0
5835,Mouse_Thymus3,34_32,4646,2607,0
5836,Mouse_Thymus3,34_33,4646,2607,0
5837,Mouse_Thymus3,34_34,4646,2607,0
5838,Mouse_Thymus3,34_35,4646,2607,0
5839,Mouse_Thymus3,34_36,4646,2607,0
5840,Mouse_Thymus3,34_37,4646,2607,0
5841,Mouse_Thymus3,34_40,4646,2607,0
5842,Mouse_Thymus3,34_41,4646,2607,0
5843,Mouse_Thymus3,34_42,4646,2607,0
5844,Mouse_Thymus3,34_44,4646,2607,0
5845,Mouse_Thymus3,34_46,4646,2607,0
5846,Mouse_Thymus3,34_47,4646,2607,0
5847,Mouse_Thymus3,34_48,4646,2607,0
5848,Mouse_Thymus3,34_49,4646,2607,0
5849,Mouse_Thymus3,34_54,4646,2607,0
5850,Mouse_Thymus3,34_55,4646,2607,0
5851,Mouse_Thymus3,34_57,4646,2607,0
5852,Mouse_Thymus3,34_58,4646,2607,0
5853,Mouse_Thymus3,35_23,4646,2607,0
5854,Mouse_Thymus3,35_24,4646,2607,0
5855,Mouse_Thymus3,35_25,4646,2607,0
5856,Mouse_Thymus3,35_26,4646,2607,0
5857,Mouse_Thymus3,35_27,4646,2607,0
5858,Mouse_Thymus3,35_28,4646,2607,0
5859,Mouse_Thymus3,35_29,4646,2607,0
5860,Mouse_Thymus3,35_31,4646,2607,0
5861,Mouse_Thymus3,35_32,4646,2607,0
5862,Mouse_Thymus3,35_33,4646,2607,0
5863,Mouse_Thymus3,35_34,4646,2607,0
5864,Mouse_Thymus3,35_42,4646,2607,0
5865,Mouse_Thymus3,35_46,4646,2607,0
5866,Mouse_Thymus3,35_56,4646,2607,0
5867,Mouse_Thymus3,35_58,4646,2607,0
5868,Mouse_Thymus3,35_59,4646,2607,0
5869,Mouse_Thymus3,36_22,4646,2607,0
5870,Mouse_Thymus3,36_23,4646,2607,0
5871,Mouse_Thymus3,36_24,4646,2607,0
5872,Mouse_Thymus3,36_27,4646,2607,0
5873,Mouse_Thymus3,36_28,4646,2607,0
5874,Mouse_Thymus3,36_31,4646,2607,0
5875,Mouse_Thymus3,36_36,4646,2607,0
5876,Mouse_Thymus3,36_37,4646,2607,0
5877,Mouse_Thymus3,36_38,4646,2607,0
5878,Mouse_Thymus3,36_41,4646,2607,0
5879,Mouse_Thymus3,36_42,4646,2607,0
5880,Mouse_Thymus3,36_43,4646,2607,0
5881,Mouse_Thymus3,36_45,4646,2607,0
5882,Mouse_Thymus3,36_46,4646,2607,0
5883,Mouse_Thymus3,36_47,4646,2607,0
5884,Mouse_Thymus3,36_53,4646,2607,0
5885,Mouse_Thymus3,36_58,4646,2607,0
5886,Mouse_Thymus3,37_28,4646,2607,0
5887,Mouse_Thymus3,37_29,4646,2607,0
5888,Mouse_Thymus3,37_30,4646,2607,0
5889,Mouse_Thymus3,37_32,4646,2607,0
5890,Mouse_Thymus3,37_33,4646,2607,0
5891,Mouse_Thymus3,37_34,4646,2607,0
5892,Mouse_Thymus3,37_35,4646,2607,0
5893,Mouse_Thymus3,37_37,4646,2607,0
5894,Mouse_Thymus3,37_38,4646,2607,0
5895,Mouse_Thymus3,37_39,4646,2607,0
5896,Mouse_Thymus3,37_40,4646,2607,0
5897,Mouse_Thymus3,37_42,4646,2607,0
5898,Mouse_Thymus3,37_43,4646,2607,0
5899,Mouse_Thymus3,37_46,4646,2607,0
5900,Mouse_Thymus3,37_47,4646,2607,0
5901,Mouse_Thymus3,37_48,4646,2607,0
5902,Mouse_Thymus3,37_49,4646,2607,0
5903,Mouse_Thymus3,37_51,4646,2607,0
5904,Mouse_Thymus3,37_56,4646,2607,0
5905,Mouse_Thymus3,37_57,4646,2607,0
5906,Mouse_Thymus3,38_19,4646,2607,0
5907,Mouse_Thymus3,38_22,4646,2607,0
5908,Mouse_Thymus3,38_26,4646,2607,0
5909,Mouse_Thymus3,38_28,4646,2607,0
5910,Mouse_Thymus3,38_30,4646,2607,0
5911,Mouse_Thymus3,38_31,4646,2607,0
5912,Mouse_Thymus3,38_32,4646,2607,0
5913,Mouse_Thymus3,38_33,4646,2607,0
5914,Mouse_Thymus3,38_34,4646,2607,0
5915,Mouse_Thymus3,38_35,4646,2607,0
5916,Mouse_Thymus3,38_36,4646,2607,0
5917,Mouse_Thymus3,38_37,4646,2607,0
5918,Mouse_Thymus3,38_39,4646,2607,0
5919,Mouse_Thymus3,38_40,4646,2607,0
5920,Mouse_Thymus3,38_41,4646,2607,0
5921,Mouse_Thymus3,38_42,4646,2607,0
5922,Mouse_Thymus3,38_43,4646,2607,0
5923,Mouse_Thymus3,38_48,4646,2607,0
5924,Mouse_Thymus3,38_50,4646,2607,0
5925,Mouse_Thymus3,38_51,4646,2607,0
5926,Mouse_Thymus3,38_52,4646,2607,0
5927,Mouse_Thymus3,38_53,4646,2607,0
5928,Mouse_Thymus3,38_54,4646,2607,0
5929,Mouse_Thymus3,38_55,4646,2607,0
5930,Mouse_Thymus3,38_56,4646,2607,0
5931,Mouse_Thymus3,39_20,4646,2607,0
5932,Mouse_Thymus3,39_21,4646,2607,0
5933,Mouse_Thymus3,39_22,4646,2607,0
5934,Mouse_Thymus3,39_24,4646,2607,0
5935,Mouse_Thymus3,39_25,4646,2607,0
5936,Mouse_Thymus3,39_26,4646,2607,0
5937,Mouse_Thymus3,39_28,4646,2607,0
5938,Mouse_Thymus3,39_30,4646,2607,0
5939,Mouse_Thymus3,39_31,4646,2607,0
5940,Mouse_Thymus3,39_32,4646,2607,0
5941,Mouse_Thymus3,39_34,4646,2607,0
5942,Mouse_Thymus3,39_37,4646,2607,0
5943,Mouse_Thymus3,39_38,4646,2607,0
5944,Mouse_Thymus3,39_39,4646,2607,0
5945,Mouse_Thymus3,39_40,4646,2607,0
5946,Mouse_Thymus3,39_42,4646,2607,0
5947,Mouse_Thymus3,39_46,4646,2607,0
5948,Mouse_Thymus3,39_48,4646,2607,0
5949,Mouse_Thymus3,39_50,4646,2607,0
5950,Mouse_Thymus3,39_52,4646,2607,0
5951,Mouse_Thymus3,39_54,4646,2607,0
5952,Mouse_Thymus3,39_55,4646,2607,0
5953,Mouse_Thymus3,3_46,4646,2607,0
5954,Mouse_Thymus3,3_47,4646,2607,0
5955,Mouse_Thymus3,3_48,4646,2607,0
5956,Mouse_Thymus3,3_49,4646,2607,0
5957,Mouse_Thymus3,40_19,4646,2607,0
5958,Mouse_Thymus3,40_21,4646,2607,0
5959,Mouse_Thymus3,40_22,4646,2607,0
5960,Mouse_Thymus3,40_25,4646,2607,0
5961,Mouse_Thymus3,40_28,4646,2607,0
5962,Mouse_Thymus3,40_29,4646,2607,0
5963,Mouse_Thymus3,40_30,4646,2607,0
5964,Mouse_Thymus3,40_32,4646,2607,0
5965,Mouse_Thymus3,40_36,4646,2607,0
5966,Mouse_Thymus3,40_37,4646,2607,0
5967,Mouse_Thymus3,40_42,4646,2607,0
5968,Mouse_Thymus3,40_43,4646,2607,0
5969,Mouse_Thymus3,40_44,4646,2607,0
5970,Mouse_Thymus3,40_45,4646,2607,0
5971,Mouse_Thymus3,40_49,4646,2607,0
5972,Mouse_Thymus3,40_50,4646,2607,0
5973,Mouse_Thymus3,40_51,4646,2607,0
5974,Mouse_Thymus3,40_52,4646,2607,0
5975,Mouse_Thymus3,40_53,4646,2607,0
5976,Mouse_Thymus3,40_54,4646,2607,0
5977,Mouse_Thymus3,40_56,4646,2607,0
5978,Mouse_Thymus3,41_18,4646,2607,0
5979,Mouse_Thymus3,41_19,4646,2607,0
5980,Mouse_Thymus3,41_21,4646,2607,0
5981,Mouse_Thymus3,41_22,4646,2607,0
5982,Mouse_Thymus3,41_26,4646,2607,0
5983,Mouse_Thymus3,41_27,4646,2607,0
5984,Mouse_Thymus3,41_28,4646,2607,0
5985,Mouse_Thymus3,41_30,4646,2607,0
5986,Mouse_Thymus3,41_31,4646,2607,0
5987,Mouse_Thymus3,41_32,4646,2607,0
5988,Mouse_Thymus3,41_34,4646,2607,0
5989,Mouse_Thymus3,41_35,4646,2607,0
5990,Mouse_Thymus3,41_36,4646,2607,0
5991,Mouse_Thymus3,41_40,4646,2607,0
5992,Mouse_Thymus3,41_47,4646,2607,0
5993,Mouse_Thymus3,41_53,4646,2607,0
5994,Mouse_Thymus3,41_54,4646,2607,0
5995,Mouse_Thymus3,42_19,4646,2607,0
5996,Mouse_Thymus3,42_20,4646,2607,0
5997,Mouse_Thymus3,42_23,4646,2607,0
5998,Mouse_Thymus3,42_25,4646,2607,0
5999,Mouse_Thymus3,42_28,4646,2607,0
6000,Mouse_Thymus3,42_29,4646,2607,0
6001,Mouse_Thymus3,42_30,4646,2607,0
6002,Mouse_Thymus3,42_31,4646,2607,0
6003,Mouse_Thymus3,42_32,4646,2607,0
6004,Mouse_Thymus3,42_33,4646,2607,0
6005,Mouse_Thymus3,42_34,4646,2607,0
6006,Mouse_Thymus3,42_35,4646,2607,0
6007,Mouse_Thymus3,42_36,4646,2607,0
6008,Mouse_Thymus3,42_37,4646,2607,0
6009,Mouse_Thymus3,42_38,4646,2607,0
6010,Mouse_Thymus3,42_40,4646,2607,0
6011,Mouse_Thymus3,42_41,4646,2607,0
6012,Mouse_Thymus3,42_42,4646,2607,0
6013,Mouse_Thymus3,42_44,4646,2607,0
6014,Mouse_Thymus3,42_45,4646,2607,0
6015,Mouse_Thymus3,42_46,4646,2607,0
6016,Mouse_Thymus3,42_47,4646,2607,0
6017,Mouse_Thymus3,42_48,4646,2607,0
6018,Mouse_Thymus3,42_49,4646,2607,0
6019,Mouse_Thymus3,42_50,4646,2607,0
6020,Mouse_Thymus3,42_55,4646,2607,0
6021,Mouse_Thymus3,43_20,4646,2607,0
6022,Mouse_Thymus3,43_21,4646,2607,0
6023,Mouse_Thymus3,43_22,4646,2607,0
6024,Mouse_Thymus3,43_24,4646,2607,0
6025,Mouse_Thymus3,43_28,4646,2607,0
6026,Mouse_Thymus3,43_29,4646,2607,0
6027,Mouse_Thymus3,43_30,4646,2607,0
6028,Mouse_Thymus3,43_31,4646,2607,0
6029,Mouse_Thymus3,43_33,4646,2607,0
6030,Mouse_Thymus3,43_34,4646,2607,0
6031,Mouse_Thymus3,43_35,4646,2607,0
6032,Mouse_Thymus3,43_37,4646,2607,0
6033,Mouse_Thymus3,43_39,4646,2607,0
6034,Mouse_Thymus3,43_42,4646,2607,0
6035,Mouse_Thymus3,43_44,4646,2607,0
6036,Mouse_Thymus3,43_45,4646,2607,0
6037,Mouse_Thymus3,43_46,4646,2607,0
6038,Mouse_Thymus3,43_47,4646,2607,0
6039,Mouse_Thymus3,43_48,4646,2607,0
6040,Mouse_Thymus3,43_49,4646,2607,0
6041,Mouse_Thymus3,43_50,4646,2607,0
6042,Mouse_Thymus3,43_51,4646,2607,0
6043,Mouse_Thymus3,44_18,4646,2607,0
6044,Mouse_Thymus3,44_20,4646,2607,0
6045,Mouse_Thymus3,44_22,4646,2607,0
6046,Mouse_Thymus3,44_23,4646,2607,0
6047,Mouse_Thymus3,44_25,4646,2607,0
6048,Mouse_Thymus3,44_27,4646,2607,0
6049,Mouse_Thymus3,44_28,4646,2607,0
6050,Mouse_Thymus3,44_29,4646,2607,0
6051,Mouse_Thymus3,44_31,4646,2607,0
6052,Mouse_Thymus3,44_32,4646,2607,0
6053,Mouse_Thymus3,44_34,4646,2607,0
6054,Mouse_Thymus3,44_36,4646,2607,0
6055,Mouse_Thymus3,44_38,4646,2607,0
6056,Mouse_Thymus3,44_42,4646,2607,0
6057,Mouse_Thymus3,44_43,4646,2607,0
6058,Mouse_Thymus3,44_44,4646,2607,0
6059,Mouse_Thymus3,44_47,4646,2607,0
6060,Mouse_Thymus3,44_49,4646,2607,0
6061,Mouse_Thymus3,44_50,4646,2607,0
6062,Mouse_Thymus3,44_51,4646,2607,0
6063,Mouse_Thymus3,45_21,4646,2607,0
6064,Mouse_Thymus3,45_25,4646,2607,0
6065,Mouse_Thymus3,45_26,4646,2607,0
6066,Mouse_Thymus3,45_28,4646,2607,0
6067,Mouse_Thymus3,45_29,4646,2607,0
6068,Mouse_Thymus3,45_30,4646,2607,0
6069,Mouse_Thymus3,45_31,4646,2607,0
6070,Mouse_Thymus3,45_32,4646,2607,0
6071,Mouse_Thymus3,45_36,4646,2607,0
6072,Mouse_Thymus3,45_37,4646,2607,0
6073,Mouse_Thymus3,45_38,4646,2607,0
6074,Mouse_Thymus3,45_39,4646,2607,0
6075,Mouse_Thymus3,45_41,4646,2607,0
6076,Mouse_Thymus3,45_44,4646,2607,0
6077,Mouse_Thymus3,45_46,4646,2607,0
6078,Mouse_Thymus3,45_49,4646,2607,0
6079,Mouse_Thymus3,45_51,4646,2607,0
6080,Mouse_Thymus3,46_16,4646,2607,0
6081,Mouse_Thymus3,46_18,4646,2607,0
6082,Mouse_Thymus3,46_19,4646,2607,0
6083,Mouse_Thymus3,46_22,4646,2607,0
6084,Mouse_Thymus3,46_25,4646,2607,0
6085,Mouse_Thymus3,46_26,4646,2607,0
6086,Mouse_Thymus3,46_27,4646,2607,0
6087,Mouse_Thymus3,46_28,4646,2607,0
6088,Mouse_Thymus3,46_29,4646,2607,0
6089,Mouse_Thymus3,46_30,4646,2607,0
6090,Mouse_Thymus3,46_33,4646,2607,0
6091,Mouse_Thymus3,46_34,4646,2607,0
6092,Mouse_Thymus3,46_36,4646,2607,0
6093,Mouse_Thymus3,46_38,4646,2607,0
6094,Mouse_Thymus3,46_39,4646,2607,0
6095,Mouse_Thymus3,46_40,4646,2607,0
6096,Mouse_Thymus3,46_44,4646,2607,0
6097,Mouse_Thymus3,46_45,4646,2607,0
6098,Mouse_Thymus3,46_46,4646,2607,0
6099,Mouse_Thymus3,46_48,4646,2607,0
6100,Mouse_Thymus3,46_49,4646,2607,0
6101,Mouse_Thymus3,47_16,4646,2607,0
6102,Mouse_Thymus3,47_17,4646,2607,0
6103,Mouse_Thymus3,47_18,4646,2607,0
6104,Mouse_Thymus3,47_22,4646,2607,0
6105,Mouse_Thymus3,47_23,4646,2607,0
6106,Mouse_Thymus3,47_24,4646,2607,0
6107,Mouse_Thymus3,47_27,4646,2607,0
6108,Mouse_Thymus3,47_29,4646,2607,0
6109,Mouse_Thymus3,47_33,4646,2607,0
6110,Mouse_Thymus3,47_35,4646,2607,0
6111,Mouse_Thymus3,47_36,4646,2607,0
6112,Mouse_Thymus3,47_38,4646,2607,0
6113,Mouse_Thymus3,47_39,4646,2607,0
6114,Mouse_Thymus3,47_42,4646,2607,0
6115,Mouse_Thymus3,47_43,4646,2607,0
6116,Mouse_Thymus3,47_46,4646,2607,0
6117,Mouse_Thymus3,47_47,4646,2607,0
6118,Mouse_Thymus3,47_48,4646,2607,0
6119,Mouse_Thymus3,48_18,4646,2607,0
6120,Mouse_Thymus3,48_19,4646,2607,0
6121,Mouse_Thymus3,48_21,4646,2607,0
6122,Mouse_Thymus3,48_22,4646,2607,0
6123,Mouse_Thymus3,48_23,4646,2607,0
6124,Mouse_Thymus3,48_24,4646,2607,0
6125,Mouse_Thymus3,48_25,4646,2607,0
6126,Mouse_Thymus3,48_27,4646,2607,0
6127,Mouse_Thymus3,48_28,4646,2607,0
6128,Mouse_Thymus3,48_29,4646,2607,0
6129,Mouse_Thymus3,48_30,4646,2607,0
6130,Mouse_Thymus3,48_32,4646,2607,0
6131,Mouse_Thymus3,48_33,4646,2607,0
6132,Mouse_Thymus3,48_34,4646,2607,0
6133,Mouse_Thymus3,48_35,4646,2607,0
6134,Mouse_Thymus3,48_37,4646,2607,0
6135,Mouse_Thymus3,48_38,4646,2607,0
6136,Mouse_Thymus3,48_40,4646,2607,0
6137,Mouse_Thymus3,48_42,4646,2607,0
6138,Mouse_Thymus3,48_43,4646,2607,0
6139,Mouse_Thymus3,48_44,4646,2607,0
6140,Mouse_Thymus3,49_15,4646,2607,0
6141,Mouse_Thymus3,49_16,4646,2607,0
6142,Mouse_Thymus3,49_17,4646,2607,0
6143,Mouse_Thymus3,49_20,4646,2607,0
6144,Mouse_Thymus3,49_21,4646,2607,0
6145,Mouse_Thymus3,49_23,4646,2607,0
6146,Mouse_Thymus3,49_25,4646,2607,0
6147,Mouse_Thymus3,49_26,4646,2607,0
