sample_order,section,obs_name,section_n_total,section_n_sampled,sampling_seed
1533,Mouse_Thymus1,41_39,4697,2635,0
1534,Mouse_Thymus1,41_42,4697,2635,0
1535,Mouse_Thymus1,41_43,4697,2635,0
1536,Mouse_Thymus1,41_45,4697,2635,0
1537,Mouse_Thymus1,41_47,4697,2635,0
1538,Mouse_Thymus1,41_48,4697,2635,0
1539,Mouse_Thymus1,41_49,4697,2635,0
1540,Mouse_Thymus1,41_50,4697,2635,0
1541,Mouse_Thymus1,41_51,4697,2635,0
1542,Mouse_Thymus1,41_52,4697,2635,0
1543,Mouse_Thymus1,41_53,4697,2635,0
1544,Mouse_Thymus1,41_57,4697,2635,0
1545,Mouse_Thymus1,41_62,4697,2635,0
1546,Mouse_Thymus1,41_63,4697,2635,0
1547,Mouse_Thymus1,41_64,4697,2635,0
1548,Mouse_Thymus1,41_66,4697,2635,0
1549,Mouse_Thymus1,41_67,4697,2635,0
1550,Mouse_Thymus1,41_68,4697,2635,0
1551,Mouse_Thymus1,41_69,4697,2635,0
1552,Mouse_Thymus1,41_71,4697,2635,0
1553,Mouse_Thymus1,41_73,4697,2635,0
1554,Mouse_Thymus1,41_75,4697,2635,0
1555,Mouse_Thymus1,41_80,4697,2635,0
1556,Mouse_Thymus1,41_84,4697,2635,0
1557,Mouse_Thymus1,41_86,4697,2635,0
1558,Mouse_Thymus1,41_91,4697,2635,0
1559,Mouse_Thymus1,42_10,4697,2635,0
1560,Mouse_Thymus1,42_13,4697,2635,0
1561,Mouse_Thymus1,42_14,4697,2635,0
1562,Mouse_Thymus1,42_15,4697,2635,0
1563,Mouse_Thymus1,42_17,4697,2635,0
1564,Mouse_Thymus1,42_18,4697,2635,0
1565,Mouse_Thymus1,42_23,4697,2635,0
1566,Mouse_Thymus1,42_26,4697,2635,0
1567,Mouse_Thymus1,42_27,4697,2635,0
1568,Mouse_Thymus1,42_29,4697,2635,0
1569,Mouse_Thymus1,42_30,4697,2635,0
1570,Mouse_Thymus1,42_36,4697,2635,0
1571,Mouse_Thymus1,42_37,4697,2635,0
1572,Mouse_Thymus1,42_38,4697,2635,0
1573,Mouse_Thymus1,42_39,4697,2635,0
1574,Mouse_Thymus1,42_40,4697,2635,0
1575,Mouse_Thymus1,42_42,4697,2635,0
1576,Mouse_Thymus1,42_43,4697,2635,0
1577,Mouse_Thymus1,42_46,4697,2635,0
1578,Mouse_Thymus1,42_47,4697,2635,0
1579,Mouse_Thymus1,42_50,4697,2635,0
1580,Mouse_Thymus1,42_51,4697,2635,0
1581,Mouse_Thymus1,42_52,4697,2635,0
1582,Mouse_Thymus1,42_53,4697,2635,0
1583,Mouse_Thymus1,42_54,4697,2635,0
1584,Mouse_Thymus1,42_56,4697,2635,0
1585,Mouse_Thymus1,42_59,4697,2635,0
1586,Mouse_Thymus1,42_60,4697,2635,0
1587,Mouse_Thymus1,42_61,4697,2635,0
1588,Mouse_Thymus1,42_62,4697,2635,0
1589,Mouse_Thymus1,42_63,4697,2635,0
1590,Mouse_Thymus1,42_66,4697,2635,0
1591,Mouse_Thymus1,42_67,4697,2635,0
1592,Mouse_Thymus1,42_68,4697,2635,0
1593,Mouse_Thymus1,42_71,4697,2635,0
1594,Mouse_Thymus1,42_72,4697,2635,0
1595,Mouse_Thymus1,42_73,4697,2635,0
1596,Mouse_Thymus1,42_75,4697,2635,0
1597,Mouse_Thymus1,42_76,4697,2635,0
1598,Mouse_Thymus1,42_78,4697,2635,0
1599,Mouse_Thymus1,42_79,4697,2635,0
1600,Mouse_Thymus1,42_81,4697,2635,0
1601,Mouse_Thymus1,42_82,4697,2635,0
1602,Mouse_Thymus1,42_84,4697,2635,0
1603,Mouse_Thymus1,42_85,4697,2635,0
1604,Mouse_Thymus1,42_86,4697,2635,0
1605,Mouse_Thymus1,42_87,4697,2635,0
1606,Mouse_Thymus1,42_89,4697,2635,0
1607,Mouse_Thymus1,42_91,4697,2635,0
1608,Mouse_Thymus1,42_92,4697,2635,0
1609,Mouse_Thymus1,43_10,4697,2635,0
1610,Mouse_Thymus1,43_11,4697,2635,0
1611,Mouse_Thymus1,43_12,4697,2635,0
1612,Mouse_Thymus1,43_16,4697,2635,0
1613,Mouse_Thymus1,43_18,4697,2635,0
1614,Mouse_Thymus1,43_24,4697,2635,0
1615,Mouse_Thymus1,43_25,4697,2635,0
1616,Mouse_Thymus1,43_27,4697,2635,0
1617,Mouse_Thymus1,43_31,4697,2635,0
1618,Mouse_Thymus1,43_32,4697,2635,0
1619,Mouse_Thymus1,43_33,4697,2635,0
1620,Mouse_Thymus1,43_36,4697,2635,0
1621,Mouse_Thymus1,43_37,4697,2635,0
1622,Mouse_Thymus1,43_39,4697,2635,0
1623,Mouse_Thymus1,43_40,4697,2635,0
1624,Mouse_Thymus1,43_42,4697,2635,0
1625,Mouse_Thymus1,43_45,4697,2635,0
1626,Mouse_Thymus1,43_47,4697,2635,0
1627,Mouse_Thymus1,43_48,4697,2635,0
1628,Mouse_Thymus1,43_49,4697,2635,0
1629,Mouse_Thymus1,43_51,4697,2635,0
1630,Mouse_Thymus1,43_52,4697,2635,0
1631,Mouse_Thymus1,43_54,4697,2635,0
1632,Mouse_Thymus1,43_56,4697,2635,0
1633,Mouse_Thymus1,43_57,4697,2635,0
1634,Mouse_Thymus1,43_60,4697,2635,0
1635,Mouse_Thymus1,43_61,4697,2635,0
1636,Mouse_Thymus1,43_66,4697,2635,0
1637,Mouse_Thymus1,43_68,4697,2635,0
1638,Mouse_Thymus1,43_69,4697,2635,0
1639,Mouse_Thymus1,43_70,4697,2635,0
1640,Mouse_Thymus1,43_71,4697,2635,0
1641,Mouse_Thymus1,43_73,4697,2635,0
1642,Mouse_Thymus1,43_74,4697,2635,0
1643,Mouse_Thymus1,43_75,4697,2635,0
1644,Mouse_Thymus1,43_77,4697,2635,0
1645,Mouse_Thymus1,43_78,4697,2635,0
1646,Mouse_Thymus1,43_79,4697,2635,0
1647,Mouse_Thymus1,43_80,4697,2635,0
1648,Mouse_Thymus1,43_81,4697,2635,0
1649,Mouse_Thymus1,43_83,4697,2635,0
1650,Mouse_Thymus1,43_84,4697,2635,0
1651,Mouse_Thymus1,43_86,4697,2635,0
1652,Mouse_Thymus1,43_88,4697,2635,0
1653,Mouse_Thymus1,43_9,4697,2635,0
1654,Mouse_Thymus1,43_90,4697,2635,0
1655,Mouse_Thymus1,43_92,4697,2635,0
1656,Mouse_Thymus1,44_13,4697,2635,0
1657,Mouse_Thymus1,44_17,4697,2635,0
1658,Mouse_Thymus1,44_19,4697,2635,0
1659,Mouse_Thymus1,44_22,4697,2635,0
1660,Mouse_Thymus1,44_24,4697,2635,0
1661,Mouse_Thymus1,44_25,4697,2635,0
1662,Mouse_Thymus1,44_26,4697,2635,0
1663,Mouse_Thymus1,44_28,4697,2635,0
1664,Mouse_Thymus1,44_30,4697,2635,0
1665,Mouse_Thymus1,44_31,4697,2635,0
1666,Mouse_Thymus1,44_32,4697,2635,0
1667,Mouse_Thymus1,44_33,4697,2635,0
1668,Mouse_Thymus1,44_35,4697,2635,0
1669,Mouse_Thymus1,44_36,4697,2635,0
1670,Mouse_Thymus1,44_38,4697,2635,0
1671,Mouse_Thymus1,44_41,4697,2635,0
1672,Mouse_Thymus1,44_42,4697,2635,0
1673,Mouse_Thymus1,44_43,4697,2635,0
1674,Mouse_Thymus1,44_44,4697,2635,0
1675,Mouse_Thymus1,44_45,4697,2635,0
1676,Mouse_Thymus1,44_46,4697,2635,0
1677,Mouse_Thymus1,44_47,4697,2635,0
1678,Mouse_Thymus1,44_50,4697,2635,0
1679,Mouse_Thymus1,44_53,4697,2635,0
1680,Mouse_Thymus1,44_54,4697,2635,0
1681,Mouse_Thymus1,44_56,4697,2635,0
1682,Mouse_Thymus1,44_57,4697,2635,0
1683,Mouse_Thymus1,44_62,4697,2635,0
1684,Mouse_Thymus1,44_63,4697,2635,0
1685,Mouse_Thymus1,44_64,4697,2635,0
1686,Mouse_Thymus1,44_65,4697,2635,0
1687,Mouse_Thymus1,44_68,4697,2635,0
1688,Mouse_Thymus1,44_69,4697,2635,0
1689,Mouse_Thymus1,44_74,4697,2635,0
1690,Mouse_Thymus1,44_75,4697,2635,0
1691,Mouse_Thymus1,44_76,4697,2635,0
1692,Mouse_Thymus1,44_78,4697,2635,0
1693,Mouse_Thymus1,44_80,4697,2635,0
1694,Mouse_Thymus1,44_81,4697,2635,0
1695,Mouse_Thymus1,44_82,4697,2635,0
1696,Mouse_Thymus1,44_84,4697,2635,0
1697,Mouse_Thymus1,44_89,4697,2635,0
1698,Mouse_Thymus1,44_92,4697,2635,0
1699,Mouse_Thymus1,44_93,4697,2635,0
1700,Mouse_Thymus1,45_18,4697,2635,0
1701,Mouse_Thymus1,45_19,4697,2635,0
1702,Mouse_Thymus1,45_20,4697,2635,0
1703,Mouse_Thymus1,45_28,4697,2635,0
1704,Mouse_Thymus1,45_29,4697,2635,0
1705,Mouse_Thymus1,45_30,4697,2635,0
1706,Mouse_Thymus1,45_33,4697,2635,0
1707,Mouse_Thymus1,45_35,4697,2635,0
1708,Mouse_Thymus1,45_36,4697,2635,0
1709,Mouse_Thymus1,45_38,4697,2635,0
1710,Mouse_Thymus1,45_39,4697,2635,0
1711,Mouse_Thymus1,45_43,4697,2635,0
1712,Mouse_Thymus1,45_44,4697,2635,0
1713,Mouse_Thymus1,45_46,4697,2635,0
1714,Mouse_Thymus1,45_50,4697,2635,0
1715,Mouse_Thymus1,45_51,4697,2635,0
1716,Mouse_Thymus1,45_53,4697,2635,0
1717,Mouse_Thymus1,45_55,4697,2635,0
1718,Mouse_Thymus1,45_56,4697,2635,0
1719,Mouse_Thymus1,45_57,4697,2635,0
1720,Mouse_Thymus1,45_60,4697,2635,0
1721,Mouse_Thymus1,45_61,4697,2635,0
1722,Mouse_Thymus1,45_66,4697,2635,0
1723,Mouse_Thymus1,45_67,4697,2635,0
1724,Mouse_Thymus1,45_69,4697,2635,0
1725,Mouse_Thymus1,45_70,4697,2635,0
1726,Mouse_Thymus1,45_71,4697,2635,0
1727,Mouse_Thymus1,45_72,4697,2635,0
1728,Mouse_Thymus1,45_74,4697,2635,0
1729,Mouse_Thymus1,45_75,4697,2635,0
1730,Mouse_Thymus1,45_77,4697,2635,0
1731,Mouse_Thymus1,45_78,4697,2635,0
1732,Mouse_Thymus1,45_79,4697,2635,0
1733,Mouse_Thymus1,45_81,4697,2635,0
1734,Mouse_Thymus1,45_82,4697,2635,0
1735,Mouse_Thymus1,45_84,4697,2635,0
1736,Mouse_Thymus1,45_85,4697,2635,0
1737,Mouse_Thymus1,45_86,4697,2635,0
1738,Mouse_Thymus1,45_87,4697,2635,0
1739,Mouse_Thymus1,45_89,4697,2635,0
1740,Mouse_Thymus1,45_90,4697,2635,0
1741,Mouse_Thymus1,45_92,4697,2635,0
1742,Mouse_Thymus1,46_19,4697,2635,0
1743,Mouse_Thymus1,46_20,4697,2635,0
1744,Mouse_Thymus1,46_21,4697,2635,0
1745,Mouse_Thymus1,46_22,4697,2635,0
1746,Mouse_Thymus1,46_23,4697,2635,0
1747,Mouse_Thymus1,46_25,4697,2635,0
1748,Mouse_Thymus1,46_26,4697,2635,0
1749,Mouse_Thymus1,46_27,4697,2635,0
1750,Mouse_Thymus1,46_32,4697,2635,0
1751,Mouse_Thymus1,46_34,4697,2635,0
1752,Mouse_Thymus1,46_35,4697,2635,0
1753,Mouse_Thymus1,46_36,4697,2635,0
1754,Mouse_Thymus1,46_39,4697,2635,0
1755,Mouse_Thymus1,46_41,4697,2635,0
1756,Mouse_Thymus1,46_42,4697,2635,0
1757,Mouse_Thymus1,46_45,4697,2635,0
1758,Mouse_Thymus1,46_46,4697,2635,0
1759,Mouse_Thymus1,46_48,4697,2635,0
1760,Mouse_Thymus1,46_55,4697,2635,0
1761,Mouse_Thymus1,46_58,4697,2635,0
1762,Mouse_Thymus1,46_60,4697,2635,0
1763,Mouse_Thymus1,46_61,4697,2635,0
1764,Mouse_Thymus1,46_62,4697,2635,0
1765,Mouse_Thymus1,46_64,4697,2635,0
1766,Mouse_Thymus1,46_65,4697,2635,0
1767,Mouse_Thymus1,46_66,4697,2635,0
1768,Mouse_Thymus1,46_67,4697,2635,0
1769,Mouse_Thymus1,46_68,4697,2635,0
1770,Mouse_Thymus1,46_69,4697,2635,0
1771,Mouse_Thymus1,46_70,4697,2635,0
1772,Mouse_Thymus1,46_72,4697,2635,0
1773,Mouse_Thymus1,46_73,4697,2635,0
1774,Mouse_Thymus1,46_74,4697,2635,0
1775,Mouse_Thymus1,46_78,4697,2635,0
1776,Mouse_Thymus1,46_79,4697,2635,0
1777,Mouse_Thymus1,46_80,4697,2635,0
1778,Mouse_Thymus1,46_82,4697,2635,0
1779,Mouse_Thymus1,46_83,4697,2635,0
1780,Mouse_Thymus1,46_84,4697,2635,0
1781,Mouse_Thymus1,46_86,4697,2635,0
1782,Mouse_Thymus1,46_87,4697,2635,0
1783,Mouse_Thymus1,46_88,4697,2635,0
1784,Mouse_Thymus1,46_90,4697,2635,0
1785,Mouse_Thymus1,46_92,4697,2635,0
1786,Mouse_Thymus1,47_19,4697,2635,0
1787,Mouse_Thymus1,47_21,4697,2635,0
1788,Mouse_Thymus1,47_22,4697,2635,0
1789,Mouse_Thymus1,47_23,4697,2635,0
1790,Mouse_Thymus1,47_24,4697,2635,0
1791,Mouse_Thymus1,47_26,4697,2635,0
1792,Mouse_Thymus1,47_30,4697,2635,0
1793,Mouse_Thymus1,47_31,4697,2635,0
1794,Mouse_Thymus1,47_32,4697,2635,0
1795,Mouse_Thymus1,47_34,4697,2635,0
1796,Mouse_Thymus1,47_38,4697,2635,0
1797,Mouse_Thymus1,47_39,4697,2635,0
1798,Mouse_Thymus1,47_40,4697,2635,0
1799,Mouse_Thymus1,47_41,4697,2635,0
1800,Mouse_Thymus1,47_42,4697,2635,0
1801,Mouse_Thymus1,47_43,4697,2635,0
1802,Mouse_Thymus1,47_44,4697,2635,0
1803,Mouse_Thymus1,47_45,4697,2635,0
1804,Mouse_Thymus1,47_46,4697,2635,0
1805,Mouse_Thymus1,47_47,4697,2635,0
1806,Mouse_Thymus1,47_53,4697,2635,0
1807,Mouse_Thymus1,47_55,4697,2635,0
1808,Mouse_Thymus1,47_58,4697,2635,0
1809,Mouse_Thymus1,47_60,4697,2635,0
1810,Mouse_Thymus1,47_62,4697,2635,0
1811,Mouse_Thymus1,47_63,4697,2635,0
1812,Mouse_Thymus1,47_65,4697,2635,0
1813,Mouse_Thymus1,47_66,4697,2635,0
1814,Mouse_Thymus1,47_68,4697,2635,0
1815,Mouse_Thymus1,47_69,4697,2635,0
1816,Mouse_Thymus1,47_70,4697,2635,0
1817,Mouse_Thymus1,47_71,4697,2635,0
1818,Mouse_Thymus1,47_74,4697,2635,0
1819,Mouse_Thymus1,47_75,4697,2635,0
1820,Mouse_Thymus1,47_76,4697,2635,0
1821,Mouse_Thymus1,47_78,4697,2635,0
1822,Mouse_Thymus1,47_82,4697,2635,0
1823,Mouse_Thymus1,47_83,4697,2635,0
1824,Mouse_Thymus1,47_84,4697,2635,0
1825,Mouse_Thymus1,47_86,4697,2635,0
1826,Mouse_Thymus1,47_88,4697,2635,0
1827,Mouse_Thymus1,47_91,4697,2635,0
1828,Mouse_Thymus1,48_19,4697,2635,0
1829,Mouse_Thymus1,48_20,4697,2635,0
1830,Mouse_Thymus1,48_22,4697,2635,0
1831,Mouse_Thymus1,48_23,4697,2635,0
1832,Mouse_Thymus1,48_24,4697,2635,0
1833,Mouse_Thymus1,48_25,4697,2635,0
1834,Mouse_Thymus1,48_26,4697,2635,0
1835,Mouse_Thymus1,48_29,4697,2635,0
1836,Mouse_Thymus1,48_30,4697,2635,0
1837,Mouse_Thymus1,48_31,4697,2635,0
1838,Mouse_Thymus1,48_33,4697,2635,0
1839,Mouse_Thymus1,48_36,4697,2635,0
1840,Mouse_Thymus1,48_38,4697,2635,0
1841,Mouse_Thymus1,48_39,4697,2635,0
1842,Mouse_Thymus1,48_40,4697,2635,0
1843,Mouse_Thymus1,48_45,4697,2635,0
1844,Mouse_Thymus1,48_48,4697,2635,0
1845,Mouse_Thymus1,48_55,4697,2635,0
1846,Mouse_Thymus1,48_56,4697,2635,0
1847,Mouse_Thymus1,48_57,4697,2635,0
1848,Mouse_Thymus1,48_58,4697,2635,0
1849,Mouse_Thymus1,48_59,4697,2635,0
1850,Mouse_Thymus1,48_60,4697,2635,0
1851,Mouse_Thymus1,48_61,4697,2635,0
1852,Mouse_Thymus1,48_63,4697,2635,0
1853,Mouse_Thymus1,48_64,4697,2635,0
1854,Mouse_Thymus1,48_66,4697,2635,0
1855,Mouse_Thymus1,48_67,4697,2635,0
1856,Mouse_Thymus1,48_68,4697,2635,0
1857,Mouse_Thymus1,48_69,4697,2635,0
1858,Mouse_Thymus1,48_70,4697,2635,0
1859,Mouse_Thymus1,48_71,4697,2635,0
1860,Mouse_Thymus1,48_72,4697,2635,0
1861,Mouse_Thymus1,48_73,4697,2635,0
1862,Mouse_Thymus1,48_74,4697,2635,0
1863,Mouse_Thymus1,48_75,4697,2635,0
1864,Mouse_Thymus1,48_76,4697,2635,0
1865,Mouse_Thymus1,48_77,4697,2635,0
1866,Mouse_Thymus1,48_79,4697,2635,0
1867,Mouse_Thymus1,48_80,4697,2635,0
1868,Mouse_Thymus1,48_81,4697,2635,0
1869,Mouse_Thymus1,48_82,4697,2635,0
1870,Mouse_Thymus1,48_84,4697,2635,0
1871,Mouse_Thymus1,48_87,4697,2635,0
1872,Mouse_Thymus1,48_88,4697,2635,0
1873,Mouse_Thymus1,48_89,4697,2635,0
1874,Mouse_Thymus1,48_90,4697,2635,0
1875,Mouse_Thymus1,48_91,4697,2635,0
1876,Mouse_Thymus1,49_21,4697,2635,0
1877,Mouse_Thymus1,49_24,4697,2635,0
1878,Mouse_Thymus1,49_25,4697,2635,0
1879,Mouse_Thymus1,49_26,4697,2635,0
1880,Mouse_Thymus1,49_29,4697,2635,0
1881,Mouse_Thymus1,49_30,4697,2635,0
1882,Mouse_Thymus1,49_31,4697,2635,0
1883,Mouse_Thymus1,49_32,4697,2635,0
1884,Mouse_Thymus1,49_34,4697,2635,0
1885,Mouse_Thymus1,49_35,4697,2635,0
1886,Mouse_Thymus1,49_36,4697,2635,0
1887,Mouse_Thymus1,49_37,4697,2635,0
1888,Mouse_Thymus1,49_39,4697,2635,0
1889,Mouse_Thymus1,49_40,4697,2635,0
1890,Mouse_Thymus1,49_41,4697,2635,0
1891,Mouse_Thymus1,49_42,4697,2635,0
1892,Mouse_Thymus1,49_44,4697,2635,0
1893,Mouse_Thymus1,49_46,4697,2635,0
1894,Mouse_Thymus1,49_47,4697,2635,0
1895,Mouse_Thymus1,49_48,4697,2635,0
1896,Mouse_Thymus1,49_49,4697,2635,0
1897,Mouse_Thymus1,49_50,4697,2635,0
1898,Mouse_Thymus1,49_52,4697,2635,0
1899,Mouse_Thymus1,49_53,4697,2635,0
1900,Mouse_Thymus1,49_56,4697,2635,0
1901,Mouse_Thymus1,49_57,4697,2635,0
1902,Mouse_Thymus1,49_58,4697,2635,0
1903,Mouse_Thymus1,49_60,4697,2635,0
1904,Mouse_Thymus1,49_61,4697,2635,0
1905,Mouse_Thymus1,49_64,4697,2635,0
1906,Mouse_Thymus1,49_65,4697,2635,0
1907,Mouse_Thymus1,49_67,4697,2635,0
1908,Mouse_Thymus1,49_68,4697,2635,0
1909,Mouse_Thymus1,49_72,4697,2635,0
1910,Mouse_Thymus1,49_73,4697,2635,0
1911,Mouse_Thymus1,49_74,4697,2635,0
1912,Mouse_Thymus1,49_76,4697,2635,0
1913,Mouse_Thymus1,49_77,4697,2635,0
1914,Mouse_Thymus1,49_80,4697,2635,0
1915,Mouse_Thymus1,49_82,4697,2635,0
1916,Mouse_Thymus1,49_84,4697,2635,0
1917,Mouse_Thymus1,49_87,4697,2635,0
1918,Mouse_Thymus1,49_88,4697,2635,0
1919,Mouse_Thymus1,4_13,4697,2635,0
1920,Mouse_Thymus1,4_14,4697,2635,0
1921,Mouse_Thymus1,4_15,4697,2635,0
1922,Mouse_Thymus1,4_20,4697,2635,0
1923,Mouse_Thymus1,4_23,4697,2635,0
1924,Mouse_Thymus1,4_24,4697,2635,0
1925,Mouse_Thymus1,4_27,4697,2635,0
1926,Mouse_Thymus1,4_28,4697,2635,0
1927,Mouse_Thymus1,4_30,4697,2635,0
1928,Mouse_Thymus1,4_31,4697,2635,0
1929,Mouse_Thymus1,4_33,4697,2635,0
1930,Mouse_Thymus1,4_34,4697,2635,0
1931,Mouse_Thymus1,4_35,4697,2635,0
1932,Mouse_Thymus1,4_36,4697,2635,0
1933,Mouse_Thymus1,4_38,4697,2635,0
1934,Mouse_Thymus1,4_39,4697,2635,0
1935,Mouse_Thymus1,4_40,4697,2635,0
1936,Mouse_Thymus1,4_41,4697,2635,0
1937,Mouse_Thymus1,4_42,4697,2635,0
1938,Mouse_Thymus1,4_48,4697,2635,0
1939,Mouse_Thymus1,4_49,4697,2635,0
1940,Mouse_Thymus1,4_52,4697,2635,0
1941,Mouse_Thymus1,4_54,4697,2635,0
1942,Mouse_Thymus1,4_55,4697,2635,0
1943,Mouse_Thymus1,4_56,4697,2635,0
1944,Mouse_Thymus1,4_60,4697,2635,0
1945,Mouse_Thymus1,4_61,4697,2635,0
1946,Mouse_Thymus1,4_63,4697,2635,0
1947,Mouse_Thymus1,4_9,4697,2635,0
1948,Mouse_Thymus1,50_25,4697,2635,0
1949,Mouse_Thymus1,50_26,4697,2635,0
1950,Mouse_Thymus1,50_29,4697,2635,0
1951,Mouse_Thymus1,50_31,4697,2635,0
1952,Mouse_Thymus1,50_32,4697,2635,0
1953,Mouse_Thymus1,50_33,4697,2635,0
1954,Mouse_Thymus1,50_34,4697,2635,0
1955,Mouse_Thymus1,50_37,4697,2635,0
1956,Mouse_Thymus1,50_39,4697,2635,0
1957,Mouse_Thymus1,50_40,4697,2635,0
1958,Mouse_Thymus1,50_45,4697,2635,0
1959,Mouse_Thymus1,50_46,4697,2635,0
1960,Mouse_Thymus1,50_47,4697,2635,0
1961,Mouse_Thymus1,50_49,4697,2635,0
1962,Mouse_Thymus1,50_51,4697,2635,0
1963,Mouse_Thymus1,50_53,4697,2635,0
1964,Mouse_Thymus1,50_55,4697,2635,0
1965,Mouse_Thymus1,50_57,4697,2635,0
1966,Mouse_Thymus1,50_58,4697,2635,0
1967,Mouse_Thymus1,50_61,4697,2635,0
1968,Mouse_Thymus1,50_63,4697,2635,0
1969,Mouse_Thymus1,50_65,4697,2635,0
1970,Mouse_Thymus1,50_66,4697,2635,0
1971,Mouse_Thymus1,50_67,4697,2635,0
1972,Mouse_Thymus1,50_68,4697,2635,0
1973,Mouse_Thymus1,50_73,4697,2635,0
1974,Mouse_Thymus1,50_74,4697,2635,0
1975,Mouse_Thymus1,50_75,4697,2635,0
1976,Mouse_Thymus1,50_78,4697,2635,0
1977,Mouse_Thymus1,50_80,4697,2635,0
1978,Mouse_Thymus1,50_81,4697,2635,0
1979,Mouse_Thymus1,50_82,4697,2635,0
1980,Mouse_Thymus1,50_84,4697,2635,0
1981,Mouse_Thymus1,51_28,4697,2635,0
1982,Mouse_Thymus1,51_30,4697,2635,0
1983,Mouse_Thymus1,51_32,4697,2635,0
1984,Mouse_Thymus1,51_35,4697,2635,0
1985,Mouse_Thymus1,51_36,4697,2635,0
1986,Mouse_Thymus1,51_37,4697,2635,0
1987,Mouse_Thymus1,51_40,4697,2635,0
1988,Mouse_Thymus1,51_41,4697,2635,0
1989,Mouse_Thymus1,51_43,4697,2635,0
1990,Mouse_Thymus1,51_44,4697,2635,0
1991,Mouse_Thymus1,51_46,4697,2635,0
1992,Mouse_Thymus1,51_48,4697,2635,0
1993,Mouse_Thymus1,51_51,4697,2635,0
1994,Mouse_Thymus1,51_52,4697,2635,0
1995,Mouse_Thymus1,51_53,4697,2635,0
1996,Mouse_Thymus1,51_54,4697,2635,0
1997,Mouse_Thymus1,51_55,4697,2635,0
1998,Mouse_Thymus1,51_56,4697,2635,0
1999,Mouse_Thymus1,51_57,4697,2635,0
2000,Mouse_Thymus1,51_58,4697,2635,0
2001,Mouse_Thymus1,51_59,4697,2635,0
2002,Mouse_Thymus1,51_60,4697,2635,0
2003,Mouse_Thymus1,51_62,4697,2635,0
2004,Mouse_Thymus1,51_65,4697,2635,0
2005,Mouse_Thymus1,51_66,4697,2635,0
2006,Mouse_Thymus1,51_68,4697,2635,0
2007,Mouse_Thymus1,51_71,4697,2635,0
2008,Mouse_Thymus1,51_74,4697,2635,0
2009,Mouse_Thymus1,51_75,4697,2635,0
2010,Mouse_Thymus1,51_76,4697,2635,0
2011,Mouse_Thymus1,51_81,4697,2635,0
2012,Mouse_Thymus1,52_28,4697,2635,0
2013,Mouse_Thymus1,52_29,4697,2635,0
2014,Mouse_Thymus1,52_30,4697,2635,0
2015,Mouse_Thymus1,52_35,4697,2635,0
2016,Mouse_Thymus1,52_36,4697,2635,0
2017,Mouse_Thymus1,52_38,4697,2635,0
2018,Mouse_Thymus1,52_40,4697,2635,0
2019,Mouse_Thymus1,52_41,4697,2635,0
2020,Mouse_Thymus1,52_42,4697,2635,0
2021,Mouse_Thymus1,52_44,4697,2635,0
2022,Mouse_Thymus1,52_45,4697,2635,0
2023,Mouse_Thymus1,52_46,4697,2635,0
2024,Mouse_Thymus1,52_47,4697,2635,0
2025,Mouse_Thymus1,52_48,4697,2635,0
2026,Mouse_Thymus1,52_52,4697,2635,0
2027,Mouse_Thymus1,52_55,4697,2635,0
2028,Mouse_Thymus1,52_56,4697,2635,0
2029,Mouse_Thymus1,52_57,4697,2635,0
2030,Mouse_Thymus1,52_58,4697,2635,0
2031,Mouse_Thymus1,52_59,4697,2635,0
2032,Mouse_Thymus1,52_62,4697,2635,0
2033,Mouse_Thymus1,52_64,4697,2635,0
2034,Mouse_Thymus1,52_65,4697,2635,0
2035,Mouse_Thymus1,52_67,4697,2635,0
2036,Mouse_Thymus1,52_68,4697,2635,0
2037,Mouse_Thymus1,52_69,4697,2635,0
2038,Mouse_Thymus1,52_70,4697,2635,0
2039,Mouse_Thymus1,52_73,4697,2635,0
2040,Mouse_Thymus1,52_77,4697,2635,0
2041,Mouse_Thymus1,52_78,4697,2635,0
2042,Mouse_Thymus1,52_81,4697,2635,0
2043,Mouse_Thymus1,53_32,4697,2635,0
2044,Mouse_Thymus1,53_33,4697,2635,0
2045,Mouse_Thymus1,53_35,4697,2635,0
2046,Mouse_Thymus1,53_36,4697,2635,0
2047,Mouse_Thymus1,53_37,4697,2635,0
2048,Mouse_Thymus1,53_38,4697,2635,0
2049,Mouse_Thymus1,53_39,4697,2635,0
2050,Mouse_Thymus1,53_40,4697,2635,0
2051,Mouse_Thymus1,53_41,4697,2635,0
2052,Mouse_Thymus1,53_43,4697,2635,0
2053,Mouse_Thymus1,53_44,4697,2635,0
2054,Mouse_Thymus1,53_49,4697,2635,0
2055,Mouse_Thymus1,53_50,4697,2635,0
2056,Mouse_Thymus1,53_52,4697,2635,0
2057,Mouse_Thymus1,53_53,4697,2635,0
2058,Mouse_Thymus1,53_54,4697,2635,0
2059,Mouse_Thymus1,53_62,4697,2635,0
2060,Mouse_Thymus1,53_63,4697,2635,0
2061,Mouse_Thymus1,53_64,4697,2635,0
2062,Mouse_Thymus1,53_68,4697,2635,0
2063,Mouse_Thymus1,53_69,4697,2635,0
2064,Mouse_Thymus1,53_70,4697,2635,0
2065,Mouse_Thymus1,53_72,4697,2635,0
2066,Mouse_Thymus1,53_74,4697,2635,0
2067,Mouse_Thymus1,53_75,4697,2635,0
2068,Mouse_Thymus1,53_77,4697,2635,0
2069,Mouse_Thymus1,53_79,4697,2635,0
