dataset,method,batch_key,batch_label,n_obs,n_obs_total,n_valid_total,n_used,n_batches,batch_categories,batch_counts,max_samples,sample_size_requested,seed,knn_backend,embedding_scaled,bASW_raw,bASW,bASW_sample_size,bLISI_raw,bLISI,bLISI_neighbors,kBET_rejection_rate,kBET,kBET_neighbors,kBET_alpha,PCR_batch_R2,PCR_score,PCR_components,note,basw_batch_silhouette_mean,basw_score_abs_mean,blisi_mean,blisi_normalized,n_neighbors,kbet_rejection_rate,kbet_acceptance_rate,pcr_batch_r2,pcr_score,pcr_n_components
Mouse Thymus,spa_mo_model,section,section,17824,17824,17824,17824,4,"Mouse_Thymus1,Mouse_Thymus2,Mouse_Thymus3,Mouse_Thymus4","{'Mouse_Thymus1': 4697, 'Mouse_Thymus2': 4253, 'Mouse_Thymus3': 4646, 'Mouse_Thymus4': 4228}",0,0,0,sklearn_exact,True,0.09252626768210584,0.9074737323178942,10000,2.364556108936103,0.45485203631203436,90,0.9975314183123878,0.0024685816876122146,50,0.05,0.2600517134173801,0.7399482865826199,50,"Higher is better for bASW, bLISI, kBET and PCR_score; lower is better for PCR_batch_R2.",0.09252626768210584,0.9074737323178942,2.364556108936103,0.45485203631203436,90,0.9975314183123878,0.0024685816876122146,0.2600517134173801,0.7399482865826199,50
