mode,section,cluster,count,section_fraction
joint,CRC_003,0,4812,0.028939312841669725
joint,CRC_003,1,26466,0.15916622062918348
joint,CRC_003,2,26113,0.15704328267550322
joint,CRC_003,3,65785,0.39563023592877034
joint,CRC_003,4,12428,0.07474184954203478
joint,CRC_003,5,30675,0.1844790983828385
joint,CRC_006,0,104156,0.2334838991694594
joint,CRC_006,1,76439,0.17135139376141853
joint,CRC_006,2,64711,0.14506102960131811
joint,CRC_006,3,79939,0.17919725618982504
joint,CRC_006,4,53071,0.11896793283941762
joint,CRC_006,5,67779,0.15193848843856128
