mode,scope,k,n_obs,embedding_dim,ari,nmi,homogeneity,completeness,v_measure,cluster_asw,cluster_asw_scaled,calinski_harabasz,davies_bouldin,label_asw,label_asw_scaled,section_ari,section_nmi,section_asw
joint,combined,5,6480,128,0.4436532428397778,0.5558989079521525,0.5589630132456295,0.552868212937076,0.5558989079521525,0.34295594692230225,0.6714779734611511,1547.1149904634783,1.3957163861035196,0.3466120958328247,0.6733060479164124,-0.0005841959186694702,9.803975106828312e-07,-0.0012484354665502906
independent,Simulation1,5,1296,128,0.3272774800858605,0.4095301241938975,0.4173602965481381,0.4019883477637489,0.4095301241938975,0.33162957429885864,0.6658147871494293,304.37724115283066,1.4214125532900865,0.346791535615921,0.6733957678079605,,,
independent,Simulation2,5,1296,128,0.3727833924666244,0.4856712974866271,0.4916510107103003,0.4798352931157943,0.4856712974866271,0.33604854345321655,0.6680242717266083,306.24963907942345,1.4107769749732224,0.34550198912620544,0.6727509945631027,,,
independent,Simulation3,5,1296,128,0.6278071815089213,0.7560872389404136,0.7675135643459241,0.7449961407173608,0.7560872389404137,0.35192152857780457,0.6759607642889023,303.6241531181975,1.5193168820865854,0.34492015838623047,0.6724600791931152,,,
independent,Simulation4,5,1296,128,0.3546995249743352,0.4530869446217754,0.46023362291835557,0.4461588250044636,0.4530869446217754,0.33400407433509827,0.6670020371675491,305.93327366661555,1.3974305427058122,0.34389960765838623,0.6719498038291931,,,
independent,Simulation5,5,1296,128,0.4430844944995438,0.5507538486022718,0.5543589781981277,0.5471953060869159,0.550753848602272,0.3392416536808014,0.6696208268404007,305.64251729138084,1.4126702456582503,0.34368395805358887,0.6718419790267944,,,
joint,combined,8,6480,128,0.379950164240033,0.5504979611468541,0.6363597028137022,0.4850516716613435,0.5504979611468541,0.4370730519294739,0.7185365259647369,2210.693267102372,0.9394106295254734,0.3466120958328247,0.6733060479164124,-0.0007500175301290048,5.202194506159975e-06,-0.0012484354665502906
independent,Simulation1,8,1296,128,0.37913208774330237,0.5380064558875219,0.6245524419683738,0.4725270547160336,0.5380064558875219,0.43636584281921387,0.7181829214096069,442.464620370216,0.9494956623323391,0.346791535615921,0.6733957678079605,,,
independent,Simulation2,8,1296,128,0.37161134976284577,0.529513675994727,0.6134211575126121,0.4657988699546844,0.5295136759947269,0.4313657879829407,0.7156828939914703,439.53938674377486,0.9422179068439767,0.34550198912620544,0.6727509945631027,,,
independent,Simulation3,8,1296,128,0.36741670172307594,0.5385883099792214,0.6221709025988238,0.4748031390836226,0.5385883099792214,0.4352557361125946,0.7176278680562973,440.43950055336273,0.938895277914046,0.34492015838623047,0.6724600791931152,,,
independent,Simulation4,8,1296,128,0.3650537700084229,0.5192533288466051,0.6019891333393695,0.4565115773431685,0.519253328846605,0.4332873821258545,0.7166436910629272,438.60390402867574,0.9486526472509131,0.34389960765838623,0.6719498038291931,,,
independent,Simulation5,8,1296,128,0.3438137638643046,0.4992473440082337,0.5771237745231889,0.43988919297808404,0.4992473440082337,0.42760708928108215,0.7138035446405411,436.68084172483765,0.9467875950542729,0.34368395805358887,0.6718419790267944,,,
joint,combined,10,6480,128,0.3868176002318705,0.5207026276769555,0.6380859067691234,0.43979690311196773,0.5207026276769555,0.47147518396377563,0.7357375919818878,2191.4296246126164,1.0467526989954685,0.3466120958328247,0.6733060479164124,-0.0008173468294745063,1.1292841042722799e-05,-0.0012484354665502906
independent,Simulation1,10,1296,128,0.39342505005800155,0.5308296438203423,0.6513054309351666,0.44796662815286953,0.5308296438203423,0.4724665582180023,0.7362332791090012,439.33789594676574,1.0385763611574732,0.346791535615921,0.6733957678079605,,,
independent,Simulation2,10,1296,128,0.4047153094156801,0.5369711163373114,0.6560170082320176,0.4544949644590321,0.5369711163373114,0.4726058542728424,0.7363029271364212,437.01033157062756,0.9907208814743015,0.34550198912620544,0.6727509945631027,,,
independent,Simulation3,10,1296,128,0.38222718345749385,0.5100023320606171,0.6241676012108587,0.43114284219600485,0.5100023320606171,0.4679466485977173,0.7339733242988586,430.65883704950875,1.036666939035509,0.34492015838623047,0.6724600791931152,,,
independent,Simulation4,10,1296,128,0.3938118998734928,0.5192979753533282,0.6333438216374585,0.44005714608484126,0.5192979753533281,0.4677812159061432,0.7338906079530716,434.3119315031315,0.9741593021427353,0.34389960765838623,0.6719498038291931,,,
independent,Simulation5,10,1296,128,0.407743240013364,0.530835868584675,0.6480757945042344,0.4495162821088485,0.530835868584675,0.468911737203598,0.734455868601799,436.31577344220943,0.9582643721827262,0.34368395805358887,0.6718419790267944,,,
joint,combined,12,6480,128,0.3798680021114367,0.5225435643745568,0.6657474036439371,0.43004077726658096,0.522543564374557,0.49004068970680237,0.7450203448534012,2185.1643585229617,1.025478976482155,0.3466120958328247,0.6733060479164124,-0.0008557888419745122,9.816823962308519e-06,-0.0012484354665502906
independent,Simulation1,12,1296,128,0.37598831341767025,0.5069412876351705,0.6430163619811111,0.4183995963939065,0.5069412876351705,0.4815024733543396,0.7407512366771698,429.2056296692643,0.9794689561699044,0.346791535615921,0.6733957678079605,,,
independent,Simulation2,12,1296,128,0.4131849425548358,0.5696360872751469,0.7213656670992271,0.47064271343711106,0.5696360872751468,0.4836641550064087,0.7418320775032043,431.092434831349,0.9191101039763282,0.34550198912620544,0.6727509945631027,,,
independent,Simulation3,12,1296,128,0.360621535103634,0.4838645254957386,0.6112805492952769,0.4004038785375132,0.48386452549573855,0.4862734079360962,0.7431367039680481,429.7828831474693,0.9129397178526814,0.34492015838623047,0.6724600791931152,,,
independent,Simulation4,12,1296,128,0.3642536400927197,0.4957159951297952,0.6288935592429641,0.4090859592972082,0.4957159951297952,0.4822366535663605,0.7411183267831802,426.8870839283407,0.9836398044658335,0.34389960765838623,0.6719498038291931,,,
independent,Simulation5,12,1296,128,0.37320229549636835,0.5046879585554427,0.640918949124505,0.41621836342249346,0.5046879585554427,0.4769989252090454,0.7384994626045227,422.56843857568094,0.9952148217193933,0.34368395805358887,0.6718419790267944,,,
