mode,k,mean_spatial_neighbor_agreement
independent,5,0.5310956790123457
independent,8,0.3733796296296296
independent,10,0.36257716049382716
independent,12,0.3238168724279835
joint,5,0.5438528806584362
joint,8,0.3869598765432099
joint,10,0.35136316872427986
joint,12,0.321656378600823
