mode,section,cluster,count,section_fraction
independent,CRC_003,0,37417,0.22502540910157026
independent,CRC_003,1,30005,0.1804497260628221
independent,CRC_003,2,35992,0.21645547543586383
independent,CRC_003,3,22960,0.138081176817277
independent,CRC_003,4,39905,0.23998821258246683
independent,CRC_006,0,71455,0.16017888566336766
independent,CRC_006,1,59835,0.13413062240105808
independent,CRC_006,2,99674,0.22343671191114
independent,CRC_006,3,89915,0.2015602057857631
independent,CRC_006,4,125216,0.28069357423867114
