artifact,source,source_sha256,copied_sha256,preprocessing_dependent
batch_correction_metrics.csv,/home/hujinlan/spa_mo_model/results/misar_seq/fullspot_200ep_bidirectional_all_checkpoint_lc0.1_seed42/clustering_analysis_k8_10_12_14_16/batch_correction_metrics.csv,4a33150f43591832c7aa1ce830c83b60aded8929c8012da915ed886b5e54ced0,4a33150f43591832c7aa1ce830c83b60aded8929c8012da915ed886b5e54ced0,False
