dataset,method,batch_key,batch_label,n_obs,n_obs_total,n_valid_total,n_used,n_batches,batch_categories,batch_counts,max_samples,sample_size_requested,seed,knn_backend,embedding_scaled,bASW_raw,bASW,bASW_sample_size,bLISI_raw,bLISI,bLISI_neighbors,kBET_rejection_rate,kBET,kBET_neighbors,kBET_alpha,PCR_batch_R2,PCR_score,PCR_components,note,basw_batch_silhouette_mean,basw_score_abs_mean,blisi_mean,blisi_normalized,n_neighbors,kbet_rejection_rate,kbet_acceptance_rate,pcr_batch_r2,pcr_score,pcr_n_components
MISAR-seq,spa_mo_model,section,section,7118,7118,7118,7118,4,"dataset1,dataset2,dataset3,dataset4","{'dataset1': 2129, 'dataset2': 1949, 'dataset3': 1777, 'dataset4': 1263}",0,0,0,sklearn_exact,True,0.04329566273921171,0.9567043372607883,7118,1.8696884611855484,0.2898961537285161,90,0.9665636414723237,0.033436358527676346,50,0.05,0.1375469799169257,0.8624530200830743,50,"Higher is better for bASW, bLISI, kBET and PCR_score; lower is better for PCR_batch_R2.",0.04329566273921171,0.9567043372607883,1.8696884611855484,0.2898961537285161,90,0.9665636414723237,0.033436358527676346,0.1375469799169257,0.8624530200830743,50
