section,cluster,count,fraction
dataset1,1,229,0.10756223579145138
dataset1,2,185,0.0868952559887271
dataset1,3,665,0.312353217472992
dataset1,4,162,0.0760920620009394
dataset1,5,373,0.17519962423673086
dataset1,6,15,0.007045561296383279
dataset1,7,3,0.0014091122592766556
dataset1,8,56,0.026303428839830906
dataset1,9,103,0.04837952090183185
dataset1,10,3,0.0014091122592766556
dataset1,11,83,0.038985439173320806
dataset1,12,11,0.005166744950681071
dataset1,13,190,0.08924377642085486
dataset1,14,21,0.00986378581493659
dataset1,15,30,0.014091122592766557
dataset2,1,78,0.04002052334530529
dataset2,2,245,0.12570548999486916
dataset2,3,70,0.03591585428424833
dataset2,4,101,0.051821446895844024
dataset2,5,82,0.04207285787583376
dataset2,6,93,0.04771677783478707
dataset2,7,29,0.014879425346331451
dataset2,8,6,0.0030785017957927143
dataset2,9,73,0.03745510518214469
dataset2,11,101,0.051821446895844024
dataset2,12,307,0.15751667521806054
dataset2,13,13,0.006670087224217547
dataset2,14,60,0.03078501795792714
dataset2,15,691,0.35454079014879425
dataset3,0,10,0.005627462014631401
dataset3,1,21,0.011817670230725942
dataset3,2,389,0.21890827236916152
dataset3,3,1,0.0005627462014631402
dataset3,4,181,0.10185706246482837
dataset3,5,1,0.0005627462014631402
dataset3,6,22,0.012380416432189083
dataset3,7,369,0.2076533483398987
dataset3,8,58,0.032639279684862126
dataset3,9,37,0.020821609454136185
dataset3,11,97,0.05458638154192459
dataset3,12,371,0.208778840742825
dataset3,13,6,0.0033764772087788407
dataset3,14,81,0.04558244231851435
dataset3,15,133,0.07484524479459764
dataset4,0,413,0.3269992082343626
dataset4,2,4,0.003167062549485352
dataset4,3,3,0.0023752969121140144
dataset4,4,146,0.11559778305621536
dataset4,5,2,0.001583531274742676
dataset4,6,2,0.001583531274742676
dataset4,8,342,0.27078384798099764
dataset4,10,327,0.2589073634204275
dataset4,13,1,0.000791765637371338
dataset4,14,23,0.018210609659540775
