section,cluster,count,fraction
dataset1,0,3,0.0014091122592766556
dataset1,1,79,0.0371066228276186
dataset1,2,9,0.004227336777829967
dataset1,3,372,0.1747299201503053
dataset1,4,166,0.07797087834664161
dataset1,5,102,0.04790981681540629
dataset1,6,31,0.01456082667919211
dataset1,7,188,0.08830436824800376
dataset1,8,52,0.024424612494128698
dataset1,9,228,0.10709253170502583
dataset1,11,22,0.010333489901362142
dataset1,12,169,0.07937999060591827
dataset1,13,708,0.33255049318929075
dataset2,1,110,0.05643919958953309
dataset2,2,307,0.15751667521806054
dataset2,3,90,0.046177526936890714
dataset2,4,105,0.053873781426372495
dataset2,5,76,0.038994356080041044
dataset2,6,702,0.36018471010774755
dataset2,7,102,0.05233453052847614
dataset2,8,6,0.0030785017957927143
dataset2,9,78,0.04002052334530529
dataset2,11,60,0.03078501795792714
dataset2,12,241,0.12365315546434069
dataset2,13,72,0.03694202154951257
dataset3,1,92,0.05177265053460889
dataset3,2,599,0.33708497467642096
dataset3,3,3,0.0016882386043894203
dataset3,4,184,0.10354530106921778
dataset3,5,36,0.020258863252673044
dataset3,6,141,0.07934721440630275
dataset3,7,27,0.015194147439504783
dataset3,8,84,0.04727068092290377
dataset3,9,25,0.014068655036578503
dataset3,10,10,0.005627462014631401
dataset3,11,76,0.04276871131119865
dataset3,12,495,0.2785593697242544
dataset3,13,5,0.0028137310073157004
dataset4,0,328,0.2596991290577989
dataset4,3,2,0.001583531274742676
dataset4,4,160,0.12668250197941408
dataset4,7,4,0.003167062549485352
dataset4,8,343,0.27157561361836896
dataset4,10,397,0.3143309580364212
dataset4,11,24,0.019002375296912115
dataset4,12,2,0.001583531274742676
dataset4,13,3,0.0023752969121140144
