mode,k,mean_spatial_neighbor_agreement
independent,5,0.8622220915583899
independent,6,0.8321328806443214
independent,8,0.7809877063507592
independent,10,0.737816919619568
joint,2,0.9483576676554701
joint,3,0.8940285443021726
joint,4,0.8909906597447607
joint,5,0.8644125056084571
joint,6,0.8233454020830343
joint,7,0.8020008553342777
joint,8,0.7769122246566313
joint,9,0.7328565372988335
joint,10,0.7031784676307596
joint,11,0.6656263588030287
joint,12,0.6949614087423311
