mode,scope,label,n_obs_labeled,n_label_classes,k,ari,nmi,homogeneity,completeness,v_measure,label_asw,label_asw_scaled,label_rows_in_full_order
independent,s2,Y,2820,11,10,0.2870218419954134,0.5624294234364219,0.6318129745709861,0.5067769077293328,0.5624294234364219,0.1015751361846923,0.5507875680923462,"2384,2385,2386,2387,2388"
independent,s3,RegionLoupe,2662,9,10,0.3550409092438585,0.5784146517291527,0.6712953949536801,0.508112034229689,0.5784146517291526,0.1032247021794319,0.551612351089716,"5204,5205,5206,5207,5208"
independent,s3,annotations,2662,11,10,0.3779891561662922,0.5963726962490938,0.6378630504572294,0.5599502477303824,0.596372696249094,0.0953233838081359,0.547661691904068,"5204,5205,5206,5207,5208"
independent,s3,celltype,2662,11,10,0.3779891561662922,0.5963726962490938,0.6378630504572294,0.5599502477303824,0.596372696249094,0.0953233838081359,0.547661691904068,"5204,5205,5206,5207,5208"
independent,s3,Y.l1,2662,9,10,0.3550409092438585,0.5784146517291527,0.6712953949536801,0.508112034229689,0.5784146517291526,0.1032247021794319,0.551612351089716,"5204,5205,5206,5207,5208"
independent,s3,Y,2662,11,10,0.3779891561662922,0.596372696249094,0.6378630504572295,0.5599502477303824,0.596372696249094,0.0953233838081359,0.547661691904068,"5204,5205,5206,5207,5208"
joint,combined,group,7866,3,2,0.001268857549507881,0.0008967659370567509,0.0007207986610393592,0.0011863995071982683,0.0008967659370567509,0.0015938805881887674,0.5007969402940944,"0,1,2,3,4"
joint,combined,group,7866,3,3,0.0031954740774880813,0.0029484469322252314,0.0029404696096630503,0.002956467656555623,0.002948446932225232,0.0015938805881887674,0.5007969402940944,"0,1,2,3,4"
joint,combined,group,7866,3,4,0.003402544975377732,0.003674331633336226,0.003970553757602972,0.0034192401188481475,0.003674331633336227,0.0015938805881887674,0.5007969402940944,"0,1,2,3,4"
joint,combined,group,7866,3,5,0.0036492815405468454,0.0035575045574597875,0.00422307631254076,0.0030731631773348402,0.003557504557459788,0.0015938805881887674,0.5007969402940944,"0,1,2,3,4"
joint,combined,group,7866,3,6,0.002681300210699515,0.0035489446562110257,0.004583541961091355,0.0028953957848392277,0.0035489446562110257,0.0015938805881887674,0.5007969402940944,"0,1,2,3,4"
joint,combined,group,7866,3,7,0.0028250952450212057,0.003970892905391153,0.005317114869948789,0.0031686367113982774,0.003970892905391153,0.0015938805881887674,0.5007969402940944,"0,1,2,3,4"
joint,combined,group,7866,3,8,0.0019718214718246287,0.003731600976720248,0.005265704317529633,0.0028897151745632416,0.003731600976720248,0.0015938805881887674,0.5007969402940944,"0,1,2,3,4"
joint,combined,group,7866,3,9,0.002269358861207549,0.0037732901578473796,0.005608007156633012,0.002843130790203356,0.0037732901578473805,0.0015938805881887674,0.5007969402940944,"0,1,2,3,4"
joint,combined,group,7866,3,10,0.002391647344241978,0.00410482899533047,0.006274937201769648,0.0030500184338458176,0.00410482899533047,0.0015938805881887674,0.5007969402940944,"0,1,2,3,4"
joint,combined,group,7866,3,11,0.0027859842469061566,0.006108964432594011,0.009544411938985971,0.004492072761701098,0.00610896443259401,0.0015938805881887674,0.5007969402940944,"0,1,2,3,4"
joint,combined,group,7866,3,12,0.002293772142634152,0.005874238731920732,0.00933843975757922,0.004284758546963426,0.005874238731920732,0.0015938805881887674,0.5007969402940944,"0,1,2,3,4"
