section,cluster,count,fraction
Mouse_Spleen1,0,160,0.06230529595015576
Mouse_Spleen1,1,231,0.08995327102803738
Mouse_Spleen1,2,187,0.07281931464174454
Mouse_Spleen1,3,282,0.10981308411214953
Mouse_Spleen1,4,171,0.06658878504672897
Mouse_Spleen1,5,285,0.11098130841121495
Mouse_Spleen1,6,223,0.08683800623052959
Mouse_Spleen1,7,210,0.08177570093457943
Mouse_Spleen1,8,297,0.11565420560747663
Mouse_Spleen1,9,173,0.06736760124610591
Mouse_Spleen1,10,176,0.06853582554517133
Mouse_Spleen1,11,173,0.06736760124610591
Mouse_Spleen2,0,200,0.07225433526011561
Mouse_Spleen2,1,313,0.11307803468208093
Mouse_Spleen2,2,272,0.09826589595375723
Mouse_Spleen2,3,140,0.05057803468208093
Mouse_Spleen2,4,290,0.10476878612716763
Mouse_Spleen2,5,240,0.08670520231213873
Mouse_Spleen2,6,243,0.08778901734104046
Mouse_Spleen2,7,169,0.06105491329479769
Mouse_Spleen2,8,168,0.06069364161849711
Mouse_Spleen2,9,279,0.10079479768786127
Mouse_Spleen2,10,265,0.09573699421965318
Mouse_Spleen2,11,189,0.06828034682080925
