mode,section,cluster,count,section_fraction
independent,CRC_003,0,12445,0.07484408734716952
independent,CRC_003,1,21070,0.12671473848170844
independent,CRC_003,2,13758,0.0827404542966941
independent,CRC_003,3,14011,0.08426199339664059
independent,CRC_003,4,12835,0.07718954287673127
independent,CRC_003,5,18198,0.10944256340247416
independent,CRC_003,6,24885,0.14965810475165234
independent,CRC_003,7,19114,0.11495137690267562
independent,CRC_003,8,13118,0.07889150163279789
independent,CRC_003,9,16845,0.10130563691145604
independent,CRC_006,0,27924,0.06259653212880664
independent,CRC_006,1,46852,0.10502695614162902
independent,CRC_006,2,52940,0.11867427341709726
independent,CRC_006,3,43230,0.09690760936571806
independent,CRC_006,4,59167,0.1326331835147222
independent,CRC_006,5,29186,0.06542552595299207
independent,CRC_006,6,19124,0.042869792308813146
independent,CRC_006,7,51291,0.11497775137582802
independent,CRC_006,8,60715,0.13610329638305743
independent,CRC_006,9,55666,0.12478507941133615
