section,cluster,count,fraction
dataset1,0,129,0.060591827148896195
dataset1,1,271,0.12728980742132456
dataset1,2,505,0.23720056364490372
dataset1,3,178,0.08360732738374824
dataset1,4,195,0.09159229685298262
dataset1,5,174,0.08172851103804603
dataset1,6,204,0.09581963363081258
dataset1,7,101,0.04744011272898074
dataset1,8,313,0.14701737905119774
dataset1,9,59,0.027712541099107563
dataset2,0,92,0.04720369420215495
dataset2,1,408,0.20933812211390457
dataset2,2,266,0.13648024628014366
dataset2,3,43,0.022062596203181118
dataset2,4,122,0.06259620318111853
dataset2,5,149,0.07644946126218574
dataset2,6,120,0.06157003591585428
dataset2,7,61,0.03129810159055926
dataset2,8,56,0.028732683427398667
dataset2,9,632,0.32426885582349924
dataset3,0,105,0.05908835115362971
dataset3,1,331,0.1862689926842994
dataset3,2,224,0.12605514912774338
dataset3,3,271,0.15250422059651098
dataset3,4,226,0.12718064153066966
dataset3,5,67,0.037703995498030385
dataset3,6,219,0.12324141812042769
dataset3,7,69,0.038829487900956666
dataset3,8,208,0.11705120990433314
dataset3,9,57,0.032076533483398985
dataset4,0,122,0.09659540775930324
dataset4,1,265,0.20981789390340458
dataset4,2,113,0.0894695170229612
dataset4,3,126,0.0997624703087886
dataset4,4,42,0.0332541567695962
dataset4,5,132,0.10451306413301663
dataset4,6,146,0.11559778305621536
dataset4,7,156,0.12351543942992874
dataset4,8,41,0.03246239113222486
dataset4,9,120,0.09501187648456057
