section,cluster,count,fraction
Mouse_Thymus1,0,3461,0.7368533106238024
Mouse_Thymus1,3,511,0.10879284649776454
Mouse_Thymus1,4,552,0.11752182243985523
Mouse_Thymus1,8,1,0.00021290185224611454
Mouse_Thymus1,9,172,0.036619118586331705
Mouse_Thymus2,1,439,0.10322125558429344
Mouse_Thymus2,2,855,0.20103456383729132
Mouse_Thymus2,5,1100,0.25864095932283093
Mouse_Thymus2,6,1033,0.24288737361862214
Mouse_Thymus2,7,411,0.09663766752880319
Mouse_Thymus2,8,332,0.07806254408652716
Mouse_Thymus2,9,83,0.01951563602163179
Mouse_Thymus3,1,519,0.11170899698665519
Mouse_Thymus3,2,944,0.20318553594489883
Mouse_Thymus3,5,1130,0.24321997417133018
Mouse_Thymus3,6,1138,0.2449418854928971
Mouse_Thymus3,7,478,0.10288420146362462
Mouse_Thymus3,8,348,0.07490314248816186
Mouse_Thymus3,9,89,0.0191562634524322
Mouse_Thymus4,1,513,0.12133396404919583
Mouse_Thymus4,2,877,0.2074266792809839
Mouse_Thymus4,5,1076,0.25449385052034057
Mouse_Thymus4,6,1013,0.23959318826868495
Mouse_Thymus4,7,348,0.08230842005676443
Mouse_Thymus4,8,316,0.07473982970671712
Mouse_Thymus4,9,85,0.02010406811731315
