mode,section,cluster,count,section_fraction
joint,Human_Lymph_Node_A1,0,720,0.2066590126291619
joint,Human_Lymph_Node_A1,1,459,0.1317451205510907
joint,Human_Lymph_Node_A1,2,210,0.06027554535017222
joint,Human_Lymph_Node_A1,3,402,0.11538461538461539
joint,Human_Lymph_Node_A1,4,341,0.0978760045924225
joint,Human_Lymph_Node_A1,5,534,0.15327210103329506
joint,Human_Lymph_Node_A1,6,381,0.10935706084959816
joint,Human_Lymph_Node_A1,7,235,0.067451205510907
joint,Human_Lymph_Node_A1,8,202,0.05797933409873708
joint,Human_Lymph_Node_D1,0,717,0.2134563858291158
joint,Human_Lymph_Node_D1,1,436,0.12980053587377197
joint,Human_Lymph_Node_D1,2,208,0.061923191426019646
joint,Human_Lymph_Node_D1,3,396,0.11789222983030664
joint,Human_Lymph_Node_D1,4,292,0.08693063411729682
joint,Human_Lymph_Node_D1,5,571,0.1699910687704674
joint,Human_Lymph_Node_D1,6,365,0.10866329264662102
joint,Human_Lymph_Node_D1,7,195,0.05805299196189342
joint,Human_Lymph_Node_D1,8,179,0.05328966954450729
