mode,section,cluster,count,section_fraction
joint,CRC_003,0,767,0.0046127292081381294
joint,CRC_003,1,8731,0.05250813391949675
joint,CRC_003,2,9523,0.05727121284106833
joint,CRC_003,3,13661,0.08215709740857234
joint,CRC_003,4,8585,0.05163009159304542
joint,CRC_003,5,11944,0.07183107908996325
joint,CRC_003,6,2713,0.01631595090179758
joint,CRC_003,7,2140,0.012869935469902994
joint,CRC_003,8,620,0.0037286728931494656
joint,CRC_003,9,6629,0.03986673001401259
joint,CRC_003,10,14992,0.09016171615176902
joint,CRC_003,11,3418,0.020555812820620765
joint,CRC_003,12,12155,0.07310003067134153
joint,CRC_003,13,8577,0.05158197968474672
joint,CRC_003,14,33193,0.19962232151985518
joint,CRC_003,15,8719,0.05243596605704869
joint,CRC_003,16,1965,0.01181748747586887
joint,CRC_003,17,6161,0.03705218337853848
joint,CRC_003,18,2063,0.01240685835252798
joint,CRC_003,19,9723,0.0584740105485359
joint,CRC_006,0,34074,0.07638283325300664
joint,CRC_006,1,21140,0.047389009067575295
joint,CRC_006,2,28039,0.06285432475145429
joint,CRC_006,3,17889,0.040101323709075425
joint,CRC_006,4,21631,0.04848967148253175
joint,CRC_006,5,18160,0.04070881762853204
joint,CRC_006,6,24689,0.05534471356997949
joint,CRC_006,7,26404,0.059189186159898675
joint,CRC_006,8,16538,0.03707282081171051
joint,CRC_006,9,21088,0.047272441968638966
joint,CRC_006,10,19366,0.04341227765386297
joint,CRC_006,11,18499,0.0414687454465977
joint,CRC_006,12,19261,0.043176901781010774
joint,CRC_006,13,33348,0.07475537721785719
joint,CRC_006,14,13087,0.029336800457301696
joint,CRC_006,15,17320,0.03882581064571448
joint,CRC_006,16,33269,0.07457828489447316
joint,CRC_006,17,13026,0.02920005828354947
joint,CRC_006,18,26419,0.05922281128459185
joint,CRC_006,19,22848,0.05121778993263767
