mode,section,cluster,count,section_fraction
independent,CRC_003,0,5527,0.03323931464586628
independent,CRC_003,1,6630,0.039872744002549934
independent,CRC_003,2,4435,0.026672039163093356
independent,CRC_003,3,7401,0.044509529164837414
independent,CRC_003,4,4832,0.02905959261241648
independent,CRC_003,5,5380,0.03235525833087762
independent,CRC_003,6,7693,0.04626561381774006
independent,CRC_003,7,7720,0.04642799150824819
independent,CRC_003,8,8847,0.053205756589827936
independent,CRC_003,9,5730,0.03446015431894587
independent,CRC_003,10,7690,0.04624757185212805
independent,CRC_003,11,7629,0.04588071855135044
independent,CRC_003,12,8215,0.04940491583423042
independent,CRC_003,13,8227,0.04947708369667848
independent,CRC_003,14,6260,0.03764756824373493
independent,CRC_003,15,7771,0.04673470492365241
independent,CRC_003,16,5329,0.03204854491547339
independent,CRC_003,17,6897,0.041478478942019135
independent,CRC_003,18,5815,0.034971343344619585
independent,CRC_003,19,6139,0.036919875630717046
independent,CRC_003,20,7894,0.04747442551374497
independent,CRC_003,21,9515,0.057223100932769624
independent,CRC_003,22,6479,0.038964631733411914
independent,CRC_003,23,2030,0.012208396730795832
independent,CRC_003,24,6194,0.03725064500027063
independent,CRC_006,0,21816,0.04890438135374752
independent,CRC_006,1,20401,0.04573241125769175
independent,CRC_006,2,12858,0.028823456886985954
independent,CRC_006,3,14365,0.03220166108115984
independent,CRC_006,4,21597,0.04841345453322723
independent,CRC_006,5,23303,0.05223775204833051
independent,CRC_006,6,17901,0.04012822380882996
independent,CRC_006,7,20217,0.04531994306145552
independent,CRC_006,8,22587,0.0506327127629765
independent,CRC_006,9,20686,0.04637128862686199
independent,CRC_006,10,17941,0.04021789080801175
independent,CRC_006,11,14956,0.03352649099407077
independent,CRC_006,12,10502,0.023542070635178606
independent,CRC_006,13,18653,0.04181396339344758
independent,CRC_006,14,15133,0.033923267465450185
independent,CRC_006,15,18898,0.04236317376343604
independent,CRC_006,16,16591,0.03719162958562638
independent,CRC_006,17,23134,0.05185890897678746
independent,CRC_006,18,7339,0.01645165267487867
independent,CRC_006,19,22014,0.04934823299969737
independent,CRC_006,20,16618,0.03725215481007409
independent,CRC_006,21,17664,0.03959694683867786
independent,CRC_006,22,17928,0.04018874903327767
independent,CRC_006,23,19327,0.04332485232966072
independent,CRC_006,24,13666,0.030634730270458085
