section,cluster,count,fraction
Human_Lymph_Node_A1,0,76,0.021814006888633754
Human_Lymph_Node_A1,1,391,0.11222732491389208
Human_Lymph_Node_A1,2,498,0.14293915040183697
Human_Lymph_Node_A1,3,358,0.10275545350172216
Human_Lymph_Node_A1,4,165,0.0473593570608496
Human_Lymph_Node_A1,5,145,0.04161882893226177
Human_Lymph_Node_A1,6,320,0.09184845005740529
Human_Lymph_Node_A1,7,248,0.0711825487944891
Human_Lymph_Node_A1,8,445,0.1277267508610792
Human_Lymph_Node_A1,9,364,0.1044776119402985
Human_Lymph_Node_A1,10,220,0.06314580941446613
Human_Lymph_Node_A1,11,254,0.07290470723306544
Human_Lymph_Node_D1,0,360,0.10717475439118786
Human_Lymph_Node_D1,1,381,0.11342661506400714
Human_Lymph_Node_D1,2,387,0.11521286097052694
Human_Lymph_Node_D1,3,202,0.06013694551949985
Human_Lymph_Node_D1,4,164,0.0488240547782078
Human_Lymph_Node_D1,5,349,0.10389997022923489
Human_Lymph_Node_D1,6,479,0.14260196487049717
Human_Lymph_Node_D1,7,227,0.06757963679666568
Human_Lymph_Node_D1,8,78,0.02322119678475737
Human_Lymph_Node_D1,9,132,0.03929740994343554
Human_Lymph_Node_D1,10,347,0.10330455492706163
Human_Lymph_Node_D1,11,253,0.07532003572491813
