mode,section,cluster,count,section_fraction
joint,CRC_003,0,24314,0.14622411729683243
joint,CRC_003,1,4077,0.024519031266726405
joint,CRC_003,2,11229,0.0675310772857667
joint,CRC_003,3,30974,0.1862772809555025
joint,CRC_003,4,55400,0.3331749649685168
joint,CRC_003,5,4798,0.028855117002146994
joint,CRC_003,6,16695,0.10040353863085537
joint,CRC_003,7,18792,0.11301487259365284
joint,CRC_006,0,45667,0.10237057129086853
joint,CRC_006,1,93710,0.21006736233313533
joint,CRC_006,2,40340,0.09042916867483383
joint,CRC_006,3,70208,0.1573835169638754
joint,CRC_006,4,37279,0.08356740156244746
joint,CRC_006,5,23617,0.052941637991907556
joint,CRC_006,6,79590,0.17841491162196393
joint,CRC_006,7,55684,0.12482542956096795
