mode,section,cluster,count,section_fraction
independent,CRC_003,0,17394,0.10460731661845453
independent,CRC_003,1,26038,0.15659223353520288
independent,CRC_003,2,15366,0.09241094786473338
independent,CRC_003,3,21763,0.13088243253808357
independent,CRC_003,4,27120,0.16309936913260242
independent,CRC_003,5,18319,0.11017025601549203
independent,CRC_003,6,30629,0.18420245491012094
independent,CRC_003,7,9650,0.05803498938531023
independent,CRC_006,0,47812,0.10717896412199195
independent,CRC_006,1,60748,0.1361772716573824
independent,CRC_006,2,49198,0.11028592564364093
independent,CRC_006,3,62913,0.1410304979880967
independent,CRC_006,4,68805,0.15423844696757416
independent,CRC_006,5,50800,0.11387708896087156
independent,CRC_006,6,52164,0.11693473363297055
independent,CRC_006,7,53655,0.12027707102747173
