row_index,selected_spot_index,cluster,x,y
0,0,6,59.0,19.0
1,1,3,14.0,94.0
2,2,6,43.0,9.0
3,3,4,47.0,13.0
4,4,4,42.0,28.0
5,5,2,52.0,42.0
6,6,1,37.0,19.0
7,7,1,35.0,79.0
8,8,3,4.0,108.0
9,9,3,14.0,118.0
10,10,3,8.0,110.0
11,11,5,23.0,113.0
12,12,2,45.0,67.0
13,13,9,45.0,19.0
14,14,9,0.0,92.0
15,15,6,10.0,48.0
16,16,6,29.0,15.0
17,17,4,55.0,55.0
18,18,7,24.0,62.0
19,19,3,24.0,26.0
20,20,2,10.0,106.0
21,21,4,51.0,27.0
22,22,0,10.0,52.0
23,23,3,37.0,15.0
24,24,0,14.0,88.0
25,25,9,47.0,69.0
26,26,7,44.0,56.0
27,27,3,21.0,111.0
28,28,2,13.0,69.0
29,29,0,49.0,17.0
30,30,3,33.0,51.0
31,31,7,34.0,58.0
32,32,8,14.0,86.0
33,33,7,26.0,94.0
34,34,7,55.0,31.0
35,35,3,15.0,119.0
36,36,7,6.0,90.0
37,37,0,47.0,33.0
38,38,0,28.0,42.0
39,39,7,61.0,37.0
40,40,9,29.0,25.0
41,41,3,9.0,65.0
42,42,4,45.0,21.0
43,43,0,59.0,31.0
44,44,2,15.0,67.0
45,45,7,29.0,31.0
46,46,8,27.0,99.0
47,47,0,17.0,113.0
48,48,9,36.0,24.0
49,49,7,6.0,92.0
50,50,6,15.0,39.0
51,51,3,56.0,14.0
52,52,5,40.0,96.0
53,53,7,8.0,70.0
54,54,4,24.0,70.0
55,55,9,12.0,64.0
56,56,6,54.0,68.0
57,57,6,16.0,92.0
58,58,0,15.0,53.0
59,59,1,24.0,76.0
60,60,3,20.0,104.0
61,61,3,23.0,65.0
62,62,2,47.0,39.0
63,63,2,48.0,42.0
64,64,8,24.0,40.0
65,65,9,9.0,83.0
66,66,2,36.0,74.0
67,67,8,55.0,61.0
68,68,2,38.0,44.0
69,69,8,12.0,92.0
70,70,0,35.0,93.0
71,71,1,53.0,41.0
72,72,4,9.0,111.0
73,73,7,16.0,66.0
74,74,7,20.0,66.0
75,75,7,3.0,89.0
76,76,9,29.0,27.0
77,77,6,22.0,124.0
78,78,6,20.0,126.0
79,79,8,60.0,54.0
80,80,9,1.0,95.0
81,81,7,36.0,68.0
82,82,4,27.0,27.0
83,83,2,35.0,77.0
84,84,4,39.0,29.0
85,85,7,36.0,80.0
86,86,2,59.0,39.0
87,87,9,26.0,90.0
88,88,6,53.0,69.0
89,89,6,65.0,23.0
90,90,6,19.0,125.0
91,91,3,12.0,126.0
92,92,2,9.0,97.0
93,93,1,57.0,35.0
94,94,7,50.0,68.0
95,95,2,35.0,73.0
96,96,0,28.0,48.0
97,97,4,27.0,87.0
98,98,8,24.0,38.0
99,99,9,30.0,46.0
100,100,6,63.0,21.0
101,101,9,26.0,92.0
102,102,4,60.0,26.0
103,103,4,25.0,81.0
104,104,7,19.0,47.0
105,105,8,33.0,31.0
106,106,6,21.0,125.0
107,107,8,41.0,25.0
108,108,6,62.0,48.0
109,109,7,49.0,27.0
110,110,4,18.0,104.0
111,111,3,46.0,34.0
