mode,section,cluster,count,section_fraction
independent,Mouse_Spleen1,0,312,0.12149532710280374
independent,Mouse_Spleen1,1,146,0.05685358255451713
independent,Mouse_Spleen1,2,241,0.09384735202492211
independent,Mouse_Spleen1,3,257,0.10007788161993769
independent,Mouse_Spleen1,4,274,0.10669781931464174
independent,Mouse_Spleen1,5,229,0.08917445482866043
independent,Mouse_Spleen1,6,283,0.110202492211838
independent,Mouse_Spleen1,7,258,0.10046728971962617
independent,Mouse_Spleen1,8,221,0.08605919003115264
independent,Mouse_Spleen1,9,347,0.1351246105919003
independent,Mouse_Spleen2,0,245,0.08851156069364162
independent,Mouse_Spleen2,1,270,0.09754335260115607
independent,Mouse_Spleen2,2,402,0.14523121387283236
independent,Mouse_Spleen2,3,215,0.07767341040462428
independent,Mouse_Spleen2,4,312,0.11271676300578035
independent,Mouse_Spleen2,5,337,0.1217485549132948
independent,Mouse_Spleen2,6,217,0.07839595375722544
independent,Mouse_Spleen2,7,244,0.08815028901734104
independent,Mouse_Spleen2,8,275,0.09934971098265896
independent,Mouse_Spleen2,9,251,0.0906791907514451
