section,cluster,count,fraction
dataset1,0,235,0.1103804603100047
dataset1,1,30,0.014091122592766557
dataset1,2,5,0.0023485204321277596
dataset1,3,668,0.3137623297322687
dataset1,4,356,0.16721465476749647
dataset1,5,218,0.10239549084077032
dataset1,6,179,0.08407703147017379
dataset1,7,30,0.014091122592766557
dataset1,8,183,0.085955847815876
dataset1,9,100,0.04697040864255519
dataset1,10,21,0.00986378581493659
dataset1,11,92,0.04321277595115078
dataset1,12,8,0.0037576326914044154
dataset1,13,4,0.0018788163457022077
dataset2,0,216,0.11082606464853771
dataset2,1,71,0.03642893791688045
dataset2,3,63,0.0323242688558235
dataset2,4,88,0.04515135967162647
dataset2,5,69,0.03540277065161621
dataset2,6,96,0.04925602873268343
dataset2,7,707,0.36275012827090813
dataset2,8,97,0.049769112365315546
dataset2,9,71,0.03642893791688045
dataset2,10,61,0.03129810159055926
dataset2,11,114,0.05849153412006157
dataset2,12,296,0.15187275525910723
dataset3,0,166,0.09341586944288126
dataset3,1,486,0.2734946539110861
dataset3,2,16,0.009003939223410242
dataset3,3,2,0.0011254924029262803
dataset3,4,4,0.0022509848058525606
dataset3,5,15,0.008441193021947102
dataset3,6,209,0.11761395610579628
dataset3,7,135,0.07597073719752391
dataset3,8,26,0.014631401238041642
dataset3,9,36,0.020258863252673044
dataset3,10,79,0.04445694991558807
dataset3,11,94,0.05289814293753517
dataset3,12,509,0.2864378165447383
dataset4,0,9,0.007125890736342043
dataset4,1,2,0.001583531274742676
dataset4,2,550,0.43547110055423593
dataset4,3,2,0.001583531274742676
dataset4,4,2,0.001583531274742676
dataset4,6,321,0.25415676959619954
dataset4,8,3,0.0023752969121140144
dataset4,10,25,0.01979414093428345
dataset4,13,349,0.276326207442597
