mode,k,section_ARI_diagnostic,section_NMI_diagnostic
joint,5,0.030548950487609677,0.06139956926658906
joint,6,0.015590641882163279,0.04450651118884566
joint,8,0.028293847237305134,0.05609462023973365
joint,10,0.011770748416411996,0.0555174278858992
joint,15,0.008235597314136438,0.04434365873672591
