mode,n_clusters,n_clusters_observed,cluster_asw,cluster_asw_scaled,dbi,calinski_harabasz,metric_n_obs,silhouette_sample_size,label_key,n_labeled,n_true_labels,ari,nmi,homogeneity,completeness,v_measure,label_asw,label_asw_scaled,section,spatial_neighbor_agreement
independent,2,2.0,0.1056177020072937,0.5528088510036469,2.9780023057362706,44369.39486849022,403563.0,10000.0,spatial_cluster,344594.0,8.0,0.1423065900326396,0.252391312402237,0.16739939663574058,0.5126980338019973,0.25239131240223706,0.06038723140954971,0.5301936157047749,section2,
independent_section_spatial,2,,,,,,,,cluster,,,,,,,,,,section2,0.9676634544461873
joint,3,3.0,0.0967925563454628,0.5483962781727314,2.931643703435753,100447.52767232449,1068962.0,10000.0,cell_type_common,956139.0,16.0,0.5785670105585486,0.40201298332080493,0.33368579402096116,0.5055273096838935,0.4020129833208049,0.02469717524945736,0.5123485876247287,,
joint,3,3.0,0.0967925563454628,0.5483962781727314,2.931643703435753,100447.52767232449,1068962.0,10000.0,spatial_cluster,344594.0,8.0,0.27852097532907966,0.4336625137841868,0.3248906902286003,0.6519232476023681,0.4336625137841868,0.06080184876918793,0.530400924384594,,
joint,3,3.0,0.0967925563454628,0.5483962781727314,2.931643703435753,100447.52767232449,1068962.0,10000.0,codex_coarse_label,665399.0,10.0,0.2554674893266065,0.1539145022103126,0.12765325900471655,0.19377943776323944,0.15391450221031264,-0.006588565185666084,0.49670571740716696,,
joint,3,3.0,0.0967925563454628,0.5483962781727314,2.931643703435753,100447.52767232449,1068962.0,10000.0,section,1068962.0,2.0,-0.0014660960229487645,0.0005190399136360077,0.0006803724234311225,0.0004195537295289825,0.0005190399136360078,0.00887122843414545,0.5044356142170727,,
joint_section_spatial,3,,,,,,,,cluster,,,,,,,,,,section1,0.9148906645987345
joint_section_spatial,3,,,,,,,,cluster,,,,,,,,,,section2,0.9163166593567795
independent,3,3.0,0.09508111327886581,0.5475405566394329,2.8612189308663596,64872.41650458811,665399.0,10000.0,cell_type_common,611545.0,16.0,0.4844459542377321,0.3315221617392509,0.27009720239656904,0.42910933964087905,0.3315221617392509,0.016841620206832886,0.5084208101034164,section1,
independent,3,3.0,0.09508111327886581,0.5475405566394329,2.8612189308663596,64872.41650458811,665399.0,10000.0,codex_coarse_label,665399.0,10.0,0.2531895701999305,0.16600705229116489,0.13779115093440436,0.2087542842621497,0.16600705229116489,-0.006558096967637539,0.49672095151618123,section1,
independent_section_spatial,3,,,,,,,,cluster,,,,,,,,,,section1,0.9024437467845108
independent,3,3.0,0.10622140765190125,0.5531107038259506,2.513623219876599,43245.50520788599,403563.0,10000.0,cell_type_common,344594.0,16.0,0.5056738390814947,0.3730438948562234,0.3392307347650604,0.4143440490836695,0.37304389485622347,-0.0017710962565615773,0.4991144518717192,section2,
independent,3,3.0,0.10622140765190125,0.5531107038259506,2.513623219876599,43245.50520788599,403563.0,10000.0,spatial_cluster,344594.0,8.0,0.2212199439307504,0.3365082754708176,0.25510004539239717,0.4942275270273782,0.3365082754708175,0.06038723140954971,0.5301936157047749,section2,
independent_section_spatial,3,,,,,,,,cluster,,,,,,,,,,section2,0.9266739848136062
joint,4,4.0,0.08143332600593567,0.5407166630029678,3.2749768138630873,82042.67785467212,1068962.0,10000.0,cell_type_common,956139.0,16.0,0.32549235821938716,0.3717851145205954,0.3460649883615477,0.4016353202762946,0.3717851145205954,0.02469717524945736,0.5123485876247287,,
joint,4,4.0,0.08143332600593567,0.5407166630029678,3.2749768138630873,82042.67785467212,1068962.0,10000.0,spatial_cluster,344594.0,8.0,0.3155646095057221,0.4505783412290038,0.37462911172039587,0.5651527732134921,0.4505783412290038,0.06080184876918793,0.530400924384594,,
joint,4,4.0,0.08143332600593567,0.5407166630029678,3.2749768138630873,82042.67785467212,1068962.0,10000.0,codex_coarse_label,665399.0,10.0,0.1347792296688298,0.14609191497137558,0.13391266549093125,0.1607081964972219,0.14609191497137555,-0.006588565185666084,0.49670571740716696,,
joint,4,4.0,0.08143332600593567,0.5407166630029678,3.2749768138630873,82042.67785467212,1068962.0,10000.0,section,1068962.0,2.0,0.008908945910985037,0.008211440502040661,0.012634018300541438,0.006082309094627296,0.008211440502040663,0.00887122843414545,0.5044356142170727,,
