mode,k,section,cluster,count,fraction
joint,17,section2,15,9323,0.02310172141648268
joint,17,section2,16,20978,0.05198197059690804
joint,18,section1,0,39134,0.05881283260119116
joint,18,section1,1,23067,0.03466641819419627
joint,18,section1,2,39979,0.06008274734407476
joint,18,section1,3,35229,0.05294417334561669
joint,18,section1,4,46684,0.07015940811452978
joint,18,section1,5,40914,0.06148791927850808
joint,18,section1,6,31666,0.047589491417931194
joint,18,section1,7,42505,0.06387896585357057
joint,18,section1,8,30390,0.04567184501329278
joint,18,section1,9,61297,0.09212066744915456
joint,18,section1,10,54760,0.08229648676959238
joint,18,section1,11,36021,0.05413443663125433
joint,18,section1,12,28312,0.04254890674617786
joint,18,section1,13,26186,0.03935383131023641
joint,18,section1,14,31413,0.04720926842390806
joint,18,section1,15,51886,0.07797727378610428
joint,18,section1,16,45743,0.06874521903399314
joint,18,section1,17,213,0.0003201086866676986
joint,18,section2,0,19019,0.047127709923853275
joint,18,section2,1,44798,0.11100621216513902
joint,18,section2,2,15252,0.03779335568424261
joint,18,section2,3,14993,0.037151572369122046
joint,18,section2,4,18192,0.04507846358561117
joint,18,section2,5,18976,0.04702115902597612
joint,18,section2,6,23160,0.05738880918220947
joint,18,section2,7,12298,0.03047355679286753
joint,18,section2,8,23755,0.05886317625748644
joint,18,section2,9,27358,0.06779115032844933
joint,18,section2,10,27800,0.06888639444151223
joint,18,section2,11,20588,0.05101557873244078
joint,18,section2,12,19951,0.049437138687144264
joint,18,section2,13,20719,0.05134018728178748
joint,18,section2,14,12093,0.02996558158205782
joint,18,section2,15,17948,0.04447384918835473
joint,18,section2,16,24755,0.061341104115094795
joint,18,section2,17,41908,0.10384500065665088
joint,19,section1,0,28389,0.04266462678783707
joint,19,section1,1,54721,0.08223787531992083
joint,19,section1,2,18590,0.02793812434343905
joint,19,section1,3,52795,0.07934337142075656
joint,19,section1,4,13882,0.02086267036770419
joint,19,section1,5,36591,0.0549910655110693
joint,19,section1,6,40340,0.06062527896795757
joint,19,section1,7,48101,0.07228895745259611
joint,19,section1,8,57055,0.08574554515411054
joint,19,section1,9,197,0.00029606296372552407
joint,19,section1,10,31663,0.04758498284487954
joint,19,section1,11,55168,0.08290965270461784
joint,19,section1,12,31753,0.04772024003642927
joint,19,section1,13,15956,0.023979597204083564
joint,19,section1,14,32975,0.04955673212613785
joint,19,section1,15,30922,0.04647136530112008
joint,19,section1,16,36322,0.05458679679410399
joint,19,section1,17,47521,0.07141729999594229
joint,19,section1,18,32458,0.04877975470356884
joint,19,section2,0,18532,0.04592095905719801
joint,19,section2,1,15147,0.03753317325919373
joint,19,section2,2,15732,0.03898276105589462
joint,19,section2,3,25592,0.06341512973191299
joint,19,section2,4,43131,0.1068755064265059
joint,19,section2,5,15277,0.03785530388068282
joint,19,section2,6,20073,0.04973944588577248
joint,19,section2,7,28332,0.07020465206175987
joint,19,section2,8,19119,0.04737550270961411
joint,19,section2,9,47282,0.11716138496343817
joint,19,section2,10,9618,0.023832710134477145
joint,19,section2,11,26713,0.06619288686029196
joint,19,section2,12,11712,0.02902149106830904
joint,19,section2,13,11119,0.027552079848747284
joint,19,section2,14,10216,0.02531451099332694
joint,19,section2,15,21278,0.052725348954190544
joint,19,section2,16,16772,0.04155980602780731
joint,19,section2,17,24550,0.06083312890428508
joint,19,section2,18,23368,0.057904218176592005
joint,2,section1,0,369722,0.5556395486016661
joint,2,section1,1,295677,0.4443604513983339
joint,2,section2,0,211301,0.5235886342405027
joint,2,section2,1,192262,0.4764113657594973
joint,20,section1,0,44010,0.06614076666781886
joint,20,section1,1,29962,0.045028621924589604
joint,20,section1,2,33158,0.04983175508228897
joint,20,section1,3,54542,0.08196886379450526
joint,20,section1,4,43769,0.06577857796600235
joint,20,section1,5,30239,0.045444913503026006
joint,20,section1,6,26614,0.03999705439893959
joint,20,section1,7,28299,0.04252936959628734
joint,20,section1,8,29786,0.04476411897222569
joint,20,section1,9,47977,0.07210260309979426
joint,20,section1,10,29125,0.0437707300431771
joint,20,section1,11,51443,0.07731150783214281
joint,20,section1,12,37542,0.056420283168444794
joint,20,section1,13,31788,0.04777284005536528
joint,20,section1,14,5869,0.0088202717467264
joint,20,section1,15,20834,0.03131053698607903
joint,20,section1,16,42255,0.06350325143259909
joint,20,section1,17,162,0.00024346294478951727
joint,20,section1,18,32584,0.04896911477173846
joint,20,section1,19,45441,0.06829135601345959
joint,20,section2,0,19533,0.04840136484266397
joint,20,section2,1,15850,0.0392751565430924
joint,20,section2,2,23306,0.05775058664942029
joint,20,section2,3,19061,0.04723178289387283
joint,20,section2,4,22603,0.05600860336552162
joint,20,section2,5,15529,0.038479741700800124
joint,20,section2,6,9914,0.024566176780329217
joint,20,section2,7,19741,0.048916773837046505
joint,20,section2,8,23207,0.057505271791517064
joint,20,section2,9,16296,0.04038031236758573
joint,20,section2,10,8197,0.020311574648815674
joint,20,section2,11,30439,0.07542564605774067
joint,20,section2,12,14540,0.03602907104962546
joint,20,section2,13,23238,0.05758208755510292
joint,20,section2,14,43404,0.10755198073163298
joint,20,section2,15,4912,0.012171581636572233
joint,20,section2,16,19534,0.04840384277052158
joint,20,section2,17,44876,0.11119949053803248
joint,20,section2,18,13962,0.034596828747927834
joint,20,section2,19,15421,0.03821212549217842
joint,3,section1,0,284290,0.4272474109519251
joint,3,section1,1,188640,0.2834990734882379
joint,3,section1,2,192469,0.289253515559837
joint,3,section2,0,184125,0.4562484667821381
joint,3,section2,1,111655,0.2766730349412607
joint,3,section2,2,107783,0.2670784982766012
joint,4,section1,0,149204,0.22423237786651318
joint,4,section1,1,120767,0.18149561390984958
joint,4,section1,2,207259,0.31148078070450963
joint,4,section1,3,188169,0.2827912275191276
joint,4,section2,0,87460,0.21671957042642662
joint,4,section2,1,114022,0.2825382901802197
joint,4,section2,2,119647,0.2964766343792667
joint,4,section2,3,82434,0.20426550501408702
joint,5,section1,0,138802,0.20859965223873195
joint,5,section1,1,125370,0.18841326782877643
joint,5,section1,2,117529,0.176629360729427
joint,5,section1,3,140096,0.21054435008168032
joint,5,section1,4,143602,0.21581336912138432
joint,5,section2,0,92644,0.22956514844026832
joint,5,section2,1,77014,0.19083513602584976
joint,5,section2,2,76171,0.1887462428418859
joint,5,section2,3,66946,0.16588735835544885
joint,5,section2,4,90788,0.2249661143365472
joint,6,section1,0,152736,0.22954047120599821
joint,6,section1,1,85036,0.12779700600692218
joint,6,section1,2,119749,0.17996570478765372
joint,6,section1,3,125162,0.18810067343052814
joint,6,section1,4,76994,0.11571102451311169
joint,6,section1,5,105722,0.1588851200557861
joint,6,section2,0,78543,0.19462388772013292
joint,6,section2,1,31857,0.07893934775982932
joint,6,section2,2,67359,0.1669107425606411
joint,6,section2,3,80842,0.20032064386477452
joint,6,section2,4,51267,0.12703592747600748
joint,6,section2,5,93695,0.2321694506186147
joint,7,section1,0,113251,0.1702001355577631
joint,7,section1,1,63079,0.09479875984183926
joint,7,section1,2,87602,0.1316533388237734
joint,7,section1,3,96381,0.14484692643060781
joint,7,section1,4,81210,0.12204707250837467
joint,7,section1,5,125770,0.1890144109023308
joint,7,section1,6,98106,0.147439355935311
joint,7,section2,0,85589,0.21208336740484138
joint,7,section2,1,39666,0.09828948639989295
joint,7,section2,2,50048,0.12401533341758288
joint,7,section2,3,48301,0.11968639345034109
joint,7,section2,4,54279,0.13449944618312382
joint,7,section2,5,62645,0.1552297906398753
joint,7,section2,6,63035,0.15619618250434256
joint,8,section1,0,48500,0.07288859766846659
joint,8,section1,1,89881,0.13507835148534938
joint,8,section1,2,100343,0.15080124857416377
joint,8,section1,3,82246,0.12360403306888047
joint,8,section1,4,42711,0.06418855453645106
joint,8,section1,5,117886,0.17716588092257426
joint,8,section1,6,75023,0.11274889201817255
joint,8,section1,7,108809,0.16352444172594188
joint,8,section2,0,22974,0.05692791460069432
joint,8,section2,1,35320,0.08752041193072704
joint,8,section2,2,53923,0.13361730386581525
joint,8,section2,3,83813,0.20768256752972894
joint,8,section2,4,29909,0.07411234429320825
joint,8,section2,5,73322,0.1816866263755597
joint,8,section2,6,46305,0.11474044944655482
joint,8,section2,7,57997,0.1437123819577117
joint,9,section1,0,81069,0.12183516957494676
joint,9,section1,1,100784,0.15146400881275746
joint,9,section1,2,55755,0.08379183016505885
joint,9,section1,3,68170,0.10244980831050242
joint,9,section1,4,65542,0.09850029831725025
joint,9,section1,5,79267,0.11912702002858436
joint,9,section1,6,50567,0.07599500450105877
joint,9,section1,7,68634,0.10314713427582549
joint,9,section1,8,95611,0.14368972601401564
joint,9,section2,0,41206,0.10210549530060982
joint,9,section2,1,50674,0.12556651625644571
joint,9,section2,2,36116,0.0894928425053833
joint,9,section2,3,37548,0.09304123519747846
joint,9,section2,4,41605,0.10309418851579555
joint,9,section2,5,40297,0.09985305887804383
joint,9,section2,6,34263,0.08490124218523502
joint,9,section2,7,73030,0.18096307144113807
joint,9,section2,8,48824,0.12098234971987025
