section,spot_index,obs_name,cluster,stage
Mouse_Thymus1,93,11_26,2,Mouse_Thymus1
Mouse_Thymus1,94,11_27,10,Mouse_Thymus1
Mouse_Thymus1,95,11_28,2,Mouse_Thymus1
Mouse_Thymus1,96,11_29,2,Mouse_Thymus1
Mouse_Thymus1,97,11_30,2,Mouse_Thymus1
Mouse_Thymus1,98,11_31,10,Mouse_Thymus1
Mouse_Thymus1,99,11_32,2,Mouse_Thymus1
Mouse_Thymus1,100,11_33,2,Mouse_Thymus1
Mouse_Thymus1,101,11_34,2,Mouse_Thymus1
Mouse_Thymus1,102,11_35,2,Mouse_Thymus1
Mouse_Thymus1,103,11_36,2,Mouse_Thymus1
Mouse_Thymus1,104,11_37,2,Mouse_Thymus1
Mouse_Thymus1,105,11_38,2,Mouse_Thymus1
Mouse_Thymus1,106,11_39,2,Mouse_Thymus1
Mouse_Thymus1,107,11_4,2,Mouse_Thymus1
Mouse_Thymus1,108,11_40,10,Mouse_Thymus1
Mouse_Thymus1,109,11_41,2,Mouse_Thymus1
Mouse_Thymus1,110,11_42,2,Mouse_Thymus1
Mouse_Thymus1,111,11_43,2,Mouse_Thymus1
Mouse_Thymus1,112,11_44,2,Mouse_Thymus1
Mouse_Thymus1,113,11_45,2,Mouse_Thymus1
Mouse_Thymus1,114,11_46,2,Mouse_Thymus1
Mouse_Thymus1,115,11_47,10,Mouse_Thymus1
Mouse_Thymus1,116,11_48,2,Mouse_Thymus1
Mouse_Thymus1,117,11_49,2,Mouse_Thymus1
Mouse_Thymus1,118,11_5,10,Mouse_Thymus1
Mouse_Thymus1,119,11_50,10,Mouse_Thymus1
Mouse_Thymus1,120,11_51,2,Mouse_Thymus1
Mouse_Thymus1,121,11_52,2,Mouse_Thymus1
Mouse_Thymus1,122,11_53,2,Mouse_Thymus1
Mouse_Thymus1,123,11_54,10,Mouse_Thymus1
Mouse_Thymus1,124,11_55,2,Mouse_Thymus1
Mouse_Thymus1,125,11_56,6,Mouse_Thymus1
Mouse_Thymus1,126,11_57,10,Mouse_Thymus1
Mouse_Thymus1,127,11_58,2,Mouse_Thymus1
Mouse_Thymus1,128,11_59,6,Mouse_Thymus1
Mouse_Thymus1,129,11_6,4,Mouse_Thymus1
Mouse_Thymus1,130,11_60,2,Mouse_Thymus1
Mouse_Thymus1,131,11_61,2,Mouse_Thymus1
Mouse_Thymus1,132,11_62,2,Mouse_Thymus1
Mouse_Thymus1,133,11_63,4,Mouse_Thymus1
Mouse_Thymus1,134,11_64,2,Mouse_Thymus1
Mouse_Thymus1,135,11_65,2,Mouse_Thymus1
Mouse_Thymus1,136,11_66,2,Mouse_Thymus1
Mouse_Thymus1,137,11_67,2,Mouse_Thymus1
Mouse_Thymus1,138,11_68,10,Mouse_Thymus1
Mouse_Thymus1,139,11_69,2,Mouse_Thymus1
Mouse_Thymus1,140,11_7,2,Mouse_Thymus1
Mouse_Thymus1,141,11_70,2,Mouse_Thymus1
Mouse_Thymus1,142,11_71,2,Mouse_Thymus1
Mouse_Thymus1,143,11_72,2,Mouse_Thymus1
Mouse_Thymus1,144,11_73,10,Mouse_Thymus1
Mouse_Thymus1,145,11_74,2,Mouse_Thymus1
Mouse_Thymus1,146,11_75,2,Mouse_Thymus1
Mouse_Thymus1,147,11_76,2,Mouse_Thymus1
Mouse_Thymus1,148,11_8,2,Mouse_Thymus1
Mouse_Thymus1,149,11_9,2,Mouse_Thymus1
Mouse_Thymus1,150,12_10,2,Mouse_Thymus1
Mouse_Thymus1,151,12_11,2,Mouse_Thymus1
Mouse_Thymus1,152,12_12,6,Mouse_Thymus1
Mouse_Thymus1,153,12_13,10,Mouse_Thymus1
Mouse_Thymus1,154,12_14,10,Mouse_Thymus1
Mouse_Thymus1,155,12_15,6,Mouse_Thymus1
Mouse_Thymus1,156,12_16,4,Mouse_Thymus1
Mouse_Thymus1,157,12_17,10,Mouse_Thymus1
Mouse_Thymus1,158,12_18,2,Mouse_Thymus1
Mouse_Thymus1,159,12_19,6,Mouse_Thymus1
Mouse_Thymus1,160,12_20,6,Mouse_Thymus1
Mouse_Thymus1,161,12_21,2,Mouse_Thymus1
Mouse_Thymus1,162,12_22,2,Mouse_Thymus1
Mouse_Thymus1,163,12_23,10,Mouse_Thymus1
Mouse_Thymus1,164,12_24,2,Mouse_Thymus1
Mouse_Thymus1,165,12_25,2,Mouse_Thymus1
Mouse_Thymus1,166,12_26,2,Mouse_Thymus1
Mouse_Thymus1,167,12_27,2,Mouse_Thymus1
Mouse_Thymus1,168,12_28,2,Mouse_Thymus1
Mouse_Thymus1,169,12_29,2,Mouse_Thymus1
Mouse_Thymus1,170,12_30,2,Mouse_Thymus1
Mouse_Thymus1,171,12_31,10,Mouse_Thymus1
Mouse_Thymus1,172,12_32,10,Mouse_Thymus1
Mouse_Thymus1,173,12_33,2,Mouse_Thymus1
Mouse_Thymus1,174,12_34,2,Mouse_Thymus1
Mouse_Thymus1,175,12_35,6,Mouse_Thymus1
Mouse_Thymus1,176,12_36,2,Mouse_Thymus1
Mouse_Thymus1,177,12_37,2,Mouse_Thymus1
Mouse_Thymus1,178,12_38,2,Mouse_Thymus1
Mouse_Thymus1,179,12_39,2,Mouse_Thymus1
Mouse_Thymus1,180,12_4,2,Mouse_Thymus1
Mouse_Thymus1,181,12_40,6,Mouse_Thymus1
Mouse_Thymus1,182,12_41,6,Mouse_Thymus1
Mouse_Thymus1,183,12_42,2,Mouse_Thymus1
Mouse_Thymus1,184,12_43,2,Mouse_Thymus1
Mouse_Thymus1,185,12_44,6,Mouse_Thymus1
Mouse_Thymus1,186,12_45,10,Mouse_Thymus1
Mouse_Thymus1,187,12_46,2,Mouse_Thymus1
Mouse_Thymus1,188,12_47,2,Mouse_Thymus1
Mouse_Thymus1,189,12_48,2,Mouse_Thymus1
Mouse_Thymus1,190,12_49,2,Mouse_Thymus1
Mouse_Thymus1,191,12_5,6,Mouse_Thymus1
Mouse_Thymus1,192,12_50,2,Mouse_Thymus1
Mouse_Thymus1,193,12_51,2,Mouse_Thymus1
Mouse_Thymus1,194,12_52,2,Mouse_Thymus1
Mouse_Thymus1,195,12_53,2,Mouse_Thymus1
Mouse_Thymus1,196,12_54,2,Mouse_Thymus1
Mouse_Thymus1,197,12_55,2,Mouse_Thymus1
Mouse_Thymus1,198,12_56,2,Mouse_Thymus1
Mouse_Thymus1,199,12_57,2,Mouse_Thymus1
Mouse_Thymus1,200,12_58,2,Mouse_Thymus1
Mouse_Thymus1,201,12_59,2,Mouse_Thymus1
Mouse_Thymus1,202,12_6,2,Mouse_Thymus1
Mouse_Thymus1,203,12_60,2,Mouse_Thymus1
Mouse_Thymus1,204,12_61,2,Mouse_Thymus1
Mouse_Thymus1,205,12_62,2,Mouse_Thymus1
Mouse_Thymus1,206,12_63,10,Mouse_Thymus1
Mouse_Thymus1,207,12_64,2,Mouse_Thymus1
Mouse_Thymus1,208,12_65,4,Mouse_Thymus1
Mouse_Thymus1,209,12_66,2,Mouse_Thymus1
Mouse_Thymus1,210,12_67,2,Mouse_Thymus1
Mouse_Thymus1,211,12_68,2,Mouse_Thymus1
Mouse_Thymus1,212,12_69,2,Mouse_Thymus1
Mouse_Thymus1,213,12_7,2,Mouse_Thymus1
Mouse_Thymus1,214,12_70,2,Mouse_Thymus1
Mouse_Thymus1,215,12_71,6,Mouse_Thymus1
Mouse_Thymus1,216,12_72,4,Mouse_Thymus1
Mouse_Thymus1,217,12_73,6,Mouse_Thymus1
Mouse_Thymus1,218,12_74,10,Mouse_Thymus1
Mouse_Thymus1,219,12_75,6,Mouse_Thymus1
Mouse_Thymus1,220,12_76,2,Mouse_Thymus1
Mouse_Thymus1,221,12_77,2,Mouse_Thymus1
Mouse_Thymus1,222,12_8,2,Mouse_Thymus1
Mouse_Thymus1,223,12_9,2,Mouse_Thymus1
Mouse_Thymus1,224,13_10,4,Mouse_Thymus1
Mouse_Thymus1,225,13_11,10,Mouse_Thymus1
Mouse_Thymus1,226,13_12,6,Mouse_Thymus1
Mouse_Thymus1,227,13_13,2,Mouse_Thymus1
Mouse_Thymus1,228,13_14,10,Mouse_Thymus1
Mouse_Thymus1,229,13_15,2,Mouse_Thymus1
Mouse_Thymus1,230,13_16,6,Mouse_Thymus1
Mouse_Thymus1,231,13_17,6,Mouse_Thymus1
Mouse_Thymus1,232,13_18,10,Mouse_Thymus1
Mouse_Thymus1,233,13_19,2,Mouse_Thymus1
Mouse_Thymus1,234,13_20,2,Mouse_Thymus1
Mouse_Thymus1,235,13_21,10,Mouse_Thymus1
Mouse_Thymus1,236,13_22,2,Mouse_Thymus1
Mouse_Thymus1,237,13_23,2,Mouse_Thymus1
Mouse_Thymus1,238,13_24,6,Mouse_Thymus1
Mouse_Thymus1,239,13_25,2,Mouse_Thymus1
Mouse_Thymus1,240,13_26,6,Mouse_Thymus1
Mouse_Thymus1,241,13_27,2,Mouse_Thymus1
Mouse_Thymus1,242,13_28,10,Mouse_Thymus1
Mouse_Thymus1,243,13_29,2,Mouse_Thymus1
Mouse_Thymus1,244,13_30,2,Mouse_Thymus1
Mouse_Thymus1,245,13_31,2,Mouse_Thymus1
Mouse_Thymus1,246,13_32,2,Mouse_Thymus1
Mouse_Thymus1,247,13_33,10,Mouse_Thymus1
Mouse_Thymus1,248,13_34,2,Mouse_Thymus1
Mouse_Thymus1,249,13_35,6,Mouse_Thymus1
Mouse_Thymus1,250,13_36,2,Mouse_Thymus1
Mouse_Thymus1,251,13_37,2,Mouse_Thymus1
Mouse_Thymus1,252,13_38,2,Mouse_Thymus1
Mouse_Thymus1,253,13_39,2,Mouse_Thymus1
Mouse_Thymus1,254,13_4,6,Mouse_Thymus1
Mouse_Thymus1,255,13_40,10,Mouse_Thymus1
Mouse_Thymus1,256,13_41,6,Mouse_Thymus1
Mouse_Thymus1,257,13_42,2,Mouse_Thymus1
Mouse_Thymus1,258,13_43,2,Mouse_Thymus1
Mouse_Thymus1,259,13_44,2,Mouse_Thymus1
Mouse_Thymus1,260,13_45,2,Mouse_Thymus1
Mouse_Thymus1,261,13_46,2,Mouse_Thymus1
Mouse_Thymus1,262,13_47,2,Mouse_Thymus1
Mouse_Thymus1,263,13_48,2,Mouse_Thymus1
Mouse_Thymus1,264,13_49,2,Mouse_Thymus1
Mouse_Thymus1,265,13_5,6,Mouse_Thymus1
Mouse_Thymus1,266,13_50,2,Mouse_Thymus1
Mouse_Thymus1,267,13_51,2,Mouse_Thymus1
Mouse_Thymus1,268,13_52,2,Mouse_Thymus1
Mouse_Thymus1,269,13_53,2,Mouse_Thymus1
Mouse_Thymus1,270,13_54,10,Mouse_Thymus1
Mouse_Thymus1,271,13_55,2,Mouse_Thymus1
Mouse_Thymus1,272,13_56,2,Mouse_Thymus1
Mouse_Thymus1,273,13_57,10,Mouse_Thymus1
Mouse_Thymus1,274,13_58,2,Mouse_Thymus1
Mouse_Thymus1,275,13_59,2,Mouse_Thymus1
Mouse_Thymus1,276,13_6,2,Mouse_Thymus1
Mouse_Thymus1,277,13_60,2,Mouse_Thymus1
Mouse_Thymus1,278,13_61,2,Mouse_Thymus1
Mouse_Thymus1,279,13_62,2,Mouse_Thymus1
Mouse_Thymus1,280,13_63,10,Mouse_Thymus1
Mouse_Thymus1,281,13_64,10,Mouse_Thymus1
Mouse_Thymus1,282,13_65,2,Mouse_Thymus1
Mouse_Thymus1,283,13_66,10,Mouse_Thymus1
Mouse_Thymus1,284,13_67,2,Mouse_Thymus1
Mouse_Thymus1,285,13_68,10,Mouse_Thymus1
Mouse_Thymus1,286,13_69,2,Mouse_Thymus1
Mouse_Thymus1,287,13_7,2,Mouse_Thymus1
Mouse_Thymus1,288,13_70,2,Mouse_Thymus1
Mouse_Thymus1,289,13_71,6,Mouse_Thymus1
Mouse_Thymus1,290,13_72,2,Mouse_Thymus1
Mouse_Thymus1,291,13_73,10,Mouse_Thymus1
Mouse_Thymus1,292,13_74,2,Mouse_Thymus1
Mouse_Thymus1,293,13_75,2,Mouse_Thymus1
Mouse_Thymus1,294,13_76,10,Mouse_Thymus1
Mouse_Thymus1,295,13_77,2,Mouse_Thymus1
Mouse_Thymus1,296,13_8,6,Mouse_Thymus1
Mouse_Thymus1,297,13_9,2,Mouse_Thymus1
Mouse_Thymus1,298,14_10,2,Mouse_Thymus1
Mouse_Thymus1,299,14_11,2,Mouse_Thymus1
Mouse_Thymus1,300,14_12,2,Mouse_Thymus1
Mouse_Thymus1,301,14_13,2,Mouse_Thymus1
Mouse_Thymus1,302,14_14,10,Mouse_Thymus1
Mouse_Thymus1,303,14_15,2,Mouse_Thymus1
Mouse_Thymus1,304,14_16,6,Mouse_Thymus1
Mouse_Thymus1,305,14_17,2,Mouse_Thymus1
Mouse_Thymus1,306,14_18,2,Mouse_Thymus1
Mouse_Thymus1,307,14_19,2,Mouse_Thymus1
Mouse_Thymus1,308,14_20,2,Mouse_Thymus1
Mouse_Thymus1,309,14_21,2,Mouse_Thymus1
Mouse_Thymus1,310,14_22,2,Mouse_Thymus1
Mouse_Thymus1,311,14_23,4,Mouse_Thymus1
Mouse_Thymus1,312,14_24,10,Mouse_Thymus1
Mouse_Thymus1,313,14_25,4,Mouse_Thymus1
Mouse_Thymus1,314,14_26,10,Mouse_Thymus1
Mouse_Thymus1,315,14_27,10,Mouse_Thymus1
Mouse_Thymus1,316,14_28,2,Mouse_Thymus1
Mouse_Thymus1,317,14_29,10,Mouse_Thymus1
Mouse_Thymus1,318,14_3,2,Mouse_Thymus1
Mouse_Thymus1,319,14_30,2,Mouse_Thymus1
Mouse_Thymus1,320,14_31,10,Mouse_Thymus1
Mouse_Thymus1,321,14_32,2,Mouse_Thymus1
Mouse_Thymus1,322,14_33,2,Mouse_Thymus1
Mouse_Thymus1,323,14_34,2,Mouse_Thymus1
Mouse_Thymus1,324,14_35,4,Mouse_Thymus1
Mouse_Thymus1,325,14_36,2,Mouse_Thymus1
Mouse_Thymus1,326,14_37,6,Mouse_Thymus1
Mouse_Thymus1,327,14_38,10,Mouse_Thymus1
Mouse_Thymus1,328,14_39,2,Mouse_Thymus1
Mouse_Thymus1,329,14_4,10,Mouse_Thymus1
Mouse_Thymus1,330,14_40,2,Mouse_Thymus1
Mouse_Thymus1,331,14_41,2,Mouse_Thymus1
Mouse_Thymus1,332,14_42,2,Mouse_Thymus1
Mouse_Thymus1,333,14_43,2,Mouse_Thymus1
Mouse_Thymus1,334,14_44,2,Mouse_Thymus1
Mouse_Thymus1,335,14_45,2,Mouse_Thymus1
Mouse_Thymus1,336,14_46,6,Mouse_Thymus1
Mouse_Thymus1,337,14_47,2,Mouse_Thymus1
Mouse_Thymus1,338,14_48,2,Mouse_Thymus1
Mouse_Thymus1,339,14_49,2,Mouse_Thymus1
Mouse_Thymus1,340,14_5,2,Mouse_Thymus1
Mouse_Thymus1,341,14_50,2,Mouse_Thymus1
Mouse_Thymus1,342,14_51,2,Mouse_Thymus1
Mouse_Thymus1,343,14_52,6,Mouse_Thymus1
Mouse_Thymus1,344,14_53,2,Mouse_Thymus1
Mouse_Thymus1,345,14_54,2,Mouse_Thymus1
Mouse_Thymus1,346,14_55,2,Mouse_Thymus1
Mouse_Thymus1,347,14_56,10,Mouse_Thymus1
Mouse_Thymus1,348,14_57,2,Mouse_Thymus1
Mouse_Thymus1,349,14_58,2,Mouse_Thymus1
Mouse_Thymus1,350,14_59,6,Mouse_Thymus1
Mouse_Thymus1,351,14_6,10,Mouse_Thymus1
Mouse_Thymus1,352,14_60,2,Mouse_Thymus1
Mouse_Thymus1,353,14_61,2,Mouse_Thymus1
Mouse_Thymus1,354,14_62,2,Mouse_Thymus1
Mouse_Thymus1,355,14_63,2,Mouse_Thymus1
Mouse_Thymus1,356,14_64,2,Mouse_Thymus1
Mouse_Thymus1,357,14_65,2,Mouse_Thymus1
Mouse_Thymus1,358,14_66,2,Mouse_Thymus1
Mouse_Thymus1,359,14_67,10,Mouse_Thymus1
Mouse_Thymus1,360,14_68,2,Mouse_Thymus1
Mouse_Thymus1,361,14_69,2,Mouse_Thymus1
Mouse_Thymus1,362,14_7,2,Mouse_Thymus1
Mouse_Thymus1,363,14_70,2,Mouse_Thymus1
Mouse_Thymus1,364,14_71,6,Mouse_Thymus1
Mouse_Thymus1,365,14_72,2,Mouse_Thymus1
Mouse_Thymus1,366,14_73,2,Mouse_Thymus1
Mouse_Thymus1,367,14_74,10,Mouse_Thymus1
Mouse_Thymus1,368,14_75,2,Mouse_Thymus1
Mouse_Thymus1,369,14_76,2,Mouse_Thymus1
Mouse_Thymus1,370,14_77,2,Mouse_Thymus1
Mouse_Thymus1,371,14_78,4,Mouse_Thymus1
Mouse_Thymus1,372,14_8,10,Mouse_Thymus1
Mouse_Thymus1,373,14_9,2,Mouse_Thymus1
Mouse_Thymus1,374,15_10,4,Mouse_Thymus1
Mouse_Thymus1,375,15_11,2,Mouse_Thymus1
Mouse_Thymus1,376,15_12,2,Mouse_Thymus1
Mouse_Thymus1,377,15_13,2,Mouse_Thymus1
Mouse_Thymus1,378,15_14,2,Mouse_Thymus1
Mouse_Thymus1,379,15_15,2,Mouse_Thymus1
Mouse_Thymus1,380,15_16,2,Mouse_Thymus1
Mouse_Thymus1,381,15_17,10,Mouse_Thymus1
Mouse_Thymus1,382,15_18,2,Mouse_Thymus1
Mouse_Thymus1,383,15_19,2,Mouse_Thymus1
Mouse_Thymus1,384,15_2,2,Mouse_Thymus1
Mouse_Thymus1,385,15_20,2,Mouse_Thymus1
Mouse_Thymus1,386,15_21,2,Mouse_Thymus1
Mouse_Thymus1,387,15_22,2,Mouse_Thymus1
Mouse_Thymus1,388,15_23,2,Mouse_Thymus1
Mouse_Thymus1,389,15_24,2,Mouse_Thymus1
Mouse_Thymus1,390,15_25,10,Mouse_Thymus1
Mouse_Thymus1,391,15_26,6,Mouse_Thymus1
Mouse_Thymus1,392,15_27,2,Mouse_Thymus1
Mouse_Thymus1,393,15_28,2,Mouse_Thymus1
Mouse_Thymus1,394,15_29,2,Mouse_Thymus1
Mouse_Thymus1,395,15_3,4,Mouse_Thymus1
Mouse_Thymus1,396,15_30,2,Mouse_Thymus1
Mouse_Thymus1,397,15_31,2,Mouse_Thymus1
Mouse_Thymus1,398,15_32,2,Mouse_Thymus1
Mouse_Thymus1,399,15_33,2,Mouse_Thymus1
Mouse_Thymus1,400,15_34,2,Mouse_Thymus1
Mouse_Thymus1,401,15_35,6,Mouse_Thymus1
Mouse_Thymus1,402,15_36,10,Mouse_Thymus1
Mouse_Thymus1,403,15_37,2,Mouse_Thymus1
Mouse_Thymus1,404,15_38,2,Mouse_Thymus1
Mouse_Thymus1,405,15_39,2,Mouse_Thymus1
Mouse_Thymus1,406,15_4,10,Mouse_Thymus1
Mouse_Thymus1,407,15_40,2,Mouse_Thymus1
Mouse_Thymus1,408,15_41,2,Mouse_Thymus1
Mouse_Thymus1,409,15_42,2,Mouse_Thymus1
Mouse_Thymus1,410,15_43,2,Mouse_Thymus1
Mouse_Thymus1,411,15_44,10,Mouse_Thymus1
Mouse_Thymus1,412,15_45,2,Mouse_Thymus1
Mouse_Thymus1,413,15_46,2,Mouse_Thymus1
Mouse_Thymus1,414,15_47,2,Mouse_Thymus1
Mouse_Thymus1,415,15_48,6,Mouse_Thymus1
Mouse_Thymus1,416,15_49,10,Mouse_Thymus1
Mouse_Thymus1,417,15_5,2,Mouse_Thymus1
Mouse_Thymus1,418,15_50,2,Mouse_Thymus1
Mouse_Thymus1,419,15_51,2,Mouse_Thymus1
Mouse_Thymus1,420,15_52,2,Mouse_Thymus1
Mouse_Thymus1,421,15_53,10,Mouse_Thymus1
Mouse_Thymus1,422,15_54,2,Mouse_Thymus1
Mouse_Thymus1,423,15_55,2,Mouse_Thymus1
Mouse_Thymus1,424,15_56,2,Mouse_Thymus1
Mouse_Thymus1,425,15_57,10,Mouse_Thymus1
Mouse_Thymus1,426,15_58,2,Mouse_Thymus1
Mouse_Thymus1,427,15_59,2,Mouse_Thymus1
Mouse_Thymus1,428,15_6,2,Mouse_Thymus1
Mouse_Thymus1,429,15_60,6,Mouse_Thymus1
Mouse_Thymus1,430,15_61,10,Mouse_Thymus1
Mouse_Thymus1,431,15_62,2,Mouse_Thymus1
Mouse_Thymus1,432,15_63,2,Mouse_Thymus1
Mouse_Thymus1,433,15_64,2,Mouse_Thymus1
Mouse_Thymus1,434,15_65,2,Mouse_Thymus1
Mouse_Thymus1,435,15_66,2,Mouse_Thymus1
Mouse_Thymus1,436,15_67,2,Mouse_Thymus1
Mouse_Thymus1,437,15_68,6,Mouse_Thymus1
Mouse_Thymus1,438,15_69,2,Mouse_Thymus1
Mouse_Thymus1,439,15_7,2,Mouse_Thymus1
Mouse_Thymus1,440,15_70,6,Mouse_Thymus1
Mouse_Thymus1,441,15_71,10,Mouse_Thymus1
Mouse_Thymus1,442,15_72,6,Mouse_Thymus1
Mouse_Thymus1,443,15_73,2,Mouse_Thymus1
Mouse_Thymus1,444,15_74,2,Mouse_Thymus1
Mouse_Thymus1,445,15_75,2,Mouse_Thymus1
Mouse_Thymus1,446,15_76,6,Mouse_Thymus1
Mouse_Thymus1,447,15_77,2,Mouse_Thymus1
Mouse_Thymus1,448,15_78,2,Mouse_Thymus1
Mouse_Thymus1,449,15_79,6,Mouse_Thymus1
Mouse_Thymus1,450,15_8,4,Mouse_Thymus1
Mouse_Thymus1,451,15_9,6,Mouse_Thymus1
Mouse_Thymus1,452,16_1,2,Mouse_Thymus1
Mouse_Thymus1,453,16_10,10,Mouse_Thymus1
Mouse_Thymus1,454,16_11,2,Mouse_Thymus1
Mouse_Thymus1,455,16_12,6,Mouse_Thymus1
Mouse_Thymus1,456,16_13,2,Mouse_Thymus1
Mouse_Thymus1,457,16_14,2,Mouse_Thymus1
Mouse_Thymus1,458,16_15,2,Mouse_Thymus1
Mouse_Thymus1,459,16_16,2,Mouse_Thymus1
Mouse_Thymus1,460,16_17,2,Mouse_Thymus1
Mouse_Thymus1,461,16_18,2,Mouse_Thymus1
Mouse_Thymus1,462,16_19,10,Mouse_Thymus1
Mouse_Thymus1,463,16_2,2,Mouse_Thymus1
Mouse_Thymus1,464,16_20,2,Mouse_Thymus1
