section,cluster,count,fraction
s1,0,343,0.1438758389261745
s1,1,292,0.12248322147651007
s1,2,254,0.10654362416107382
s1,3,200,0.08389261744966443
s1,4,153,0.06417785234899329
s1,5,237,0.09941275167785235
s1,6,274,0.11493288590604027
s1,7,631,0.2646812080536913
s2,0,433,0.15354609929078014
s2,1,395,0.1400709219858156
s2,2,335,0.11879432624113476
s2,3,230,0.08156028368794327
s2,4,133,0.047163120567375885
s2,5,271,0.09609929078014184
s2,6,404,0.14326241134751774
s2,7,619,0.2195035460992908
s3,0,304,0.11419984973703982
s3,1,404,0.1517655897821187
s3,2,299,0.11232156273478587
s3,3,192,0.07212622088655146
s3,4,137,0.05146506386175808
s3,5,374,0.14049586776859505
s3,6,289,0.10856498873027799
s3,7,663,0.24906085649887302
