section,cluster,count,fraction
Simulation1,0,159,0.12268518518518519
Simulation1,1,159,0.12268518518518519
Simulation1,2,214,0.16512345679012347
Simulation1,3,138,0.10648148148148148
Simulation1,4,134,0.10339506172839506
Simulation1,5,81,0.0625
Simulation1,6,143,0.11033950617283951
Simulation1,7,113,0.08719135802469136
Simulation1,8,51,0.03935185185185185
Simulation1,9,104,0.08024691358024691
Simulation2,0,159,0.12268518518518519
Simulation2,1,162,0.125
Simulation2,2,214,0.16512345679012347
Simulation2,3,139,0.10725308641975309
Simulation2,4,134,0.10339506172839506
Simulation2,5,80,0.06172839506172839
Simulation2,6,143,0.11033950617283951
Simulation2,7,113,0.08719135802469136
Simulation2,8,51,0.03935185185185185
Simulation2,9,101,0.0779320987654321
Simulation3,0,159,0.12268518518518519
Simulation3,1,159,0.12268518518518519
Simulation3,2,214,0.16512345679012347
Simulation3,3,138,0.10648148148148148
Simulation3,4,135,0.10416666666666667
Simulation3,5,80,0.06172839506172839
Simulation3,6,142,0.1095679012345679
Simulation3,7,113,0.08719135802469136
Simulation3,8,53,0.04089506172839506
Simulation3,9,103,0.07947530864197531
Simulation4,0,159,0.12268518518518519
Simulation4,1,160,0.12345679012345678
Simulation4,2,215,0.16589506172839505
Simulation4,3,138,0.10648148148148148
Simulation4,4,135,0.10416666666666667
Simulation4,5,81,0.0625
Simulation4,6,144,0.1111111111111111
Simulation4,7,113,0.08719135802469136
Simulation4,8,50,0.038580246913580245
Simulation4,9,101,0.0779320987654321
Simulation5,0,160,0.12345679012345678
Simulation5,1,156,0.12037037037037036
Simulation5,2,214,0.16512345679012347
Simulation5,3,138,0.10648148148148148
Simulation5,4,133,0.10262345679012345
Simulation5,5,81,0.0625
Simulation5,6,143,0.11033950617283951
Simulation5,7,113,0.08719135802469136
Simulation5,8,52,0.040123456790123455
Simulation5,9,106,0.08179012345679013
