section,spot_index,obs_name,cluster,stage
Mouse_Thymus2,39,109_39,1,Mouse_Thymus2
Mouse_Thymus2,40,48_25,6,Mouse_Thymus2
Mouse_Thymus2,41,43_26,6,Mouse_Thymus2
Mouse_Thymus2,42,111_50,2,Mouse_Thymus2
Mouse_Thymus2,43,94_52,2,Mouse_Thymus2
Mouse_Thymus2,44,91_17,1,Mouse_Thymus2
Mouse_Thymus2,45,112_46,1,Mouse_Thymus2
Mouse_Thymus2,46,37_55,7,Mouse_Thymus2
Mouse_Thymus2,47,79_19,1,Mouse_Thymus2
Mouse_Thymus2,48,82_47,5,Mouse_Thymus2
Mouse_Thymus2,49,83_4,2,Mouse_Thymus2
Mouse_Thymus2,50,95_18,2,Mouse_Thymus2
Mouse_Thymus2,51,103_32,1,Mouse_Thymus2
Mouse_Thymus2,52,61_41,2,Mouse_Thymus2
Mouse_Thymus2,53,28_43,1,Mouse_Thymus2
Mouse_Thymus2,54,63_26,6,Mouse_Thymus2
Mouse_Thymus2,55,118_46,2,Mouse_Thymus2
Mouse_Thymus2,56,24_35,7,Mouse_Thymus2
Mouse_Thymus2,57,46_33,5,Mouse_Thymus2
Mouse_Thymus2,58,78_36,1,Mouse_Thymus2
Mouse_Thymus2,59,76_46,5,Mouse_Thymus2
Mouse_Thymus2,60,30_39,2,Mouse_Thymus2
Mouse_Thymus2,61,88_37,5,Mouse_Thymus2
Mouse_Thymus2,62,79_25,1,Mouse_Thymus2
Mouse_Thymus2,63,42_26,5,Mouse_Thymus2
Mouse_Thymus2,64,93_28,6,Mouse_Thymus2
Mouse_Thymus2,65,42_39,1,Mouse_Thymus2
Mouse_Thymus2,66,13_42,5,Mouse_Thymus2
Mouse_Thymus2,67,20_37,2,Mouse_Thymus2
Mouse_Thymus2,68,101_40,1,Mouse_Thymus2
Mouse_Thymus2,69,108_25,5,Mouse_Thymus2
Mouse_Thymus2,70,13_39,5,Mouse_Thymus2
Mouse_Thymus2,71,91_9,2,Mouse_Thymus2
Mouse_Thymus2,72,63_41,2,Mouse_Thymus2
Mouse_Thymus2,73,107_34,1,Mouse_Thymus2
Mouse_Thymus2,74,120_45,2,Mouse_Thymus2
Mouse_Thymus2,75,90_10,2,Mouse_Thymus2
Mouse_Thymus2,76,62_11,2,Mouse_Thymus2
Mouse_Thymus2,77,26_34,5,Mouse_Thymus2
Mouse_Thymus2,78,59_29,1,Mouse_Thymus2
Mouse_Thymus2,79,107_43,6,Mouse_Thymus2
Mouse_Thymus2,80,100_42,2,Mouse_Thymus2
Mouse_Thymus2,81,94_41,5,Mouse_Thymus2
Mouse_Thymus2,82,79_27,1,Mouse_Thymus2
Mouse_Thymus2,83,95_33,6,Mouse_Thymus2
Mouse_Thymus2,84,49_48,2,Mouse_Thymus2
Mouse_Thymus2,85,81_35,2,Mouse_Thymus2
Mouse_Thymus2,86,72_9,5,Mouse_Thymus2
Mouse_Thymus2,87,81_11,2,Mouse_Thymus2
Mouse_Thymus2,88,22_55,5,Mouse_Thymus2
Mouse_Thymus2,89,88_33,2,Mouse_Thymus2
Mouse_Thymus2,90,36_24,7,Mouse_Thymus2
Mouse_Thymus2,91,106_22,5,Mouse_Thymus2
Mouse_Thymus2,92,97_41,2,Mouse_Thymus2
Mouse_Thymus2,93,86_51,2,Mouse_Thymus2
Mouse_Thymus2,94,56_16,2,Mouse_Thymus2
Mouse_Thymus2,95,39_38,6,Mouse_Thymus2
Mouse_Thymus2,96,83_36,6,Mouse_Thymus2
Mouse_Thymus2,97,99_58,2,Mouse_Thymus2
Mouse_Thymus2,98,24_56,6,Mouse_Thymus2
Mouse_Thymus2,99,48_40,1,Mouse_Thymus2
Mouse_Thymus2,100,85_18,1,Mouse_Thymus2
Mouse_Thymus2,101,82_52,2,Mouse_Thymus2
Mouse_Thymus2,102,75_37,1,Mouse_Thymus2
Mouse_Thymus2,103,65_29,6,Mouse_Thymus2
Mouse_Thymus2,104,64_23,5,Mouse_Thymus2
Mouse_Thymus2,105,93_46,2,Mouse_Thymus2
Mouse_Thymus2,106,64_18,6,Mouse_Thymus2
Mouse_Thymus2,107,10_46,2,Mouse_Thymus2
Mouse_Thymus2,108,85_7,5,Mouse_Thymus2
Mouse_Thymus2,109,33_25,2,Mouse_Thymus2
Mouse_Thymus2,110,32_39,2,Mouse_Thymus2
Mouse_Thymus2,111,88_45,2,Mouse_Thymus2
Mouse_Thymus2,112,78_4,2,Mouse_Thymus2
Mouse_Thymus2,113,120_39,7,Mouse_Thymus2
Mouse_Thymus2,114,21_44,1,Mouse_Thymus2
Mouse_Thymus2,115,57_29,1,Mouse_Thymus2
Mouse_Thymus2,116,84_10,2,Mouse_Thymus2
Mouse_Thymus2,117,121_48,2,Mouse_Thymus2
Mouse_Thymus2,118,92_33,2,Mouse_Thymus2
Mouse_Thymus2,119,83_7,2,Mouse_Thymus2
Mouse_Thymus2,120,103_28,1,Mouse_Thymus2
Mouse_Thymus2,121,105_49,2,Mouse_Thymus2
Mouse_Thymus2,122,97_20,1,Mouse_Thymus2
Mouse_Thymus2,123,72_32,6,Mouse_Thymus2
Mouse_Thymus2,124,40_26,6,Mouse_Thymus2
Mouse_Thymus2,125,91_48,2,Mouse_Thymus2
Mouse_Thymus2,126,91_50,2,Mouse_Thymus2
Mouse_Thymus2,127,78_47,5,Mouse_Thymus2
Mouse_Thymus2,128,39_40,1,Mouse_Thymus2
Mouse_Thymus2,129,79_26,1,Mouse_Thymus2
Mouse_Thymus2,130,34_33,2,Mouse_Thymus2
Mouse_Thymus2,131,77_5,2,Mouse_Thymus2
Mouse_Thymus2,132,31_47,1,Mouse_Thymus2
Mouse_Thymus2,133,67_22,1,Mouse_Thymus2
Mouse_Thymus2,134,122_57,5,Mouse_Thymus2
Mouse_Thymus2,135,92_20,6,Mouse_Thymus2
Mouse_Thymus2,136,18_43,1,Mouse_Thymus2
Mouse_Thymus2,137,37_40,1,Mouse_Thymus2
Mouse_Thymus2,138,21_42,5,Mouse_Thymus2
Mouse_Thymus2,139,32_38,2,Mouse_Thymus2
Mouse_Thymus2,140,43_28,1,Mouse_Thymus2
Mouse_Thymus2,141,43_32,5,Mouse_Thymus2
Mouse_Thymus2,142,86_55,2,Mouse_Thymus2
Mouse_Thymus2,143,88_31,2,Mouse_Thymus2
Mouse_Thymus2,144,89_32,5,Mouse_Thymus2
Mouse_Thymus2,145,29_48,1,Mouse_Thymus2
Mouse_Thymus2,146,39_29,6,Mouse_Thymus2
Mouse_Thymus2,147,98_15,2,Mouse_Thymus2
Mouse_Thymus2,148,119_65,2,Mouse_Thymus2
Mouse_Thymus2,149,115_60,6,Mouse_Thymus2
Mouse_Thymus2,150,27_36,2,Mouse_Thymus2
Mouse_Thymus2,151,98_46,2,Mouse_Thymus2
Mouse_Thymus2,152,101_28,1,Mouse_Thymus2
Mouse_Thymus2,153,66_24,1,Mouse_Thymus2
Mouse_Thymus2,154,54_16,2,Mouse_Thymus2
Mouse_Thymus2,155,116_61,6,Mouse_Thymus2
Mouse_Thymus2,156,86_15,1,Mouse_Thymus2
Mouse_Thymus2,157,39_25,2,Mouse_Thymus2
Mouse_Thymus2,158,29_45,1,Mouse_Thymus2
Mouse_Thymus2,159,95_49,2,Mouse_Thymus2
Mouse_Thymus2,160,17_45,1,Mouse_Thymus2
Mouse_Thymus2,161,108_46,1,Mouse_Thymus2
Mouse_Thymus2,162,89_5,2,Mouse_Thymus2
Mouse_Thymus2,163,61_32,1,Mouse_Thymus2
Mouse_Thymus2,164,114_32,2,Mouse_Thymus2
Mouse_Thymus2,165,106_25,2,Mouse_Thymus2
Mouse_Thymus2,166,42_33,2,Mouse_Thymus2
Mouse_Thymus2,167,47_32,6,Mouse_Thymus2
Mouse_Thymus2,168,59_14,2,Mouse_Thymus2
Mouse_Thymus2,169,68_35,1,Mouse_Thymus2
Mouse_Thymus2,170,79_17,2,Mouse_Thymus2
Mouse_Thymus2,171,42_30,1,Mouse_Thymus2
Mouse_Thymus2,172,99_45,2,Mouse_Thymus2
Mouse_Thymus2,173,79_52,2,Mouse_Thymus2
Mouse_Thymus2,174,31_45,1,Mouse_Thymus2
Mouse_Thymus2,175,94_46,2,Mouse_Thymus2
Mouse_Thymus2,176,97_55,2,Mouse_Thymus2
Mouse_Thymus2,177,85_15,1,Mouse_Thymus2
Mouse_Thymus2,178,76_49,2,Mouse_Thymus2
Mouse_Thymus2,179,85_30,5,Mouse_Thymus2
Mouse_Thymus2,180,21_43,1,Mouse_Thymus2
Mouse_Thymus2,181,67_39,2,Mouse_Thymus2
Mouse_Thymus2,182,33_56,7,Mouse_Thymus2
Mouse_Thymus2,183,35_31,6,Mouse_Thymus2
Mouse_Thymus2,184,84_49,2,Mouse_Thymus2
Mouse_Thymus2,185,46_35,6,Mouse_Thymus2
Mouse_Thymus2,186,38_30,5,Mouse_Thymus2
Mouse_Thymus2,187,64_29,1,Mouse_Thymus2
Mouse_Thymus2,188,44_18,2,Mouse_Thymus2
Mouse_Thymus2,189,116_38,2,Mouse_Thymus2
Mouse_Thymus2,190,53_20,1,Mouse_Thymus2
Mouse_Thymus2,191,91_27,2,Mouse_Thymus2
Mouse_Thymus2,192,75_10,2,Mouse_Thymus2
Mouse_Thymus2,193,40_36,6,Mouse_Thymus2
Mouse_Thymus2,194,84_34,2,Mouse_Thymus2
Mouse_Thymus2,195,33_37,6,Mouse_Thymus2
Mouse_Thymus2,196,87_36,5,Mouse_Thymus2
Mouse_Thymus2,197,116_52,6,Mouse_Thymus2
Mouse_Thymus2,198,76_8,2,Mouse_Thymus2
Mouse_Thymus2,199,100_22,1,Mouse_Thymus2
Mouse_Thymus2,200,99_37,1,Mouse_Thymus2
Mouse_Thymus2,201,98_53,2,Mouse_Thymus2
Mouse_Thymus2,202,110_30,2,Mouse_Thymus2
Mouse_Thymus2,203,114_33,5,Mouse_Thymus2
Mouse_Thymus2,204,92_48,2,Mouse_Thymus2
Mouse_Thymus2,205,92_11,2,Mouse_Thymus2
Mouse_Thymus2,206,97_22,1,Mouse_Thymus2
Mouse_Thymus2,207,37_54,2,Mouse_Thymus2
Mouse_Thymus2,208,60_22,1,Mouse_Thymus2
Mouse_Thymus2,209,118_47,6,Mouse_Thymus2
Mouse_Thymus2,210,88_27,2,Mouse_Thymus2
Mouse_Thymus2,211,106_49,2,Mouse_Thymus2
Mouse_Thymus2,212,29_49,2,Mouse_Thymus2
Mouse_Thymus2,213,123_59,2,Mouse_Thymus2
Mouse_Thymus2,214,112_50,2,Mouse_Thymus2
Mouse_Thymus2,215,80_23,1,Mouse_Thymus2
Mouse_Thymus2,216,41_48,6,Mouse_Thymus2
Mouse_Thymus2,217,48_18,2,Mouse_Thymus2
Mouse_Thymus2,218,28_39,2,Mouse_Thymus2
Mouse_Thymus2,219,53_14,7,Mouse_Thymus2
Mouse_Thymus2,220,32_42,1,Mouse_Thymus2
Mouse_Thymus2,221,106_52,2,Mouse_Thymus2
Mouse_Thymus2,222,33_30,2,Mouse_Thymus2
Mouse_Thymus2,223,65_16,2,Mouse_Thymus2
Mouse_Thymus2,224,65_38,2,Mouse_Thymus2
Mouse_Thymus2,225,68_32,6,Mouse_Thymus2
Mouse_Thymus2,226,50_43,2,Mouse_Thymus2
Mouse_Thymus2,227,111_31,5,Mouse_Thymus2
Mouse_Thymus2,228,13_48,6,Mouse_Thymus2
Mouse_Thymus2,229,50_20,2,Mouse_Thymus2
Mouse_Thymus2,230,105_44,2,Mouse_Thymus2
Mouse_Thymus2,231,47_26,5,Mouse_Thymus2
Mouse_Thymus2,232,11_41,2,Mouse_Thymus2
Mouse_Thymus2,233,58_17,2,Mouse_Thymus2
Mouse_Thymus2,234,93_15,5,Mouse_Thymus2
Mouse_Thymus2,235,118_54,1,Mouse_Thymus2
Mouse_Thymus2,236,22_49,6,Mouse_Thymus2
Mouse_Thymus2,237,98_17,5,Mouse_Thymus2
Mouse_Thymus2,238,94_58,2,Mouse_Thymus2
Mouse_Thymus2,239,42_44,1,Mouse_Thymus2
Mouse_Thymus2,240,115_46,1,Mouse_Thymus2
Mouse_Thymus2,241,37_46,1,Mouse_Thymus2
Mouse_Thymus2,242,87_56,2,Mouse_Thymus2
Mouse_Thymus2,243,47_18,2,Mouse_Thymus2
Mouse_Thymus2,244,81_48,2,Mouse_Thymus2
Mouse_Thymus2,245,8_44,2,Mouse_Thymus2
Mouse_Thymus2,246,123_69,2,Mouse_Thymus2
Mouse_Thymus2,247,83_29,1,Mouse_Thymus2
Mouse_Thymus2,248,59_42,7,Mouse_Thymus2
Mouse_Thymus2,249,110_32,2,Mouse_Thymus2
Mouse_Thymus2,250,67_40,5,Mouse_Thymus2
Mouse_Thymus2,251,87_2,7,Mouse_Thymus2
Mouse_Thymus2,252,74_7,2,Mouse_Thymus2
Mouse_Thymus2,253,92_34,5,Mouse_Thymus2
Mouse_Thymus2,254,116_37,2,Mouse_Thymus2
Mouse_Thymus2,255,43_40,1,Mouse_Thymus2
Mouse_Thymus2,256,20_39,2,Mouse_Thymus2
Mouse_Thymus2,257,102_54,2,Mouse_Thymus2
Mouse_Thymus2,258,44_17,7,Mouse_Thymus2
Mouse_Thymus2,259,94_37,2,Mouse_Thymus2
Mouse_Thymus2,260,30_49,6,Mouse_Thymus2
Mouse_Thymus2,261,98_14,2,Mouse_Thymus2
Mouse_Thymus2,262,109_51,2,Mouse_Thymus2
Mouse_Thymus2,263,19_52,5,Mouse_Thymus2
Mouse_Thymus2,264,89_35,5,Mouse_Thymus2
Mouse_Thymus2,265,100_10,2,Mouse_Thymus2
Mouse_Thymus2,266,106_24,2,Mouse_Thymus2
Mouse_Thymus2,267,95_13,5,Mouse_Thymus2
Mouse_Thymus2,268,91_21,1,Mouse_Thymus2
Mouse_Thymus2,269,111_55,2,Mouse_Thymus2
Mouse_Thymus2,270,104_38,1,Mouse_Thymus2
Mouse_Thymus2,271,15_41,5,Mouse_Thymus2
Mouse_Thymus2,272,77_28,1,Mouse_Thymus2
Mouse_Thymus2,273,83_45,2,Mouse_Thymus2
Mouse_Thymus2,274,70_44,7,Mouse_Thymus2
Mouse_Thymus2,275,45_32,5,Mouse_Thymus2
Mouse_Thymus2,276,92_17,1,Mouse_Thymus2
Mouse_Thymus2,277,63_9,7,Mouse_Thymus2
Mouse_Thymus2,278,83_0,5,Mouse_Thymus2
Mouse_Thymus2,279,81_40,1,Mouse_Thymus2
Mouse_Thymus2,280,42_24,6,Mouse_Thymus2
Mouse_Thymus2,281,120_61,1,Mouse_Thymus2
Mouse_Thymus2,282,118_38,6,Mouse_Thymus2
Mouse_Thymus2,283,54_30,5,Mouse_Thymus2
Mouse_Thymus2,284,122_50,2,Mouse_Thymus2
Mouse_Thymus2,285,82_38,6,Mouse_Thymus2
Mouse_Thymus2,286,80_32,6,Mouse_Thymus2
Mouse_Thymus2,287,123_61,2,Mouse_Thymus2
Mouse_Thymus2,288,98_31,5,Mouse_Thymus2
Mouse_Thymus2,289,91_6,2,Mouse_Thymus2
Mouse_Thymus2,290,82_32,2,Mouse_Thymus2
Mouse_Thymus2,291,54_14,6,Mouse_Thymus2
Mouse_Thymus2,292,55_20,2,Mouse_Thymus2
Mouse_Thymus2,293,71_45,7,Mouse_Thymus2
Mouse_Thymus2,294,30_46,1,Mouse_Thymus2
Mouse_Thymus2,295,76_29,1,Mouse_Thymus2
Mouse_Thymus2,296,59_41,2,Mouse_Thymus2
Mouse_Thymus2,297,24_41,2,Mouse_Thymus2
Mouse_Thymus2,298,110_34,2,Mouse_Thymus2
Mouse_Thymus2,299,94_24,1,Mouse_Thymus2
Mouse_Thymus2,300,48_43,1,Mouse_Thymus2
Mouse_Thymus2,301,108_40,1,Mouse_Thymus2
Mouse_Thymus2,302,97_31,1,Mouse_Thymus2
Mouse_Thymus2,303,74_46,2,Mouse_Thymus2
Mouse_Thymus2,304,41_39,1,Mouse_Thymus2
Mouse_Thymus2,305,88_21,1,Mouse_Thymus2
Mouse_Thymus2,306,99_35,1,Mouse_Thymus2
Mouse_Thymus2,307,30_42,1,Mouse_Thymus2
Mouse_Thymus2,308,82_36,2,Mouse_Thymus2
Mouse_Thymus2,309,56_37,6,Mouse_Thymus2
Mouse_Thymus2,310,110_48,2,Mouse_Thymus2
Mouse_Thymus2,311,54_35,6,Mouse_Thymus2
Mouse_Thymus2,312,100_51,2,Mouse_Thymus2
Mouse_Thymus2,313,94_22,1,Mouse_Thymus2
Mouse_Thymus2,314,30_41,1,Mouse_Thymus2
Mouse_Thymus2,315,39_22,2,Mouse_Thymus2
Mouse_Thymus2,316,55_38,6,Mouse_Thymus2
Mouse_Thymus2,317,96_32,5,Mouse_Thymus2
Mouse_Thymus2,318,122_52,2,Mouse_Thymus2
Mouse_Thymus2,319,49_20,2,Mouse_Thymus2
Mouse_Thymus2,320,18_48,5,Mouse_Thymus2
Mouse_Thymus2,321,107_47,2,Mouse_Thymus2
Mouse_Thymus2,322,47_23,5,Mouse_Thymus2
Mouse_Thymus2,323,83_20,1,Mouse_Thymus2
Mouse_Thymus2,324,98_29,2,Mouse_Thymus2
Mouse_Thymus2,325,55_42,6,Mouse_Thymus2
Mouse_Thymus2,326,101_54,2,Mouse_Thymus2
Mouse_Thymus2,327,75_13,5,Mouse_Thymus2
Mouse_Thymus2,328,117_40,5,Mouse_Thymus2
Mouse_Thymus2,329,72_11,5,Mouse_Thymus2
Mouse_Thymus2,330,6_42,5,Mouse_Thymus2
Mouse_Thymus2,331,110_50,6,Mouse_Thymus2
Mouse_Thymus2,332,83_52,2,Mouse_Thymus2
Mouse_Thymus2,333,54_27,1,Mouse_Thymus2
Mouse_Thymus2,334,43_36,6,Mouse_Thymus2
Mouse_Thymus2,335,80_27,6,Mouse_Thymus2
Mouse_Thymus2,336,91_22,1,Mouse_Thymus2
Mouse_Thymus2,337,92_39,2,Mouse_Thymus2
Mouse_Thymus2,338,89_25,5,Mouse_Thymus2
Mouse_Thymus2,339,91_13,2,Mouse_Thymus2
Mouse_Thymus2,340,12_40,2,Mouse_Thymus2
Mouse_Thymus2,341,65_31,1,Mouse_Thymus2
Mouse_Thymus2,342,114_38,2,Mouse_Thymus2
Mouse_Thymus2,343,97_18,5,Mouse_Thymus2
Mouse_Thymus2,344,89_41,2,Mouse_Thymus2
Mouse_Thymus2,345,25_34,2,Mouse_Thymus2
Mouse_Thymus2,346,76_33,1,Mouse_Thymus2
Mouse_Thymus2,347,101_35,1,Mouse_Thymus2
Mouse_Thymus2,348,29_54,6,Mouse_Thymus2
Mouse_Thymus2,349,79_50,2,Mouse_Thymus2
Mouse_Thymus2,350,20_49,6,Mouse_Thymus2
Mouse_Thymus2,351,86_38,2,Mouse_Thymus2
Mouse_Thymus2,352,113_57,2,Mouse_Thymus2
Mouse_Thymus2,353,31_32,6,Mouse_Thymus2
Mouse_Thymus2,354,116_49,1,Mouse_Thymus2
Mouse_Thymus2,355,96_54,2,Mouse_Thymus2
Mouse_Thymus2,356,23_53,2,Mouse_Thymus2
Mouse_Thymus2,357,79_21,1,Mouse_Thymus2
Mouse_Thymus2,358,89_40,2,Mouse_Thymus2
Mouse_Thymus2,359,99_50,2,Mouse_Thymus2
Mouse_Thymus2,360,10_43,2,Mouse_Thymus2
Mouse_Thymus2,361,23_41,2,Mouse_Thymus2
Mouse_Thymus2,362,92_10,2,Mouse_Thymus2
Mouse_Thymus2,363,34_44,1,Mouse_Thymus2
Mouse_Thymus2,364,55_35,1,Mouse_Thymus2
Mouse_Thymus2,365,98_7,5,Mouse_Thymus2
Mouse_Thymus2,366,90_44,2,Mouse_Thymus2
Mouse_Thymus2,367,91_46,2,Mouse_Thymus2
Mouse_Thymus2,368,81_46,2,Mouse_Thymus2
Mouse_Thymus2,369,57_42,5,Mouse_Thymus2
Mouse_Thymus2,370,69_7,2,Mouse_Thymus2
Mouse_Thymus2,371,81_33,2,Mouse_Thymus2
Mouse_Thymus2,372,84_3,2,Mouse_Thymus2
Mouse_Thymus2,373,49_31,6,Mouse_Thymus2
Mouse_Thymus2,374,50_22,5,Mouse_Thymus2
Mouse_Thymus2,375,95_56,2,Mouse_Thymus2
Mouse_Thymus2,376,39_47,6,Mouse_Thymus2
Mouse_Thymus2,377,65_12,5,Mouse_Thymus2
Mouse_Thymus2,378,76_43,5,Mouse_Thymus2
Mouse_Thymus2,379,83_25,5,Mouse_Thymus2
Mouse_Thymus2,380,90_40,2,Mouse_Thymus2
Mouse_Thymus2,381,112_54,5,Mouse_Thymus2
Mouse_Thymus2,382,12_41,2,Mouse_Thymus2
Mouse_Thymus2,383,84_50,5,Mouse_Thymus2
Mouse_Thymus2,384,49_45,2,Mouse_Thymus2
Mouse_Thymus2,385,117_38,2,Mouse_Thymus2
Mouse_Thymus2,386,41_35,2,Mouse_Thymus2
Mouse_Thymus2,387,32_32,6,Mouse_Thymus2
Mouse_Thymus2,388,103_35,1,Mouse_Thymus2
Mouse_Thymus2,389,33_26,2,Mouse_Thymus2
Mouse_Thymus2,390,87_35,2,Mouse_Thymus2
Mouse_Thymus2,391,17_41,2,Mouse_Thymus2
Mouse_Thymus2,392,99_36,1,Mouse_Thymus2
Mouse_Thymus2,393,30_30,6,Mouse_Thymus2
Mouse_Thymus2,394,40_35,6,Mouse_Thymus2
Mouse_Thymus2,395,59_20,5,Mouse_Thymus2
Mouse_Thymus2,396,90_55,2,Mouse_Thymus2
Mouse_Thymus2,397,119_57,6,Mouse_Thymus2
Mouse_Thymus2,398,80_18,1,Mouse_Thymus2
Mouse_Thymus2,399,69_26,1,Mouse_Thymus2
Mouse_Thymus2,400,89_18,1,Mouse_Thymus2
Mouse_Thymus2,401,95_32,5,Mouse_Thymus2
Mouse_Thymus2,402,109_30,2,Mouse_Thymus2
Mouse_Thymus2,403,27_47,1,Mouse_Thymus2
Mouse_Thymus2,404,98_32,1,Mouse_Thymus2
Mouse_Thymus2,405,97_58,2,Mouse_Thymus2
Mouse_Thymus2,406,56_36,6,Mouse_Thymus2
Mouse_Thymus2,407,92_36,2,Mouse_Thymus2
Mouse_Thymus2,408,79_22,1,Mouse_Thymus2
Mouse_Thymus2,409,63_27,6,Mouse_Thymus2
Mouse_Thymus2,410,99_27,1,Mouse_Thymus2
Mouse_Thymus2,411,105_30,5,Mouse_Thymus2
Mouse_Thymus2,412,101_49,2,Mouse_Thymus2
Mouse_Thymus2,413,34_34,2,Mouse_Thymus2
Mouse_Thymus2,414,16_53,5,Mouse_Thymus2
Mouse_Thymus2,415,47_43,1,Mouse_Thymus2
Mouse_Thymus2,416,24_45,1,Mouse_Thymus2
Mouse_Thymus2,417,113_64,2,Mouse_Thymus2
Mouse_Thymus2,418,24_55,5,Mouse_Thymus2
Mouse_Thymus2,419,39_42,1,Mouse_Thymus2
Mouse_Thymus2,420,37_26,2,Mouse_Thymus2
Mouse_Thymus2,421,74_19,5,Mouse_Thymus2
Mouse_Thymus2,422,20_55,5,Mouse_Thymus2
Mouse_Thymus2,423,16_44,1,Mouse_Thymus2
Mouse_Thymus2,424,95_37,5,Mouse_Thymus2
Mouse_Thymus2,425,122_51,2,Mouse_Thymus2
Mouse_Thymus2,426,51_27,1,Mouse_Thymus2
Mouse_Thymus2,427,97_48,5,Mouse_Thymus2
Mouse_Thymus2,428,76_26,1,Mouse_Thymus2
Mouse_Thymus2,429,73_15,2,Mouse_Thymus2
Mouse_Thymus2,430,71_9,5,Mouse_Thymus2
Mouse_Thymus2,431,118_43,2,Mouse_Thymus2
Mouse_Thymus2,432,55_36,6,Mouse_Thymus2
Mouse_Thymus2,433,11_46,5,Mouse_Thymus2
Mouse_Thymus2,434,26_41,6,Mouse_Thymus2
Mouse_Thymus2,435,66_23,6,Mouse_Thymus2
Mouse_Thymus2,436,79_2,5,Mouse_Thymus2
Mouse_Thymus2,437,111_30,2,Mouse_Thymus2
Mouse_Thymus2,438,34_27,2,Mouse_Thymus2
Mouse_Thymus2,439,111_32,6,Mouse_Thymus2
Mouse_Thymus2,440,80_34,2,Mouse_Thymus2
Mouse_Thymus2,441,5_48,7,Mouse_Thymus2
Mouse_Thymus2,442,76_15,6,Mouse_Thymus2
Mouse_Thymus2,443,72_6,2,Mouse_Thymus2
Mouse_Thymus2,444,118_42,2,Mouse_Thymus2
Mouse_Thymus2,445,94_21,6,Mouse_Thymus2
Mouse_Thymus2,446,122_68,2,Mouse_Thymus2
Mouse_Thymus2,447,63_25,1,Mouse_Thymus2
Mouse_Thymus2,448,109_32,2,Mouse_Thymus2
Mouse_Thymus2,449,91_20,1,Mouse_Thymus2
Mouse_Thymus2,450,59_39,2,Mouse_Thymus2
Mouse_Thymus2,451,112_36,2,Mouse_Thymus2
Mouse_Thymus2,452,111_49,6,Mouse_Thymus2
Mouse_Thymus2,453,59_22,6,Mouse_Thymus2
Mouse_Thymus2,454,76_5,2,Mouse_Thymus2
Mouse_Thymus2,455,33_51,2,Mouse_Thymus2
Mouse_Thymus2,456,104_55,2,Mouse_Thymus2
Mouse_Thymus2,457,82_5,2,Mouse_Thymus2
Mouse_Thymus2,458,95_30,5,Mouse_Thymus2
Mouse_Thymus2,459,70_27,1,Mouse_Thymus2
Mouse_Thymus2,460,86_47,2,Mouse_Thymus2
Mouse_Thymus2,461,91_23,1,Mouse_Thymus2
Mouse_Thymus2,462,16_50,2,Mouse_Thymus2
Mouse_Thymus2,463,40_34,5,Mouse_Thymus2
Mouse_Thymus2,464,93_60,2,Mouse_Thymus2
