mode,section,cluster,count,section_fraction
independent,Human_Lymph_Node_A1,0,568,0.16303099885189437
independent,Human_Lymph_Node_A1,1,339,0.09730195177956372
independent,Human_Lymph_Node_A1,2,256,0.07347876004592423
independent,Human_Lymph_Node_A1,3,645,0.18513203214695753
independent,Human_Lymph_Node_A1,4,203,0.058266360505166474
independent,Human_Lymph_Node_A1,5,805,0.23105625717566017
independent,Human_Lymph_Node_A1,6,474,0.13605051664753157
independent,Human_Lymph_Node_A1,7,194,0.05568312284730195
independent,Human_Lymph_Node_D1,0,586,0.17445668353676688
independent,Human_Lymph_Node_D1,1,182,0.054182792497767196
independent,Human_Lymph_Node_D1,2,307,0.0913962488835963
independent,Human_Lymph_Node_D1,3,217,0.06460256028579935
independent,Human_Lymph_Node_D1,4,459,0.1366478118487645
independent,Human_Lymph_Node_D1,5,605,0.18011312890741293
independent,Human_Lymph_Node_D1,6,812,0.24173861268234595
independent,Human_Lymph_Node_D1,7,191,0.05686216135754689
