mode,section,cluster,count,section_fraction
joint,CRC_003,0,24306,0.14617600538853373
joint,CRC_003,1,13797,0.08297499984965029
joint,CRC_003,2,3568,0.02145791110122144
joint,CRC_003,3,5350,0.03217483867475748
joint,CRC_003,4,4607,0.027706445191515466
joint,CRC_003,5,15145,0.0910818563979817
joint,CRC_003,6,1284,0.007721961281941797
joint,CRC_003,7,669,0.00402335833147902
joint,CRC_003,8,21888,0.13163418110525082
joint,CRC_003,9,30608,0.18407616115083686
joint,CRC_003,10,7300,0.04390211632256629
joint,CRC_003,11,2334,0.014036649246146537
joint,CRC_003,12,10825,0.0651014259166822
joint,CRC_003,13,10430,0.06272590044443375
joint,CRC_003,14,14168,0.08520618959700263
joint,CRC_006,0,22145,0.04964189242201773
joint,CRC_006,1,26746,0.059955839002902966
joint,CRC_006,2,30609,0.06861542944888421
joint,CRC_006,3,26703,0.059859446978782545
joint,CRC_006,4,49682,0.11137089633374057
joint,CRC_006,5,24102,0.05402885035698674
joint,CRC_006,6,17409,0.03902531971889396
joint,CRC_006,7,34798,0.07800580593819702
joint,CRC_006,8,28382,0.06362321926943812
joint,CRC_006,9,11630,0.026070680012105045
joint,CRC_006,10,33644,0.07541891301180242
joint,CRC_006,11,46070,0.10327396630762506
joint,CRC_006,12,38350,0.08596823546553985
joint,CRC_006,13,33188,0.07439670922113002
joint,CRC_006,14,22637,0.05074479651195373
