section,cluster,count,fraction
Mouse_Thymus1,0,1097,0.23355333191398764
Mouse_Thymus1,1,375,0.07983819459229295
Mouse_Thymus1,2,370,0.07877368533106238
Mouse_Thymus1,3,2531,0.5388545880349159
Mouse_Thymus1,4,324,0.06898020012774111
Mouse_Thymus2,0,752,0.17681636491888078
Mouse_Thymus2,1,1178,0.27698095462026806
Mouse_Thymus2,2,208,0.048906654126498944
Mouse_Thymus2,3,558,0.13120150482012696
Mouse_Thymus2,4,1557,0.3660945215142253
Mouse_Thymus3,0,384,0.08265174343521309
Mouse_Thymus3,1,732,0.15755488592337494
Mouse_Thymus3,2,762,0.16401205337925095
Mouse_Thymus3,3,1155,0.24860094705122687
Mouse_Thymus3,4,1613,0.3471803702109341
Mouse_Thymus4,0,734,0.17360454115421003
Mouse_Thymus4,1,250,0.05912961210974456
Mouse_Thymus4,2,670,0.1584673604541154
Mouse_Thymus4,3,1472,0.34815515610217596
Mouse_Thymus4,4,1102,0.260643330179754
