section,cluster,count,fraction
s1,0,273,0.11451342281879194
s1,1,179,0.07508389261744966
s1,2,187,0.07843959731543625
s1,3,160,0.06711409395973154
s1,4,359,0.15058724832214765
s1,5,358,0.15016778523489932
s1,6,109,0.04572147651006712
s1,7,256,0.10738255033557047
s1,8,268,0.11241610738255034
s1,9,235,0.09857382550335571
s2,0,284,0.10070921985815603
s2,1,195,0.06914893617021277
s2,2,245,0.08687943262411348
s2,3,353,0.125177304964539
s2,4,209,0.07411347517730496
s2,5,320,0.11347517730496454
s2,6,249,0.08829787234042553
s2,7,268,0.0950354609929078
s2,8,311,0.11028368794326242
s2,9,386,0.13687943262411348
s3,0,139,0.05221637866265966
s3,1,280,0.10518407212622088
s3,2,295,0.11081893313298272
s3,3,197,0.07400450788880542
s3,4,186,0.06987227648384674
s3,5,248,0.09316303531179564
s3,6,344,0.12922614575507138
s3,7,316,0.11870773854244929
s3,8,318,0.11945905334335086
s3,9,339,0.12734785875281743
