mode,section,cluster,count,section_fraction
independent,CRC_003,0,17102,0.10285123196555188
independent,CRC_003,1,17584,0.10574997444054872
independent,CRC_003,2,15738,0.09464815160062305
independent,CRC_003,3,16005,0.09625388654009226
independent,CRC_003,4,36605,0.22014205040925192
independent,CRC_003,5,17693,0.10640549919111854
independent,CRC_003,6,25013,0.1504278952844316
independent,CRC_003,7,20539,0.12352131056838206
independent,CRC_006,0,70744,0.15858505475291138
independent,CRC_006,1,62657,0.14045662919333327
independent,CRC_006,2,67116,0.15045225792712313
independent,CRC_006,3,47899,0.10737398984521235
independent,CRC_006,4,18493,0.04145529539672043
independent,CRC_006,5,62876,0.14094755601385356
independent,CRC_006,6,53887,0.1207971396227261
independent,CRC_006,7,62423,0.1399320772481198
